"","Protein","Len","S0","S0.1","S1","S1.1","S1.2","S1.3","S1.4","S1.5","S1.6","S1.7","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"596","m.16319",224,1,1,1,1,1,0,1,1,1,0,-5.805,-2.0735,0.998672,0.986581,0.827537,"Q6AYQ8","Acylpyruvase FAHD1 mitochondrial OS=Rattus norvegicus GN=Fahd1 PE=2 SV=1                           "
"597","m.16351",226,8,12,6,4,10,6,7,5,9,8,-6.691,-3.5656,0.631992,0.947962,0.297111,"P52301","GTP-binding nuclear protein Ran OS=Xenopus laevis GN=ran PE=1 SV=2                   "
"598","m.16371",297,3,2,2,3,2,2,0,1,2,2,-5.066,-2.1332,0.998319,0.987644,0.820397,"P53111","NADPH-dependent aldehyde reductase ARI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARI1 PE=1 SV=1              "
"599","m.16396",363,0,0,1,1,0,1,0,0,1,0,-8.878,-3.913,0.381232,0.926703,0.145641,"Q8WVB3","Hexosaminidase D OS=Homo sapiens GN=HEXDC PE=2 SV=3                     "
"600","m.16423",301,0,1,0,1,1,0,1,0,2,2,-7.911,-1.8046,0.99785,0.979093,0.850898,"Q8NUV9","Uncharacterized oxidoreductase MW2403 OS=Staphylococcus aureus (strain MW2) GN=MW2403 PE=3 SV=1                  "
"601","m.16425",264,1,1,0,0,1,0,0,1,1,1,-6.866,-2.3453,0.999614,0.990392,0.787184,"Q5RID7","Sorting nexin-17 OS=Danio rerio GN=snx17 PE=2 SV=1                     "
"602","m.16446",276,1,2,0,0,0,0,0,0,1,1,-7.619,-2.9059,0.917782,0.985753,0.618117,"Q9JHW2","Omega-amidase NIT2 OS=Mus musculus GN=Nit2 PE=1 SV=1                     "
"603","m.16449",935,11,10,8,11,12,3,7,9,12,12,-4.66,-2.973,0.895379,0.982807,0.590141,"O55029","Coatomer subunit beta' OS=Mus musculus GN=Copb2 PE=2 SV=2                    "
"604","m.16461",147,1,0,0,0,0,0,0,0,0,0,-6.6,-2.4327,1,0.991305,0.769056,"Q4I963","Cofilin OS=Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084) GN=COF1 PE=3 SV=2           "
"605","m.16465",273,0,1,0,0,0,0,0,0,0,0,-6.635,-2.6295,0.986405,0.992044,0.716897,"Q91XA9","Acidic mammalian chitinase OS=Mus musculus GN=Chia PE=1 SV=2                    "
"606","m.16490",518,0,0,0,0,1,0,0,0,1,0,-6.897,-2.0706,0.998698,0.986524,0.827863,"Q61555","Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2                      "
"607","m.1652",495,30,30,20,25,26,11,25,25,25,28,-7.284,-4.0382,0.303823,0.919642,0.105918,"Q8JFV8","Synaptic vesicle membrane protein VAT-1 homolog OS=Danio rerio GN=vat1 PE=2 SV=1                 "
"608","m.16526",293,3,2,0,0,1,0,1,1,3,1,-6.939,-2.234,0.998316,0.989077,0.806303,"Q9Y2S2","Lambda-crystallin homolog OS=Homo sapiens GN=CRYL1 PE=1 SV=3                     "
"609","m.16534",278,0,0,0,0,0,0,1,0,0,0,-6.528,-2.0189,0.998874,0.985426,0.833376,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"610","m.16548",260,0,1,0,0,0,0,0,0,0,0,-7.218,-2.2279,0.998281,0.988999,0.807236,"Q92673","Sortilin-related receptor OS=Homo sapiens GN=SORL1 PE=1 SV=2                     "
"611","m.1655",411,2,3,3,3,4,0,3,2,3,3,-8.393,-2.9876,0.890345,0.982109,0.583861,"Q90744","Alpha-N-acetylgalactosaminidase OS=Gallus gallus GN=NAGA PE=1 SV=1                      "
"612","m.16552",236,1,1,2,1,0,0,1,1,0,1,-6.425,-2.8546,0.933875,0.987673,0.6385,"3273425","Predicted protein OS=Nematostella vectensis GN=v1g242207 PE=4 SV=1                     "
"613","m.16570",215,1,2,0,1,1,0,0,1,1,1,-6.949,-2.0097,0.99887,0.985214,0.834299,"Q9R016","Baculoviral IAP repeat-containing protein 1e OS=Mus musculus GN=Naip5 PE=1 SV=2                  "
"614","m.16591",233,3,2,2,2,3,2,2,2,3,3,-3.625,-1.3319,0.999956,0.93547,0.86991,NA,NA
"615","m.16598",409,0,2,1,1,2,0,2,1,2,2,-7.782,-3.625,0.592601,0.944308,0.267577,"A7S338","Lissencephaly-1 homolog OS=Nematostella vectensis GN=v1g242515 PE=3 SV=1                     "
"616","m.166",168,3,1,1,0,1,0,1,1,1,1,-5.337,-2.2512,0.998462,0.989292,0.803611,"P42577","Soma ferritin OS=Lymnaea stagnalis PE=2 SV=2                      "
"617","m.1664",421,0,1,1,0,1,0,0,1,1,1,-7.365,-2.4018,1,0.991,0.775802,"P35659","Protein DEK OS=Homo sapiens GN=DEK PE=1 SV=1                     "
"618","m.16651",319,2,3,3,1,2,1,2,1,2,2,-7.236,-3.506,0.668113,0.951625,0.327617,"Q5M8W9","4-hydroxy-2-oxoglutarate aldolase mitochondrial OS=Xenopus tropicalis GN=hoga1 PE=2 SV=2                           "
"619","m.16676",336,2,3,1,3,2,1,3,2,2,3,-3.542,-1.137,0.999941,0.887608,0.873174,"Q3URF8","BTB/POZ domain-containing protein KCTD21 OS=Mus musculus GN=Kctd21 PE=2 SV=1                   "
"620","m.16692",411,10,14,6,8,8,4,6,8,11,12,-6.726,-4.6781,0.07675,0.898902,0.009868,"Q8BWT1","3-ketoacyl-CoA thiolase mitochondrial OS=Mus musculus GN=Acaa2 PE=1 SV=3                           "
"621","m.16730",536,1,1,0,0,1,0,1,0,0,0,-7.037,-3.2799,0.778863,0.965539,0.445126,"O60524","Nuclear export mediator factor NEMF OS=Homo sapiens GN=NEMF PE=1 SV=4                  "
"622","m.16736",134,2,3,0,1,1,0,1,1,2,3,-5.148,-1.5279,0.999989,0.961316,0.864437,NA,NA
"623","m.1680",375,2,4,2,1,2,1,1,1,2,2,-6.622,-2.4981,0.998452,0.991842,0.7535,"Q4QRK0","Methionine aminopeptidase 1 OS=Danio rerio GN=metap1 PE=2 SV=2                    "
"624","m.16813",293,0,2,1,1,1,0,1,1,1,1,-5.427,-1.6381,0.999998,0.97026,0.860015,"Q26630","33 kDa inner dynein arm light chain axonemal OS=Strongylocentrotus purpuratus PE=1 SV=1                           "
"625","m.1685",362,0,1,0,0,1,1,0,0,0,1,-7.616,-3.2442,0.793742,0.967716,0.46322,"Q12904","Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens GN=AIMP1 PE=1 SV=2                "
"626","m.16859",1199,2,3,1,3,5,1,5,2,2,2,-6.146,-1.7043,1,0.974373,0.856772,"Q8WWN9","Interactor protein for cytohesin exchange factors 1 OS=Homo sapiens GN=IPCEF1 PE=1 SV=1                "
"627","m.16861",197,0,1,0,0,0,0,0,1,0,1,-6.259,-2.0128,0.998869,0.985286,0.83399,NA,NA
"628","m.16863",391,0,1,0,0,0,0,0,0,1,0,-7.013,-2.4738,0.999294,0.991665,0.759485,"Q7ZVK4","Vacuolar protein-sorting-associated protein 36 OS=Danio rerio GN=vps36 PE=2 SV=1                   "
"629","m.16864",208,0,0,0,0,1,1,0,1,1,2,-7.391,-2.4784,0.999165,0.991701,0.758371,"Q9ULC4","Malignant T-cell-amplified sequence 1 OS=Homo sapiens GN=MCTS1 PE=1 SV=1                   "
"630","m.1688",655,4,7,2,3,5,2,3,2,2,3,-7.487,-2.9023,0.918941,0.985898,0.619576,"Q66HG5","Transmembrane 9 superfamily member 2 OS=Rattus norvegicus GN=Tm9sf2 PE=2 SV=1                  "
"631","m.16887",302,0,0,0,0,0,1,0,0,0,0,-6.709,-2.613,0.988696,0.992109,0.721882,"O75643","U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2                "
"632","m.16910",2217,21,24,5,9,17,8,10,11,15,16,-6.091,-3.049,0.868605,0.978984,0.556717,"A6NMZ7","Collagen alpha-6(VI) chain OS=Homo sapiens GN=COL6A6 PE=1 SV=2                    "
"633","m.16923",260,2,1,1,1,0,0,1,0,0,0,-6.382,-2.4034,1,0.991017,0.775462,"Q5RBR7","Acyl-protein thioesterase 1 OS=Pongo abelii GN=LYPLA1 PE=2 SV=1                    "
"634","m.16994",221,9,10,7,7,15,8,7,8,10,15,-3.655,-1.9154,0.998288,0.982745,0.842824,"O18598","Glutathione S-transferase OS=Blattella germanica PE=1 SV=3                      "
"635","m.16997",579,38,44,25,36,36,15,28,35,37,33,1.076,1.2622,0.000358,6.8e-05,0.874041,"P09010","Lamin-L(I) OS=Xenopus laevis PE=2 SV=1                       "
"636","m.17002",969,1,2,0,1,3,1,1,1,1,2,-6.101,-2.4817,0.999045,0.991726,0.757566,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"637","m.17007",211,1,1,0,2,2,0,2,1,3,2,-5.076,-2.2588,0.998516,0.989385,0.802393,"3276285","Predicted protein OS=Nematostella vectensis GN=v1g208975 PE=4 SV=1                     "
"638","m.17032",119,4,4,1,2,1,0,1,2,2,1,-5.987,-1.7058,1,0.974457,0.856693,"Q6GPY0","Mitochondrial import inner membrane translocase subunit Tim13-A OS=Xenopus laevis GN=timm13-a PE=3 SV=2                "
"639","m.1706",388,2,1,1,0,2,0,1,2,2,2,-7.627,-3.4808,0.682367,0.953175,0.34069,"A0M8U6","Testin OS=Canis familiaris GN=TES PE=3 SV=1                      "
"640","m.17099",205,3,4,2,3,3,1,2,2,4,4,-6.083,-1.9797,0.998792,0.984485,0.837193,"P49189","4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens GN=ALDH9A1 PE=1 SV=3                     "
"641","m.171",2522,0,1,1,0,0,1,1,0,2,1,-8.972,-3.304,0.768534,0.964062,0.432783,"Q91VW5","Golgin subfamily A member 4 OS=Mus musculus GN=Golga4 PE=1 SV=2                  "
"642","m.17101",439,8,10,5,7,8,6,6,5,6,10,-5.17,-1.5484,0.999987,0.963214,0.863698,"Q5ZMP6","AP-2 complex subunit mu OS=Gallus gallus GN=AP2M1 PE=2 SV=1                   "
"643","m.17110",253,1,3,0,0,1,0,0,1,0,1,-7.541,-2.9167,0.914269,0.985311,0.613713,"Q50457","Rhamnosyl O-methyltransferase OS=Mycobacterium tuberculosis GN=Rv2959c PE=1 SV=1                     "
"644","m.17128",1219,2,2,0,2,2,0,1,0,1,4,-8.412,-2.3863,1,0.990839,0.779045,"O94979","Protein transport protein Sec31A OS=Homo sapiens GN=SEC31A PE=1 SV=3                   "
"645","m.1714",264,1,1,0,2,1,0,1,2,1,0,-7.046,-3.3396,0.752779,0.961873,0.414394,"Q5XIG6","N-acetylgalactosamine kinase OS=Rattus norvegicus GN=Galk2 PE=2 SV=1                     "
"646","m.17144",187,2,6,0,2,2,1,1,1,2,2,-5.318,-2.0511,0.99879,0.986129,0.830009,"3266162","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g79796 PE=4 SV=1                    "
"647","m.17166",360,0,0,0,0,1,0,1,1,1,1,-5.789,-1.6927,1,0.973709,0.857375,"Q5ZHN3","WD repeat domain phosphoinositide-interacting protein 2 OS=Gallus gallus GN=WIPI2 PE=2 SV=1                 "
"648","m.17178",533,0,1,0,0,0,0,0,0,0,0,-6.591,-2.5204,0.997343,0.991975,0.747792,"3271330","Predicted protein OS=Nematostella vectensis GN=v1g202754 PE=4 SV=1                     "
"649","m.17237",424,0,1,0,1,1,0,1,1,0,0,-7.437,-3.1927,0.814446,0.970817,0.488847,"Q92556","Engulfment and cell motility protein 1 OS=Homo sapiens GN=ELMO1 PE=1 SV=2                 "
"650","m.17239",445,1,1,1,2,3,0,2,1,2,1,-5.658,-2.9166,0.914302,0.985315,0.613754,"Q86YQ8","Copine-8 OS=Homo sapiens GN=CPNE8 PE=1 SV=2                      "
"651","m.1729",398,4,4,1,3,1,1,2,2,2,3,-6.83,-3.2304,0.799373,0.968552,0.470145,"Q96DH6","RNA-binding protein Musashi homolog 2 OS=Homo sapiens GN=MSI2 PE=1 SV=1                  "
"652","m.173",389,201,204,149,185,180,139,167,203,178,184,-3.133,-7.1872,0,0.879236,0,NA,NA
"653","m.17308",285,1,0,1,0,1,2,1,1,0,1,-7.341,-3.5402,0.647819,0.949523,0.310026,"Q9ES74","Serine/threonine-protein kinase Nek7 OS=Mus musculus GN=Nek7 PE=2 SV=1                    "
"654","m.17323",421,23,27,18,21,24,11,21,24,26,23,-4.035,-3.7278,0.517888,0.937972,0.219476,"3285395","Predicted protein OS=Nematostella vectensis GN=v1g220800 PE=3 SV=1                     "
"655","m.1733",1264,0,1,0,0,0,0,0,0,0,0,-7.733,-3.1746,0.82154,0.971891,0.497704,"A2AJ76","Hemicentin-2 OS=Mus musculus GN=Hmcn2 PE=2 SV=1                      "
"656","m.17346",797,2,2,0,2,2,0,1,0,1,2,-5.54,-2.7708,0.957497,0.990094,0.669855,"P52948","Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens GN=NUP98 PE=1 SV=4                  "
"657","m.17390",576,1,1,1,0,1,0,1,1,1,0,-6.732,-1.9871,0.998833,0.98467,0.836496,"Q6NRP2","Proteasome activator complex subunit 4 OS=Xenopus laevis GN=psme4 PE=2 SV=1                  "
"658","m.17401",143,1,1,0,0,0,0,0,0,0,0,-6.477,-2.5671,0.993837,0.992138,0.735168,"3278511","Predicted protein OS=Nematostella vectensis GN=v1g245074 PE=4 SV=1                     "
"659","m.17423",295,0,1,0,0,0,1,0,0,0,0,-5.763,-2.4527,0.999765,0.991488,0.764485,"Q9DAK2","Parkin coregulated gene protein homolog OS=Mus musculus GN=Pacrg PE=1 SV=1                  "
"660","m.17427",215,7,8,2,4,10,3,2,6,7,7,-6.371,-3.2255,0.801354,0.968848,0.472594,"Q8BZE1","Putative DMBT1-like protein OS=Mus musculus PE=2 SV=2                     "
"661","m.17435",484,19,22,15,15,20,10,17,19,18,18,-8.048,-2.5738,0.993209,0.992147,0.733283,"P63329","Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Rattus norvegicus GN=Ppp3ca PE=1 SV=1                "
"662","m.17452",658,0,1,1,0,0,1,1,0,0,0,-6.337,-2.3224,0.999299,0.990134,0.79146,"Q62687","Sodium-dependent neutral amino acid transporter B(0)AT3 OS=Rattus norvegicus GN=Slc6a18 PE=2 SV=1                 "
"663","m.17466",666,18,22,15,18,24,9,15,17,22,21,-6.181,-3.9417,0.362021,0.925023,0.135817,"P13667","Protein disulfide-isomerase A4 OS=Homo sapiens GN=PDIA4 PE=1 SV=2                    "
"664","m.17469",174,2,2,2,2,3,2,2,2,2,3,-5.803,-2.0965,0.99852,0.987014,0.824883,"3274544","Predicted protein OS=Nematostella vectensis GN=v1g242847 PE=4 SV=1                     "
"665","m.17476",386,3,2,2,2,4,1,2,2,3,3,-6.136,-1.7568,0.998977,0.977088,0.853844,"Q28F07","Protein arginine N-methyltransferase 1 OS=Xenopus tropicalis GN=prmt1 PE=2 SV=1                   "
"666","m.17491",193,4,3,3,3,2,2,2,2,3,3,-5.072,-1.9357,0.998489,0.983321,0.841127,"Q04832","DNA-binding protein HEXBP OS=Leishmania major GN=HEXBP PE=4 SV=1                    "
"667","m.17493",334,0,0,0,0,0,2,0,0,1,0,-6.83,-2.8037,0.948684,0.989255,0.657839,"Q8BH79","Anoctamin-10 OS=Mus musculus GN=Ano10 PE=2 SV=1                      "
"668","m.17496",405,4,5,4,4,5,1,6,5,5,5,-7.839,-2.3747,0.99992,0.990715,0.781412,"Q99JX3","Golgi reassembly-stacking protein 2 OS=Mus musculus GN=Gorasp2 PE=1 SV=3                   "
"669","m.17509",429,4,5,0,1,3,1,1,2,3,1,-6.624,-2.1597,0.998193,0.988058,0.816953,"Q4R562","Beta-arrestin-1 OS=Macaca fascicularis GN=ARRB1 PE=2 SV=1                      "
"670","m.17514",369,2,2,1,3,2,1,2,2,2,1,-6.894,-2.2886,0.99885,0.989742,0.797438,"Q9D5V6","Synapse-associated protein 1 OS=Mus musculus GN=Syap1 PE=1 SV=1                    "
"671","m.17520",299,4,3,4,5,4,4,6,4,5,4,-6.186,-3.8192,0.448781,0.932352,0.180803,NA,NA
"672","m.17521",185,20,16,10,10,12,6,10,12,17,13,-7.441,-4.0657,0.289099,0.918202,0.098256,"Q9GLW7","Peroxiredoxin-5 mitochondrial OS=Chlorocebus aethiops GN=PRDX5 PE=2 SV=1                           "
"673","m.17527",348,2,3,1,1,1,1,1,3,2,2,-6.247,-2.0227,0.998857,0.985512,0.83299,"P05132","cAMP-dependent protein kinase catalytic subunit alpha OS=Mus musculus GN=Prkaca PE=1 SV=3                 "
"674","m.17538",642,0,1,1,0,1,0,0,0,0,0,-8.06,-2.7737,0.956757,0.990026,0.668811,"3643518","Nematoblast-specific protein nb035-sv2 OS=Hydra vulgaris GN=nb035 PE=2 SV=1                    "
"675","m.17547",505,4,5,3,3,4,2,4,5,5,5,-4.456,-1.2571,0.999945,0.920513,0.871373,"Q58588","Uncharacterized protein MJ1187 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) GN=MJ1187 PE=1 SV=1      "
"676","m.17553",123,2,2,3,3,2,1,2,2,1,0,-4.966,-1.4306,0.999975,0.950462,0.867487,NA,NA
"677","m.17560",348,3,3,2,6,4,4,3,3,5,5,-5.172,-1.8012,0.99789,0.978962,0.851117,"Q05052","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Canis familiaris GN=DDOST PE=1 SV=1                  "
"678","m.17562",293,0,1,0,0,1,1,0,0,1,1,-6.605,-2.9594,0.900029,0.98344,0.595929,"3268417","Predicted protein OS=Nematostella vectensis GN=v1g231988 PE=4 SV=1                     "
"679","m.17572",133,6,9,2,5,6,2,4,4,5,4,-7.051,-2.6233,0.987292,0.992072,0.718783,"Q15370","Transcription elongation factor B polypeptide 2 OS=Homo sapiens GN=TCEB2 PE=1 SV=1                 "
"680","m.17582",562,11,14,6,5,9,2,4,7,8,7,-3.845,-1.8379,0.997699,0.980302,0.848668,"A2AX52","Collagen alpha-4(VI) chain OS=Mus musculus GN=Col6a4 PE=1 SV=2                    "
"681","m.17587",233,1,1,1,1,1,0,0,1,1,1,-3.24,-1.4161,0.999971,0.948542,0.867882,"Q5ZMH1","Septin-2 OS=Gallus gallus GN=SEPT2 PE=2 SV=1                      "
"682","m.17594",254,1,1,1,0,1,0,1,0,1,2,-6.326,-2.5495,0.995361,0.992097,0.740032,"P57784","U2 small nuclear ribonucleoprotein A' OS=Mus musculus GN=Snrpa1 PE=1 SV=2                  "
"683","m.17595",424,8,9,7,5,8,4,6,7,6,6,-5.65,-3.445,0.701664,0.955378,0.359366,"O55012","Phosphatidylinositol-binding clathrin assembly protein OS=Rattus norvegicus GN=Picalm PE=1 SV=1                   "
"684","m.17609",155,5,4,2,2,4,3,2,2,5,4,-5.208,-1.8613,0.997786,0.981086,0.847004,"Q16527","Cysteine and glycine-rich protein 2 OS=Homo sapiens GN=CSRP2 PE=1 SV=3                  "
"685","m.1761",2437,12,10,6,9,12,8,6,7,9,10,-7.032,-2.7416,0.964743,0.990716,0.680193,"Q9JHU4","Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus GN=Dync1h1 PE=1 SV=2                 "
"686","m.17615",183,1,2,1,1,1,1,2,1,1,2,-5.211,-1.8751,0.997902,0.981528,0.845983,"5041693","Egg protein OS=Galaxea fascicularis GN=GfEP-4 PE=2 SV=1                     "
"687","m.17619",306,1,2,0,0,2,1,0,1,0,1,-7.439,-3.0721,0.860214,0.97774,0.546205,"A8TX70","Collagen alpha-5(VI) chain OS=Homo sapiens GN=COL6A5 PE=1 SV=1                    "
"688","m.1763",638,0,0,1,0,0,0,0,0,0,1,-9.174,-3.4626,0.692305,0.954295,0.350173,"Q8IWF2","FAD-dependent oxidoreductase domain-containing protein 2 OS=Homo sapiens GN=FOXRED2 PE=1 SV=1                  "
"689","m.17634",303,2,3,0,1,1,1,0,0,3,3,-7.648,-3.0482,0.868896,0.979027,0.557079,"Q15560","Transcription elongation factor A protein 2 OS=Homo sapiens GN=TCEA2 PE=1 SV=1                 "
"690","m.17635",354,0,0,1,1,0,0,1,1,2,0,-5.704,-1.519,0.999998,0.960454,0.864747,"Q5I0C3","Methylcrotonoyl-CoA carboxylase subunit alpha mitochondrial OS=Rattus norvegicus GN=Mccc1 PE=1 SV=1                           "
"691","m.17642",405,3,3,2,2,2,2,1,2,4,4,-7.047,-2.1216,0.998381,0.987452,0.821849,"Q9WUR2","Enoyl-CoA delta isomerase 2 mitochondrial OS=Mus musculus GN=Eci2 PE=1 SV=2                           "
"692","m.17653",215,8,10,5,6,7,4,5,6,10,8,-4.469,-2.2782,0.99872,0.989619,0.7992,"Q6GL11","Charged multivesicular body protein 4b OS=Xenopus tropicalis GN=chmp4b PE=2 SV=1                  "
"693","m.17655",964,7,12,3,9,11,2,8,6,7,9,-4.589,-2.0033,0.998869,0.985063,0.834932,"A6UVR4","L-tyrosine decarboxylase OS=Methanococcus aeolicus (strain Nankai-3 / ATCC BAA-1280) GN=mfnA PE=3 SV=1                "
"694","m.17662",137,4,6,4,5,3,2,3,6,4,5,-4.071,-1.6468,0.999998,0.970847,0.859616,"3274580","Predicted protein OS=Nematostella vectensis GN=v1g206837 PE=4 SV=1                     "
"695","m.17682",122,2,3,1,1,2,0,1,1,2,2,-6.981,-2.3894,1,0.990872,0.778404,"P83941","Transcription elongation factor B polypeptide 1 OS=Rattus norvegicus GN=Tceb1 PE=1 SV=1                 "
"696","m.17683",465,0,0,1,2,1,0,1,1,0,0,-5.681,-2.5096,0.997922,0.991915,0.750583,"Q5TDH0","Protein DDI1 homolog 2 OS=Homo sapiens GN=DDI2 PE=1 SV=1                   "
"697","m.17686",418,5,5,2,1,0,0,1,1,1,1,-7.216,-2.4706,0.999372,0.991639,0.760255,"Q3UQ28","Peroxidasin homolog OS=Mus musculus GN=Pxdn PE=2 SV=2                     "
"698","m.17688",106,1,1,0,0,1,1,0,0,1,1,-6.351,-2.0392,0.998837,0.985877,0.831278,"Q6Z4I3","Thioredoxin H2-1 OS=Oryza sativa subsp. japonica GN=Os07g0190800 PE=2 SV=1                   "
"699","m.17710",151,0,0,0,0,0,1,0,0,0,1,-6.976,-2.4594,0.999634,0.991546,0.762917,"P54357","Myosin-2 essential light chain OS=Drosophila melanogaster GN=Mlc-c PE=1 SV=1                   "
"700","m.17718",670,13,17,6,4,8,3,6,6,10,11,-4.27,-2.1135,0.998434,0.987314,0.822845,"Q9QXG4","Acetyl-coenzyme A synthetase cytoplasmic OS=Mus musculus GN=Acss2 PE=1 SV=2                           "
"701","m.17738",499,0,0,0,0,1,0,0,0,0,1,-6.728,-2.2605,0.998545,0.989406,0.802118,"Q924S5","Lon protease homolog mitochondrial OS=Rattus norvegicus GN=Lonp1 PE=2 SV=1                           "
"702","m.17739",255,10,13,10,11,14,6,10,10,11,11,-2.93,-1.4291,0.99997,0.950267,0.867528,"O08807","Peroxiredoxin-4 OS=Mus musculus GN=Prdx4 PE=1 SV=1                      "
"703","m.17769",574,4,4,2,3,4,2,1,1,2,4,-7.501,-3.4427,0.702852,0.95552,0.360568,"Q8TB22","Spermatogenesis-associated protein 20 OS=Homo sapiens GN=SPATA20 PE=2 SV=3                    "
"704","m.1777",810,0,1,0,1,1,0,0,1,1,1,-8.629,-3.9168,0.378645,0.926479,0.144315,"P46935","E3 ubiquitin-protein ligase NEDD4 OS=Mus musculus GN=Nedd4 PE=1 SV=3                   "
"705","m.17776",322,6,7,3,5,5,2,3,4,5,4,-4.608,-2.0282,0.998865,0.985636,0.832426,"A0PJE2","Dehydrogenase/reductase SDR family member 12 OS=Homo sapiens GN=DHRS12 PE=1 SV=2                  "
"706","m.17784",409,1,1,0,0,0,0,0,0,1,1,-6.608,-2.4305,1,0.991284,0.769549,"Q4QQS3","Protein OSCP1 OS=Rattus norvegicus GN=Oscp1 PE=2 SV=1                     "
"707","m.17794",846,18,16,10,11,18,4,9,10,18,22,-5.161,-3.9919,0.330479,0.922166,0.119669,"Q8WUM4","Programmed cell death 6-interacting protein OS=Homo sapiens GN=PDCD6IP PE=1 SV=1                  "
"708","m.17804",580,13,13,5,8,7,5,7,9,12,11,-5.814,-2.0204,0.998867,0.98546,0.833224,"Q6TGS6","Tyrosine--tRNA ligase cytoplasmic OS=Danio rerio GN=yars PE=2 SV=2                           "
"709","m.17812",263,1,1,0,0,2,0,0,1,2,1,-6.417,-2.8198,0.944153,0.988791,0.651819,"A8TX70","Collagen alpha-5(VI) chain OS=Homo sapiens GN=COL6A5 PE=1 SV=1                    "
"710","m.17821",322,24,27,27,27,28,20,26,34,28,31,-4.732,-3.4018,0.723539,0.95804,0.381966,"Q9EQS0","Transaldolase OS=Rattus norvegicus GN=Taldo1 PE=1 SV=2                      "
"711","m.17836",548,1,0,1,1,1,1,1,0,2,1,-7.531,-3.8691,0.412066,0.929323,0.161514,"O15945","Aryl hydrocarbon receptor nuclear translocator homolog OS=Drosophila melanogaster GN=tgo PE=1 SV=3                 "
"712","m.1784",485,1,1,0,0,0,0,0,0,0,0,-6.657,-2.7864,0.953413,0.989715,0.664205,"P18503","Short-chain collagen C4 (Fragment) OS=Ephydatia muelleri PE=2 SV=1                    "
"713","m.17853",531,0,0,0,0,0,0,0,1,0,1,-7.368,-2.7685,0.958098,0.990148,0.670681,"Q8BSY0","Aspartyl/asparaginyl beta-hydroxylase OS=Mus musculus GN=Asph PE=2 SV=1                     "
"714","m.17857",135,1,3,1,2,1,0,1,2,2,2,-7.55,-2.4572,0.999688,0.991528,0.763434,"P50408","V-type proton ATPase subunit F OS=Rattus norvegicus GN=Atp6v1f PE=1 SV=1                  "
"715","m.17859",221,2,1,1,2,1,2,0,1,1,2,-8.316,-2.6159,0.988315,0.9921,0.721014,"Q8C4B4","Protein unc-119 homolog B OS=Mus musculus GN=Unc119b PE=2 SV=1                   "
"716","m.17885",208,5,4,3,2,4,4,3,2,4,4,-5.738,-2.6778,0.978345,0.99167,0.701678,"O18334","Ras-related protein Rab6 OS=Drosophila melanogaster GN=Rab6 PE=1 SV=1                    "
"717","m.17886",251,0,1,0,1,0,0,0,0,0,0,-8.238,-2.9076,0.917228,0.985685,0.617426,"Q5ZML3","Serine/arginine-rich splicing factor 1 OS=Gallus gallus GN=SRSF1 PE=1 SV=3                   "
