"","PROTID","PROTLEN","DEFLINE","FSW1","FSW2","FSW3","LIP1","LIP2","LIP3","LIP4","LBP1","LBP2","MIP1","MIP2","MIP3","MIP4","MBP1","MBP2","MBP3","MBP4","HIP1","HIP2","HBP1","HBP2","HBP3","HBP4"
"770","m.17128",1219,"Protein transport protein Sec31A OS=Homo sapiens GN=SEC31A PE=1 SV=3",2,2,0,0,0,1.5,0,4,4,1,3.5,0,0,1.5,0,0,0,0.5,0,0,2,1,0
"771","m.1714",264,"N-acetylgalactosamine kinase OS=Rattus norvegicus GN=Galk2 PE=2 SV=1",0.666666666666667,1,1,1,1,1,0,1,1.5,0.5,0,1,0.5,0.5,0,0,0.5,1,1.5,0,2,1.5,2
"772","m.17144",187,"Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g79796 PE=4 SV=1",2.33333333333333,5.5,0.5,0,2,0.5,0.5,4.5,2.5,1.5,2,1,1,1.5,1,0.5,1,0.5,0.5,0,2,1,1
"773","m.17166",360,"WD repeat domain phosphoinositide-interacting protein 2 OS=Gallus gallus GN=WIPI2 PE=2 SV=1",0,0,1.5,0,1,1,0,1,0.5,1,0.5,0,1,1,0,0,0,0.5,0.5,0,0,1,1
"774","m.17178",533,"Predicted protein OS=Nematostella vectensis GN=v1g202754 PE=4 SV=1",0.333333333333333,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"775","m.17196",197,"m.17196",0,0,0.5,0,0,1.5,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,1.5,0
"776","m.1722",1789,"E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens GN=UBR4 PE=1 SV=1",0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0
"777","m.17237",424,"Engulfment and cell motility protein 1 OS=Homo sapiens GN=ELMO1 PE=1 SV=2",0.333333333333333,1,1,0,0.5,0.5,0.5,1,2,0,0,1,0,0.5,0,0,0,0.5,0.5,0,1,0.5,0
"778","m.17239",445,"Copine-8 OS=Homo sapiens GN=CPNE8 PE=1 SV=2",1,1,0,0,0,0,0,1,2,1.5,1,0,0,2.5,0,0,0,1.5,1,1,2,0,0
"779","m.17243",2493,"m.17243",0,0,1,0,0,1,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"780","m.17247",693,"Synaptotagmin-10 OS=Rattus norvegicus GN=Syt10 PE=2 SV=2",0,0,0.5,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0.5
"781","m.1725",355,"Transcription initiation factor IIA subunit 1 OS=Drosophila melanogaster GN=TfIIA-L PE=1 SV=2",0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
"782","m.1729",398,"RNA-binding protein Musashi homolog 2 OS=Homo sapiens GN=MSI2 PE=1 SV=1",4,3.5,1,1,1.5,1.5,0,4,1,2,3,0,0,1,1,0.5,0,1.5,1.5,1,3,1.5,0.5
"783","m.173",389,"m.173",201.333333333333,203.5,258,155,210,288,190,192.5,200.5,178,184,281.5,181,180,138.5,234.5,150.5,167,203,149,185,388,217.5
"784","m.17308",285,"Serine/threonine-protein kinase Nek7 OS=Mus musculus GN=Nek7 PE=2 SV=1",0.666666666666667,0,0,0,0,0,0,0.5,1,0,0.5,0,0,0.5,1.5,0,0,1,0.5,0.5,0,0,0
"785","m.17323",421,"Predicted protein OS=Nematostella vectensis GN=v1g220800 PE=3 SV=1",23,27,7.5,21.5,20.5,8.5,7.5,23.5,24.5,25.5,22.5,8,10,23.5,10.5,5.5,5.5,21,23.5,18,21,7,8
"786","m.1733",1264,"Hemicentin-2 OS=Mus musculus GN=Hmcn2 PE=2 SV=1",0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"787","m.17346",797,"Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens GN=NUP98 PE=1 SV=4",2,1.5,2,0,2.5,3,1.5,3,2.5,1,2,2,2,1.5,0,0.5,0,1,0,0,2,1.5,1
"788","m.17363",155,"Collagen alpha-1(XII) chain OS=Gallus gallus GN=COL12A1 PE=1 SV=3",0.333333333333333,0,1,1,0,1.5,0,0,0,0,0,1,0,0,0,1.5,0,0,0,0,0,2,0.5
"789","m.17386",142,"Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1",0,0,0.5,0,0,0,1,0,0,0,0,0,0.5,0,0,0.5,1,0,0,0,0,0.5,1
"790","m.17390",576,"Proteasome activator complex subunit 4 OS=Xenopus laevis GN=psme4 PE=2 SV=1",1,1,0,0,0,0.5,0.5,1,1,0.5,0,0,1,1,0,0,0,0.5,0.5,0.5,0,0,0
"791","m.17399",274,"Nucleoporin SEH1 OS=Homo sapiens GN=SEH1L PE=1 SV=3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"792","m.17401",143,"Predicted protein OS=Nematostella vectensis GN=v1g245074 PE=4 SV=1",1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"793","m.1742",523,"RNA-binding protein Musashi homolog 2 OS=Mus musculus GN=Msi2 PE=1 SV=1",0,0,1.5,0,0,2,0.5,0,0,0,0,1.5,1,0,0,1,0.5,0,0,0,0,1.5,0.5
"794","m.17423",295,"Parkin coregulated gene protein homolog OS=Mus musculus GN=Pacrg PE=1 SV=1",0.333333333333333,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
"795","m.17427",215,"Putative DMBT1-like protein OS=Mus musculus PE=2 SV=2",7.33333333333333,8,1.5,3,6.5,1,1,8,10.5,7,7,1.5,2,9.5,2.5,0,1,2,6,2,4,2,1.5
"796","m.17435",484,"Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Rattus norvegicus GN=Ppp3ca PE=1 SV=1",19,21.5,11,14.5,20,15.5,8,21.5,23,17.5,18,9.5,10,19.5,9.5,9.5,6.5,16.5,18.5,14.5,15,15,8
"797","m.17452",658,"Sodium-dependent neutral amino acid transporter B(0)AT3 OS=Rattus norvegicus GN=Slc6a18 PE=2 SV=1",0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0.5,0,0,1,0,0.5,0,0,1
"798","m.17466",666,"Protein disulfide-isomerase A4 OS=Homo sapiens GN=PDIA4 PE=1 SV=2",18,21.5,16,11.5,22.5,18,10,23.5,20.5,21.5,20.5,17.5,15.5,24,8.5,14.5,11,14.5,16.5,14.5,18,19.5,12
"799","m.17469",174,"Predicted protein OS=Nematostella vectensis GN=v1g242847 PE=4 SV=1",2,2,0,1,2,0,0,2.5,4,2,3,0,0,2.5,2,0,0,2,2,2,2,0,0
"800","m.17472",403,"D-inositol 3-phosphate glycosyltransferase OS=Rhodococcus sp. (strain RHA1) GN=mshA PE=3 SV=1",0,0,0.5,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5
"801","m.17473",414,"Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_88391 PE=4 SV=1",0,0,5,0,0,4.5,4,0,0,0,0,5,4,0,0,4.5,3.5,0,0,0,0,3,4.5
"802","m.17476",386,"Protein arginine N-methyltransferase 1 OS=Xenopus tropicalis GN=prmt1 PE=2 SV=1",2.66666666666667,2,0,0,0.5,2,1.5,5,4,3,2.5,0.5,0.5,4,1,2,0.5,2,1.5,2,2,0.5,0.5
"803","m.17491",193,"DNA-binding protein HEXBP OS=Leishmania major GN=HEXBP PE=4 SV=1",4.33333333333333,2.5,0,0.5,2.5,0,0,4.5,2,3,2.5,0,0,2,2,0,0,2,1.5,3,3,0,0
"804","m.17493",334,"Anoctamin-10 OS=Mus musculus GN=Ano10 PE=2 SV=1",0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1.5,0,0,0,0,0,0,0,0
"805","m.17496",405,"Golgi reassembly-stacking protein 2 OS=Mus musculus GN=Gorasp2 PE=1 SV=3",3.66666666666667,4.5,3.5,3.5,4,3,3.5,4.5,4.5,5,4.5,4.5,4,5,1,2,1,5.5,4.5,4,4,5,2.5
"806","m.17509",429,"Beta-arrestin-1 OS=Macaca fascicularis GN=ARRB1 PE=2 SV=1",3.66666666666667,5,1.5,0.5,3,3.5,2,4,4,3,1,3,3,3,0.5,1.5,1.5,1,1.5,0,1,2,1.5
"807","m.17514",369,"Synapse-associated protein 1 OS=Mus musculus GN=Syap1 PE=1 SV=1",1.66666666666667,1.5,4,0,2.5,2,3,2.5,1.5,2,1,3,3,1.5,1,3,2.5,1.5,1.5,1,3,3,3.5
"808","m.17520",299,"m.17520",3.66666666666667,3,0,4,4.5,0,0,4.5,4.5,5,4,0,0,4,4,0,0,5.5,4,4,5,0,0
"809","m.17521",185,"Peroxiredoxin-5, mitochondrial OS=Chlorocebus aethiops GN=PRDX5 PE=2 SV=1",19.6666666666667,16,14.5,11,13.5,23.5,16.5,17,18.5,16.5,13,26.5,15.5,12,5.5,17.5,9,9.5,12,9.5,10,32.5,16.5
"810","m.17527",348,"cAMP-dependent protein kinase catalytic subunit alpha OS=Mus musculus GN=Prkaca PE=1 SV=3",2.33333333333333,2.5,1,0.5,1.5,2,0,2,2,1.5,1.5,0,0.5,1,0.5,1.5,0,1,2.5,1,1,0,1.5
"811","m.17538",642,"Nematoblast-specific protein nb035-sv2 OS=Hydra vulgaris GN=nb035 PE=2 SV=1",0,0.5,0.5,0,1.5,1.5,0.5,2,0,0,0,1.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0
"812","m.17547",505,"Uncharacterized protein MJ1187 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) GN=MJ1187 PE=1 SV=1",3.66666666666667,4.5,3.5,1.5,4,3.5,2.5,4,6,5,5,4,2.5,4,2,2.5,1,4,4.5,3,3,4,2.5
"813","m.17553",123,"m.17553",2,2,0,0.5,0,0,0,0,0,1,0,0,0,1.5,1,0,0,2,1.5,2.5,3,0,0
"814","m.17560",348,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Canis familiaris GN=DDOST PE=1 SV=1",3.33333333333333,2.5,0,1.5,6,0,0,5,5,4.5,4.5,0,0,4,3.5,0,0,2.5,3,2,6,0,0
"815","m.17562",293,"Predicted protein OS=Nematostella vectensis GN=v1g231988 PE=4 SV=1",0.333333333333333,0.5,0.5,0,0.5,1,0.5,2.5,1,0.5,1,0.5,0.5,1,0.5,0,0,0,0,0,0,0.5,1.5
"816","m.17567",232,"Ras-related protein Rab-8A OS=Gallus gallus GN=RAB8A PE=2 SV=1",0,0,2.5,0,0,2.5,1.5,0,0,0,0,2.5,1.5,0,0,1,2,0,0,0,0,1.5,2
"817","m.17572",133,"Transcription elongation factor B polypeptide 2 OS=Homo sapiens GN=TCEB2 PE=1 SV=1",6.33333333333333,9,5.5,2.5,6,7,3,8,6.5,5,4,4.5,2.5,6,1.5,4.5,2,3.5,4,1.5,5,5.5,1
"818","m.17582",562,"Collagen alpha-4(VI) chain OS=Mus musculus GN=Col6a4 PE=1 SV=2",11,14,7,11,9,5.5,1.5,12.5,9.5,8,6.5,6.5,5.5,8.5,2,6,2,4,7,6,5,11.5,5.5
"819","m.17587",233,"Septin-2 OS=Gallus gallus GN=SEPT2 PE=2 SV=1",1,1,1.5,0,0,1,0.5,2,1.5,1,1,0,1,0.5,0,0.5,1.5,0,1,1,1,1.5,1
"820","m.17594",254,"U2 small nuclear ribonucleoprotein A_ OS=Mus musculus GN=Snrpa1 PE=1 SV=2",1,0.5,0,0,2,0,0,1,1,0.5,1.5,0,0,1,0,0,0,0.5,0,1,0,0,0
"821","m.17595",424,"Phosphatidylinositol-binding clathrin assembly protein OS=Rattus norvegicus GN=Picalm PE=1 SV=1",7.66666666666667,9,3.5,4,7,5.5,4.5,10.5,8,5.5,5.5,6,3.5,7.5,4,5,3.5,5.5,6.5,6.5,5,6,2.5
"822","m.17598",232,"Calumenin-A OS=Salmo salar GN=calua PE=2 SV=1",0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,1
"823","m.17609",155,"Cysteine and glycine-rich protein 2 OS=Homo sapiens GN=CSRP2 PE=1 SV=3",5.33333333333333,4,0,1.5,2,0,0,4,4,4.5,3.5,0,0,4,2.5,0,0,2,1.5,2,2,0,0
"824","m.1761",2437,"Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus GN=Dync1h1 PE=1 SV=2",11.6666666666667,9.5,7.5,2,13.5,9,8,17.5,14.5,8.5,10,7.5,7.5,11.5,8,4.5,4,6,6.5,5.5,9,11,8.5
"825","m.17615",183,"Egg protein OS=Galaxea fascicularis GN=GfEP-4 PE=2 SV=1",1,1.5,1,1,1,1,0.5,1.5,1,1,2,1.5,0.5,1,1,1,1,1.5,1,1,1,1,0.5
"826","m.17619",306,"Collagen alpha-5(VI) chain OS=Homo sapiens GN=COL6A5 PE=1 SV=1",1,1.5,1.5,0.5,2,1,0,2,0,0,0.5,2,0.5,1.5,0.5,1,1,0,1,0,0,1,0.5
"827","m.1763",638,"FAD-dependent oxidoreductase domain-containing protein 2 OS=Homo sapiens GN=FOXRED2 PE=1 SV=1",0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0
"828","m.17634",303,"Transcription elongation factor A protein 2 OS=Homo sapiens GN=TCEA2 PE=1 SV=1",2.33333333333333,2.5,1,0,2.5,1.5,0.5,1.5,2,2.5,3,0,0,1,0.5,0,0,0,0,0,1,1.5,0
"829","m.17635",354,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Rattus norvegicus GN=Mccc1 PE=1 SV=1",0.333333333333333,0,0,0,2.5,0,0,0,0.5,1.5,0,0,0,0,0,0,0,0.5,1,0.5,1,0,0
"830","m.17642",405,"Enoyl-CoA delta isomerase 2, mitochondrial OS=Mus musculus GN=Eci2 PE=1 SV=2",3.33333333333333,3,2,1.5,2.5,0.5,1,4.5,3.5,3.5,3.5,2.5,2,1.5,1.5,1,0.5,1,1.5,1.5,2,1.5,1.5
"831","m.17646",144,"Unconventional myosin-VI OS=Gallus gallus GN=MYO6 PE=1 SV=1",0,0,0.5,0,0,1,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0.5,1.5
"832","m.17653",215,"Charged multivesicular body protein 4b OS=Xenopus tropicalis GN=chmp4b PE=2 SV=1",8.33333333333333,9.5,3.5,6,8.5,4,3.5,9,8,10,7.5,3,3.5,7,4,2.5,3,5,5.5,5,6,4,3
"833","m.17655",964,"L-tyrosine decarboxylase OS=Methanococcus aeolicus (strain Nankai-3 / ATCC BAA-1280) GN=mfnA PE=3 SV=1",7,11.5,0.5,2,5,2.5,0,11.5,7,7,9,0,1,10.5,1.5,0,0,7.5,6,3,9,1.5,0.5
"834","m.17662",137,"Predicted protein OS=Nematostella vectensis GN=v1g206837 PE=4 SV=1",4,6,0,4,3,0,0,4,3.5,4,4.5,0,0,2.5,1.5,0,0,3,5.5,4,5,0,0
"835","m.17682",122,"Transcription elongation factor B polypeptide 1 OS=Rattus norvegicus GN=Tceb1 PE=1 SV=1",2.33333333333333,2.5,1.5,2,1.5,2,1,4,2.5,2,2,2,0.5,2,0,1.5,0,1,1,1,1,3,0.5
"836","m.17683",465,"Protein DDI1 homolog 2 OS=Homo sapiens GN=DDI2 PE=1 SV=1",0,0,2,0,0,2.5,2.5,0.5,0,0,0,2,2,0.5,0,0.5,1,0.5,0.5,0.5,2,2,1.5
"837","m.17686",418,"Peroxidasin homolog OS=Mus musculus GN=Pxdn PE=2 SV=2",5,5,0,2,1,0,0,0,1,0.5,0.5,0,0,0,0,0,0,1,1,2,1,0,0
"838","m.17688",106,"Thioredoxin H2-1 OS=Oryza sativa subsp. japonica GN=Os07g0190800 PE=2 SV=1",1.33333333333333,1,1,0.5,1,0,0.5,0,0,0.5,0.5,0,0,1,1,0.5,0,0,0,0,0,0,0.5
"839","m.17700",509,"Pleiotropic regulator 1 OS=Mus musculus GN=Plrg1 PE=2 SV=1",0,0,1,0,0,0.5,0,0,0,0,0,0.5,1,0,0,0,0.5,0,0,0,0,0.5,0.5
"840","m.17710",151,"Myosin-2 essential light chain OS=Drosophila melanogaster GN=Mlc-c PE=1 SV=1",0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0
"841","m.17718",670,"Acetyl-coenzyme A synthetase, cytoplasmic OS=Mus musculus GN=Acss2 PE=1 SV=2",12.6666666666667,16.5,6,2.5,8,5.5,4,14,14.5,10,11,4.5,5.5,7.5,2.5,4,2,6,5.5,6,4,5.5,6
"842","m.17738",499,"Lon protease homolog, mitochondrial OS=Rattus norvegicus GN=Lonp1 PE=2 SV=1",0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0
"843","m.17739",255,"Peroxiredoxin-4 OS=Mus musculus GN=Prdx4 PE=1 SV=1",10.3333333333333,12.5,3.5,5,10,2.5,4,15.5,14,11,11,4.5,6.5,13.5,6,6,4.5,9.5,9.5,10,11,5.5,5.5
"844","m.17769",574,"Spermatogenesis-associated protein 20 OS=Homo sapiens GN=SPATA20 PE=2 SV=3",3.66666666666667,3.5,3,1,2,1.5,3,4.5,4.5,2,3.5,3.5,3,4,1.5,3,2,0.5,0.5,1.5,3,5,1.5
"845","m.1777",810,"E3 ubiquitin-protein ligase NEDD4 OS=Mus musculus GN=Nedd4 PE=1 SV=3",0,1,0,0,0,0,0,1.5,1.5,1,0.5,0,0,0.5,0,0,0,0,0.5,0,1,0,0
"846","m.17776",322,"Dehydrogenase/reductase SDR family member 12 OS=Homo sapiens GN=DHRS12 PE=1 SV=2",5.66666666666667,6.5,1,3.5,4.5,2.5,2.5,5.5,3,4.5,3.5,1.5,1.5,5,2,1.5,0.5,2.5,3.5,2.5,5,1,1.5
"847","m.17784",409,"Protein OSCP1 OS=Rattus norvegicus GN=Oscp1 PE=2 SV=1",0.666666666666667,0.5,1,0.5,0.5,2,1,1,0,0.5,0.5,2.5,1,0,0,0.5,0.5,0,0,0,0,1.5,1
"848","m.17794",846,"Programmed cell death 6-interacting protein OS=Homo sapiens GN=PDCD6IP PE=1 SV=1",18,16,12.5,12.5,21,14,11,20.5,20,18,22,12.5,14,18,3.5,7.5,5,9,10,9.5,11,13,13.5
"849","m.17804",580,"Tyrosine--tRNA ligase, cytoplasmic OS=Danio rerio GN=yars PE=2 SV=2",13,12.5,12.5,1.5,5,11.5,9,13.5,11.5,11.5,10.5,10.5,10.5,6.5,5,6,4,7,8.5,4.5,8,10,8
"850","m.17812",263,"Collagen alpha-5(VI) chain OS=Homo sapiens GN=COL6A5 PE=1 SV=1",1,0.5,1,0,0.5,1.5,0,2.5,1.5,1.5,1,1.5,0,2,0,0,0,0,0.5,0,0,0.5,0
"851","m.17821",322,"Transaldolase OS=Rattus norvegicus GN=Taldo1 PE=1 SV=2",24.3333333333333,27,40.5,20.5,22.5,26,30,29.5,25.5,27.5,30.5,36,32.5,27.5,20,27.5,32.5,26,33.5,26.5,27,36.5,29
"852","m.17836",548,"Aryl hydrocarbon receptor nuclear translocator homolog OS=Drosophila melanogaster GN=tgo PE=1 SV=3",0.666666666666667,0,0,0,1,0,0.5,1,1,1.5,0.5,0,0.5,1,0.5,0,0.5,0.5,0,0.5,1,0,0
"853","m.1784",485,"Short-chain collagen C4 (Fragment) OS=Ephydatia muelleri PE=2 SV=1",1.33333333333333,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"854","m.17853",531,"Aspartyl/asparaginyl beta-hydroxylase OS=Mus musculus GN=Asph PE=2 SV=1",0,0,0,0,0.5,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0
"855","m.17857",135,"V-type proton ATPase subunit F OS=Rattus norvegicus GN=Atp6v1f PE=1 SV=1",1.33333333333333,3,2.5,1,3,2.5,1,2,1.5,2,2,2,1,1,0,1,0,0.5,1.5,0.5,2,2,1
"856","m.17859",221,"Protein unc-119 homolog B OS=Mus musculus GN=Unc119b PE=2 SV=1",2,1,2,0.5,2.5,2.5,2,0.5,2,0.5,1.5,1.5,1.5,0.5,1.5,2,0.5,0,1,1,2,2,2
"857","m.17860",285,"Putative phytanoyl-CoA dioxygenase OS=Novosphingobium nitrogenifigens DSM 19370 GN=Y88_1322 PE=4 SV=1",0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
"858","m.17885",208,"Ras-related protein Rab6 OS=Drosophila melanogaster GN=Rab6 PE=1 SV=1",5,3.5,3.5,0.5,5,3,3,5.5,5.5,4,3.5,1.5,2.5,4,3.5,1.5,3,3,2,3,2,1,1
"859","m.17886",251,"Serine/arginine-rich splicing factor 1 OS=Gallus gallus GN=SRSF1 PE=1 SV=3",0,0.5,1.5,0,0,0.5,3,0,0.5,0,0,1,0,0,0,0.5,0.5,0,0,0,1,0.5,0.5
"860","m.17895",500,"Aldehyde dehydrogenase family 3 member B1 OS=Homo sapiens GN=ALDH3B1 PE=1 SV=1",6.33333333333333,5,2.5,0,1.5,3.5,3,7,8.5,2,4.5,4,1.5,5.5,3,2,3,3,3,1.5,5,3.5,1.5
"861","m.17897",385,"Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Drosophila melanogaster GN=l(1)G0156 PE=2 SV=1",5.33333333333333,5.5,4.5,2,1,3.5,1,6.5,3.5,4,7.5,3,3,3,2,4.5,3.5,3.5,4.5,2.5,5,2,4.5
"862","m.1790",185,"Putative gastrointestinal growth factor xP4 OS=Xenopus laevis GN=p4 PE=2 SV=1",0,0,0,0,0,2,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,1.5,0.5
"863","m.17910",625,"FERM, RhoGEF and pleckstrin domain-containing protein 2 OS=Mus musculus GN=Farp2 PE=1 SV=2",1,1.5,0,0,1,0.5,1.5,1.5,2,1.5,1,1,1,1.5,0.5,0.5,0.5,1,0.5,1,1,0,0
"864","m.17927",304,"Very-long-chain enoyl-CoA reductase OS=Homo sapiens GN=TECR PE=1 SV=1",0.333333333333333,1,0,0,0.5,0,0,1.5,1.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
"865","m.1793",310,"Dehydrogenase/reductase SDR family member 1 OS=Mus musculus GN=Dhrs1 PE=2 SV=1",4.66666666666667,3.5,1,1.5,2.5,1.5,0,2.5,3.5,2,2,1,0,3,0.5,3,0,1.5,2.5,2.5,3,1.5,0
"866","m.17939",224,"m.17939",0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"867","m.1796",557,"Asparagine synthetase [glutamine-hydrolyzing] OS=Cricetulus griseus GN=ASNS PE=2 SV=2",7.33333333333333,8.5,4.5,6,11,10,3,13,13,12,11,10,3,11,6,4,4,8,6.5,6.5,9,9.5,5
"868","m.17962",105,"Putative uncharacterized protein OS=Acropora millepora PE=2 SV=1",0.666666666666667,1.5,0,0,2,0,0,1.5,0.5,1.5,2,0,0,0.5,0,0,0,0.5,1,0.5,0,0,0
"869","m.17967",175,"ADP-ribosylation factor 6 OS=Gallus gallus GN=ARF6 PE=2 SV=3",3.33333333333333,2.5,0,2,4.5,0,0,2.5,3.5,4,2,0,0,3.5,2,0,0,2.5,3.5,4,3,0,0
"870","m.17970",233,"2-(R)-hydroxypropyl-CoM dehydrogenase OS=Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2) GN=xecD PE=1 SV=3",4,4,1.5,0,1,1.5,1.5,2.5,1.5,0.5,1,1,1.5,1,0,1,1,2,1.5,0,1,1,0.5
"871","m.17977",658,"N-alpha-acetyltransferase 16, NatA auxiliary subunit OS=Homo sapiens GN=NAA16 PE=1 SV=2",1.66666666666667,3.5,0,0.5,2,0,0,3,2.5,1.5,2.5,0,0,2.5,0.5,0,0,0,0.5,0.5,1,0,0
"872","m.17984",639,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADVL PE=1 SV=1",10,12,7,8,14,6,7.5,13.5,12,15,12.5,5.5,6.5,15,3.5,2.5,4,9,10,10,12,7,7
"873","m.17992",724,"Aconitate hydratase, mitochondrial OS=Sus scrofa GN=ACO2 PE=1 SV=1",11.3333333333333,18,14,7,7,12.5,6.5,18,12,13,14,10.5,7.5,10.5,3,7.5,5.5,6.5,7.5,4.5,8,10,7
"874","m.180",623,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB OS=Homo sapiens GN=MAN1A2 PE=1 SV=1",1.66666666666667,2,0,1.5,0.5,0,0,1.5,1,1.5,2,0,0,1,0.5,0,0,1.5,1.5,0,1,0,0
"875","m.18001",225,"CUB and sushi domain-containing protein 1 OS=Homo sapiens GN=CSMD1 PE=1 SV=2",0.666666666666667,0.5,0.5,0,0,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,1,1,0.5,0,1,0,0.5
"876","m.18009",870,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2 OS=Mus musculus GN=Magi2 PE=1 SV=2",2.66666666666667,1.5,0,0,1,0.5,0,3,2,1,1,0.5,0.5,0,0,0,0,0,0,1,0,0,0
"877","m.1802",545,"Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Mus musculus GN=Ngly1 PE=1 SV=2",1.66666666666667,1,0,0.5,2,1.5,1,0.5,3,0,1,1,0.5,1,0,0,0,0,0,0,1,1,1
"878","m.18040",327,"Glucosamine-6-phosphate isomerase 1 OS=Bos taurus GN=GNPDA1 PE=2 SV=1",8.33333333333333,7,6.5,2,5.5,8.5,5,9.5,9.5,7.5,6,7,5,8,8,5.5,5,7.5,6,5,6,6.5,6
"879","m.18046",234,"m.18046",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0.5,1.5
"880","m.18048",376,"Galactokinase OS=Homo sapiens GN=GALK1 PE=1 SV=1",13.6666666666667,15,3.5,6.5,9,5,3.5,11.5,9,10.5,9.5,3,4,12,4,3.5,0,7,11,6.5,11,4,3.5
"881","m.1806",594,"5-oxoprolinase OS=Homo sapiens GN=OPLAH PE=1 SV=3",2,2,2,0,1.5,4,2.5,3,2,2,3.5,3,2,2.5,0,3.5,2.5,1,1,0.5,1,3.5,3.5
"882","m.18060",194,"Arginine--tRNA ligase, cytoplasmic OS=Xenopus tropicalis GN=rars PE=2 SV=1",2.66666666666667,1.5,3.5,0,1,3.5,4,2.5,3.5,2.5,3,2.5,5,3.5,1,3.5,4.5,2.5,2,2,2,2,5
"883","m.18062",181,"Lactoylglutathione lyase OS=Rattus norvegicus GN=Glo1 PE=1 SV=3",6.66666666666667,7,6.5,4,4.5,5,2,6.5,6.5,7,7.5,6,6.5,6.5,2,2.5,1,6.5,7,5.5,4,5,10
"884","m.18064",292,"Coagulation factor V OS=Sus scrofa GN=F5 PE=2 SV=1",1.33333333333333,0,0,1,0.5,0,0,0,0,1,1,0,0,0.5,0,0,0,0.5,0,1,0,0,0
"885","m.18070",421,"26S proteasome non-ATPase regulatory subunit 4 OS=Bos taurus GN=PSMD4 PE=2 SV=1",3.66666666666667,4.5,3,3,4.5,7.5,3,4.5,5.5,4.5,5.5,3.5,3.5,5,2,0.5,0.5,3,3.5,3.5,3,4,2
"886","m.1809",261,"Predicted protein OS=Nematostella vectensis GN=v1g242093 PE=4 SV=1",0.333333333333333,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0
