Protein,Len,WS1,WS2,WS3,WO1,WO2,WO3,LogFldChng-K28-K30vsK31-K33,Zstat-K28-K30vsK31-K33,fdr-K28-K30vsK31-K33,FDRup-K28-K30vsK31-K33,FDRdown-K28-K30vsK31-K33,DEFLINE
m.19183,106,0,0,0,0,0,0,-0.408,-0.4802,0.53341,0.994431,0.9124,Predicted protein OS=Nematostella vectensis GN=v1g247798 PE=4 SV=1
m.19195,126,0,1,2,3,0,2,0.072,0.1027,1,1,0.862376,Enhancer of rudimentary homolog OS=Aedes aegypti PE=3 SV=1
m.19196,199,0,0,0,0,0,0,-0.473,-0.5422,0.539234,0.947778,0.955174,Predicted protein OS=Nematostella vectensis GN=v1g205949 PE=4 SV=1
m.19214,438,0,0,0,1,0,0,-0.48,-0.5453,0.540044,0.944088,0.959438,Cytoskeleton-associated protein 5 OS=Homo sapiens GN=CKAP5 PE=1 SV=3
m.19225,469,4,0,13,10,5,6,-0.263,-0.812,0.831324,0.862553,1,Villin-1 OS=Homo sapiens GN=VIL1 PE=1 SV=4
m.19231,245,0,0,0,0,0,0,-0.444,-0.501,0.533181,0.976193,0.927023,N-sulphoglucosamine sulphohydrolase OS=Homo sapiens GN=SGSH PE=1 SV=1
m.19242,719,20,6,61,42,28,36,-0.205,-1.4863,1,0.966932,0.833243,"Threonine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Tars PE=1 SV=2"
m.1925,184,0,0,1,4,0,0,0.312,0.4261,1,1,0.927143,ADP-ribosylation factor-like protein 6 OS=Danio rerio GN=arl6 PE=2 SV=1
m.19271,554,2,0,2,1,0,0,-1,-1.3048,1,0.938523,1,Tether containing UBX domain for GLUT4 OS=Mus musculus GN=Aspscr1 PE=1 SV=1
m.19281,105,0,0,0,1,0,0,-0.382,-0.4448,0.53888,1,0.892603,m.19281
m.1929,853,0,0,0,0,0,0,-0.441,-0.4909,0.533019,0.985132,0.919573,Tudor domain-containing protein 1 OS=Homo sapiens GN=TDRD1 PE=2 SV=2
m.19305,374,0,0,0,0,0,0,-0.401,-0.4823,0.533289,0.992073,0.914167,m.19305
m.19306,369,0,0,0,0,0,0,-0.335,-0.3667,0.574498,1,0.856712,Kinesin-like protein KIF13A OS=Homo sapiens GN=KIF13A PE=1 SV=2
m.1931,256,0,0,1,0,0,0,-0.431,-0.4921,0.533008,0.982863,0.92141,Nudix hydrolase 8 OS=Arabidopsis thaliana GN=NUDT8 PE=2 SV=2
m.19310,151,0,0,0,0,0,0,-0.436,-0.5183,0.534667,0.963467,0.938704,m.19310
m.19341,202,0,0,0,0,0,0,-0.455,-0.5168,0.534475,0.96553,0.936716,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens GN=SVEP1 PE=1 SV=3"
m.19343,130,0,0,0,0,0,0,-0.386,-0.3957,0.557342,1,0.86787,m.19343
m.19346,144,0,0,0,0,1,1,-0.376,-0.4144,0.548783,1,0.876776,Tenascin-X OS=Homo sapiens GN=TNXB PE=1 SV=3
m.1936,223,0,0,2,5,0,1,0.239,0.3651,1,1,0.916436,Calcyclin-binding protein OS=Bos taurus GN=CACYBP PE=2 SV=1
m.19360,173,21,10,18,4,14,15,-0.789,-3.4458,0.036527,0.974766,0.00579,m.19360
m.19362,175,0,0,0,0,0,0,-0.476,-0.5608,0.544849,0.935253,0.970357,Lactadherin OS=Mus musculus GN=Mfge8 PE=1 SV=3
m.19365,277,4,0,10,7,9,8,0.074,0.2134,1,1,0.886348,"ATP synthase subunit gamma, mitochondrial OS=Bos taurus GN=ATP5C1 PE=1 SV=3"
m.19390,168,0,0,0,0,0,0,-0.457,-0.4994,0.533122,0.978394,0.925135,von Willebrand factor D and EGF domain-containing protein OS=Homo sapiens GN=VWDE PE=2 SV=4
m.19391,189,1,0,1,1,1,0,-0.433,-0.4899,0.533031,0.985132,0.919573,Translocon-associated protein subunit beta OS=Homo sapiens GN=SSR2 PE=1 SV=1
m.19416,143,10,8,36,33,33,22,0.101,0.5518,1,0.988626,0.945765,Thioredoxin domain-containing protein 17 OS=Mus musculus GN=Txndc17 PE=1 SV=1
m.19419,213,0,0,0,1,1,1,-0.394,-0.4099,0.550666,1,0.874138,Probable iron/ascorbate oxidoreductase DDB_G0283291 OS=Dictyostelium discoideum GN=DDB_G0283291 PE=3 SV=1
m.19422,481,0,0,0,0,0,0,-0.384,-0.4129,0.549397,1,0.875447,Allene oxide synthase-lipoxygenase protein OS=Plexaura homomalla PE=1 SV=1
m.19423,152,2,4,11,2,8,4,-0.602,-1.529,1,0.972115,0.791257,Putative 2_-deoxynucleoside 5_-phosphate N-hydrolase 1 OS=Nematostella vectensis GN=v1g160099 PE=3 SV=1
m.19438,346,6,0,0,0,0,0,-1.432,-2.0509,1,1,0.348326,Uncharacterized protein (Fragment) OS=Pelodiscus sinensis PE=4 SV=1
m.19439,178,0,0,0,0,0,0,-0.51,-0.5857,0.555241,0.920778,0.990811,Predicted protein OS=Nematostella vectensis GN=v1g208242 PE=4 SV=1
m.19446,282,0,0,1,3,0,1,0.196,0.2461,1,1,0.893408,m.19446
m.19454,152,4,1,5,8,3,7,0.226,0.5644,1,0.975707,0.947206,Uncharacterized protein OS=Acaryochloris marina (strain MBIC 11017) GN=AM1_C0121 PE=4 SV=1
m.19455,354,0,0,0,6,0,0,0.678,0.8844,1,0.623811,0.975226,Uncharacterized WD repeat-containing protein alr2800 OS=Nostoc sp. (strain PCC 7120 / UTEX 2576) GN=alr2800 PE=4 SV=1
m.19460,144,12,3,14,15,18,18,0.175,0.7328,1,0.784846,0.964875,Glutathione peroxidase 1 OS=Mus musculus GN=Gpx1 PE=1 SV=2
m.19463,429,0,0,1,0,0,0,-0.482,-0.5382,0.538269,0.94966,0.953061,Nucleolin OS=Homo sapiens GN=NCL PE=1 SV=3
m.19472,871,0,0,1,0,0,0,-0.466,-0.5017,0.533213,0.976193,0.927023,Extracellular calcium-sensing receptor OS=Rattus norvegicus GN=Casr PE=1 SV=1
m.19479,355,0,0,0,0,0,0,-0.444,-0.5052,0.533402,0.974015,0.928929,m.19479
m.19482,215,10,0,109,105,15,13,-0.285,-2.3225,0.703451,0.998422,0.19838,m.19482
m.19487,501,2,2,5,0,3,7,-0.207,-0.441,0.53985,1,0.889558,Paxillin OS=Gallus gallus GN=PXN PE=1 SV=1
m.19494,241,1,0,3,3,1,2,-0.233,-0.3845,0.563397,1,0.863187,Eukaryotic translation initiation factor 3 subunit G OS=Nematostella vectensis GN=v1g171563 PE=3 SV=1
m.19495,508,26,15,39,31,48,80,0.309,2.2526,0.096539,0.015199,0.974869,m.19495
m.19496,684,10,21,15,8,9,6,-1.096,-4.3172,0.000789,0.962874,0.000108,Superoxide dismutase [Cu-Zn] 1 OS=Dictyostelium discoideum GN=sodA PE=2 SV=1
m.195,212,0,0,0,0,0,0,-0.453,-0.5267,0.535939,0.957413,0.944763,Charged multivesicular body protein 2b OS=Danio rerio GN=chmp2b PE=2 SV=1
m.1950,311,1,0,2,1,0,0,-0.76,-0.9522,1,0.872148,1,Protein SEC13 homolog OS=Mus musculus GN=Sec13 PE=2 SV=3
m.19503,183,1,2,2,6,0,0,0.065,0.1071,1,1,0.863558,Predicted protein OS=Nematostella vectensis GN=v1g245101 PE=4 SV=1
m.19504,313,0,0,1,0,0,0,-0.427,-0.4771,0.533634,0.996812,0.910651,m.19504
m.19510,516,1,1,11,22,6,8,0.636,1.9219,0.267604,0.047827,0.980477,Glutamate dehydrogenase OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482) GN=gdhA PE=3 SV=2
m.19513,258,0,0,0,0,0,1,-0.361,-0.4073,0.551805,1,0.872847,Matrix metalloproteinase-14 OS=Sus scrofa GN=MMP14 PE=2 SV=1
m.19514,1648,0,0,6,10,2,5,0.388,0.8877,1,0.620964,0.975375,Titin OS=Homo sapiens GN=TTN PE=1 SV=4
m.1952,134,0,0,0,1,2,0,-0.047,-0.0576,1,1,0.833301,m.1952
m.19534,303,0,0,1,0,0,0,-0.412,-0.4802,0.53341,0.994431,0.9124,"Pyrroline-5-carboxylate reductase 1, mitochondrial OS=Bos taurus GN=PYCR1 PE=2 SV=1"
m.19535,181,2,0,5,3,1,1,-0.915,-1.4691,1,0.964713,0.850123,AP-2 complex subunit sigma OS=Rattus norvegicus GN=Ap2s1 PE=2 SV=1
m.19543,104,0,0,0,0,0,0,-0.382,-0.4539,0.53686,1,0.897306,m.19543
m.19558,268,7,4,11,7,6,8,-0.457,-1.3979,1,0.954134,0.923352,Adaptin ear-binding coat-associated protein 2 OS=Mus musculus GN=Necap2 PE=1 SV=1
m.19560,172,0,4,1,2,0,3,-0.447,-0.7463,0.71259,0.868016,1,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase OS=Amia calva GN=urad PE=3 SV=1
m.19561,251,0,0,0,5,0,0,0.49,0.6717,1,0.853831,0.959223,m.19561
m.19580,222,6,6,19,34,11,19,0.341,1.5853,0.654076,0.13164,0.985262,m.19580
m.19582,268,0,0,0,0,0,0,-0.357,-0.4032,0.553679,1,0.871577,SCO-spondin OS=Gallus gallus GN=SSPO PE=2 SV=1
m.19592,449,1,0,1,0,0,0,-0.539,-0.5944,0.55967,0.916354,0.997833,"Cysteine desulfurase, mitochondrial OS=Pongo abelii GN=NFS1 PE=2 SV=1"
m.19593,255,2,0,2,5,0,4,0.278,0.5035,1,1,0.938849,"3_(2_),5_-bisphosphate nucleotidase 1 OS=Rattus norvegicus GN=Bpnt1 PE=1 SV=1"
m.19597,531,7,2,23,15,8,9,-0.39,-1.4853,1,0.966931,0.833246,T-complex protein 1 subunit zeta OS=Gallus gallus GN=CCT6 PE=1 SV=3
m.19598,1537,0,1,0,0,0,0,-0.452,-0.5375,0.538106,0.949661,0.95306,Afadin OS=Mus musculus GN=Mllt4 PE=1 SV=3
m.196,258,5,4,7,4,5,2,-0.798,-2.0309,1,1,0.361407,Predicted protein OS=Nematostella vectensis GN=v1g241439 PE=4 SV=1
m.19608,102,0,0,0,0,0,0,-0.381,-0.4393,0.54031,1,0.889559,m.19608
m.19610,677,10,13,12,3,6,9,-1.083,-3.8736,0.006767,0.967994,0.000932,Fermitin family homolog 2 OS=Homo sapiens GN=FERMT2 PE=1 SV=1
m.19611,105,0,0,0,0,0,0,-0.424,-0.506,0.533451,0.97186,0.93085,"Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens GN=TRAP1 PE=1 SV=3"
m.19621,362,1,1,0,0,0,0,-0.343,-0.3933,0.558578,1,0.866671,m.19621
m.19627,228,1,0,0,3,1,1,0.156,0.2108,1,1,0.885754,Ubiquitin-conjugating enzyme E2 K OS=Mus musculus GN=Ube2k PE=1 SV=3
m.19639,312,0,0,2,0,1,0,-0.774,-0.9072,1,0.866705,1,m.19639
m.19643,262,0,0,2,0,0,0,-0.784,-0.9531,1,0.872147,1,Serine/arginine-rich splicing factor 2 OS=Pan troglodytes GN=SRSF2 PE=2 SV=3
m.19647,482,0,0,0,0,0,0,-0.466,-0.5053,0.533407,0.974015,0.928929,Adenylate kinase 8 OS=Xenopus laevis GN=ak8 PE=2 SV=1
m.19657,547,1,0,2,5,2,3,0.519,0.8548,1,0.652574,0.973649,YTH domain-containing family protein 2 OS=Mus musculus GN=Ythdf2 PE=2 SV=1
m.19661,333,6,14,46,51,46,35,0.31,2.127,0.143529,0.023972,0.976966,L-lactate dehydrogenase OS=Drosophila melanogaster GN=ImpL3 PE=2 SV=1
m.19674,317,4,1,12,10,0,13,-0.062,-0.199,0.783368,1,0.82489,BTB/POZ domain-containing protein KCTD21 OS=Mus musculus GN=Kctd21 PE=2 SV=1
m.19680,120,0,0,2,1,0,0,-0.762,-0.9043,1,0.866427,1,SUMO-activating enzyme subunit 2 OS=Danio rerio GN=uba2 PE=1 SV=2
m.19685,242,0,0,0,0,1,0,-0.435,-0.4919,0.533007,0.982863,0.92141,Cytosolic 5_-nucleotidase 3A OS=Gallus gallus GN=NT5C3A PE=1 SV=3
m.19688,311,0,0,1,1,0,1,-0.467,-0.5446,0.539859,0.945921,0.9573,"Methionine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=MARS PE=1 SV=2"
m.19695,105,0,6,10,2,1,6,-1.06,-2.4808,0.545401,0.995404,0.136189,Predicted protein OS=Nematostella vectensis GN=v1g196762 PE=4 SV=1
m.19703,231,0,0,0,0,0,0,-0.435,-0.5196,0.534837,0.963466,0.938704,Angiopoietin-related protein 7 OS=Homo sapiens GN=ANGPTL7 PE=1 SV=1
m.19704,127,7,2,9,14,3,5,-0.183,-0.5541,0.542617,0.938719,0.965947,Protein FAM49B OS=Homo sapiens GN=FAM49B PE=1 SV=1
m.19708,361,2,0,11,8,13,3,0.132,0.3938,1,1,0.921429,Mitogen-activated protein kinase 14 OS=Rattus norvegicus GN=Mapk14 PE=2 SV=3
m.19709,568,0,0,0,1,0,0,-0.332,-0.3621,0.577667,1,0.854696,Kynurenine formamidase OS=Geobacillus thermodenitrificans (strain NG80-2) GN=kynB PE=3 SV=1
m.19722,109,4,1,3,4,2,6,0.036,0.0804,1,1,0.8577,"Isochorismatase domain-containing protein 2, mitochondrial OS=Xenopus laevis GN=isoc2 PE=2 SV=1"
m.19726,448,0,0,2,0,0,0,-0.74,-0.9348,1,0.869547,1,Integrin-linked protein kinase OS=Bos taurus GN=ILK PE=2 SV=1
m.19764,354,0,0,0,3,0,0,0.109,0.135,1,1,0.869531,BTB/POZ domain-containing protein KCTD21 OS=Mus musculus GN=Kctd21 PE=2 SV=1
m.19768,178,4,7,8,4,7,5,-0.567,-1.5899,1,0.978796,0.730581,Carbonyl reductase [NADPH] 1 OS=Homo sapiens GN=CBR1 PE=1 SV=3
m.19791,315,0,0,0,0,0,0,-0.417,-0.4467,0.53842,1,0.892602,Serine/threonine-protein phosphatase 2A activator OS=Mus musculus GN=Ppp2r4 PE=1 SV=1
m.19796,121,0,0,0,0,0,0,-0.404,-0.4524,0.537159,1,0.895719,m.19796
m.19801,196,1,0,2,3,0,0,-0.215,-0.2945,0.639553,1,0.835961,Glutathione peroxidase OS=Schistosoma mansoni GN=GPX1 PE=1 SV=2
m.19805,110,35,42,15,10,31,32,-0.637,-4.1617,0.001764,0.964539,0.000234,m.19805
m.1981,122,0,4,0,0,0,0,-1.167,-1.5368,1,0.97309,0.782912,Predicted protein OS=Nematostella vectensis GN=v1g247228 PE=4 SV=1
m.19810,153,0,0,0,2,0,0,-0.174,-0.2234,0.739587,1,0.826243,Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1
m.1982,404,0,0,0,0,1,0,-0.433,-0.5123,0.533979,0.967618,0.934744,Lysosomal acid lipase/cholesteryl ester hydrolase OS=Homo sapiens GN=LIPA PE=1 SV=2
m.19825,157,0,0,0,0,0,0,-0.395,-0.461,0.535574,1,0.902176,D-galactoside-specific lectin OS=Heliocidaris crassispina PE=1 SV=1
m.1983,176,1,0,2,1,0,2,-0.373,-0.531,0.536726,0.955438,0.946815,ADP-ribosylation factor-like protein 2-binding protein OS=Pongo abelii GN=ARL2BP PE=2 SV=1
m.19858,165,0,0,0,0,0,0,-0.373,-0.4266,0.54422,1,0.882271,m.19858
m.19866,117,0,0,1,2,0,0,-0.131,-0.1624,0.858983,1,0.824691,Predicted protein OS=Nematostella vectensis GN=v1g242938 PE=4 SV=1
m.19869,244,0,0,0,0,0,0,-0.365,-0.3918,0.559371,1,0.866673,Low-density lipoprotein receptor-related protein 2 OS=Rattus norvegicus GN=Lrp2 PE=1 SV=1
m.19870,153,13,5,6,0,4,0,-1.838,-4.3773,0.000581,0.962272,0.000079,Dopamine N-acetyltransferase OS=Drosophila melanogaster GN=Dat PE=1 SV=1
m.19871,271,0,0,0,0,0,0,-0.419,-0.4671,0.534685,1,0.905512,Basement membrane-specific heparan sulfate proteoglycan core protein OS=Mus musculus GN=Hspg2 PE=1 SV=1
m.19899,782,1,2,3,4,0,1,-0.447,-0.7542,0.724993,0.866874,1,Src kinase-associated phosphoprotein 1 OS=Takifugu rubripes GN=skap1 PE=3 SV=1
m.19901,158,0,0,0,0,0,0,-0.402,-0.4738,0.533926,0.999214,0.90892,Universal stress protein MJ0577 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) GN=MJ0577 PE=1 SV=1
m.19913,255,0,0,0,1,0,0,-0.464,-0.522,0.535182,0.961425,0.940708,Guanine nucleotide-binding protein G(o) subunit alpha OS=Rattus norvegicus GN=Gnao1 PE=1 SV=2
m.19914,123,0,0,0,0,0,0,-0.412,-0.4867,0.533102,0.987423,0.917754,tRNA methyltransferase 112 homolog OS=Mus musculus GN=Trmt112 PE=2 SV=1
m.19923,914,0,0,0,0,0,0,-0.449,-0.5466,0.540402,0.944087,0.959441,Transcription elongation factor SPT5 OS=Homo sapiens GN=SUPT5H PE=1 SV=1
m.19927,386,7,0,10,10,3,4,-0.468,-1.328,1,0.943009,0.990016,Signal transducer and activator of transcription 5B OS=Rattus norvegicus GN=Stat5b PE=2 SV=1
m.19936,369,2,1,0,1,0,1,-0.769,-0.8827,1,0.864501,1,Allene oxide synthase-lipoxygenase protein OS=Plexaura homomalla PE=1 SV=1
m.19943,270,0,0,0,0,0,0,-0.379,-0.4373,0.540871,1,0.888064,5_-methylthioadenosine/S-adenosylhomocysteine nucleosidase OS=Buchnera aphidicola subsp. Acyrthosiphon pisum (strain APS) GN=mtnN PE=3 SV=1
m.19946,123,0,1,2,2,4,1,0.178,0.2773,1,1,0.899723,Predicted protein OS=Nematostella vectensis GN=v1g222763 PE=4 SV=1
m.19949,302,0,0,1,1,0,1,-0.41,-0.4317,0.542549,1,0.88513,Coiled-coil domain-containing protein 93 OS=Xenopus tropicalis GN=ccdc93 PE=2 SV=1
m.1996,868,22,61,32,72,56,32,-0.055,-0.4483,0.538053,1,0.894152,Lysosomal alpha-mannosidase OS=Macaca fascicularis GN=MAN2B1 PE=2 SV=1
m.19966,302,53,44,26,22,41,37,-0.614,-4.657,0.000151,0.95985,0.000017,"3-hydroxyanthranilate 3,4-dioxygenase OS=Nematostella vectensis GN=v1g178517 PE=3 SV=1"
m.19978,746,9,3,28,13,13,13,-0.418,-1.8176,1,0.99489,0.523287,Long-chain-fatty-acid--CoA ligase ACSBG2 OS=Xenopus laevis GN=acsbg2 PE=2 SV=1
m.19983,183,8,10,15,12,7,9,-0.564,-2.1542,0.916427,1,0.284369,GTPase HRas OS=Murine sarcoma virus NS.C58 GN=H-RAS PE=3 SV=1
m.19984,147,0,0,0,0,0,1,-0.397,-0.4557,0.536508,1,0.898912,Biogenesis of lysosome-related organelles complex 1 subunit 6 OS=Bos taurus GN=BLOC1S6 PE=1 SV=1
m.19991,861,6,6,20,4,13,10,-0.563,-2.2127,0.835826,0.999949,0.251858,Major vault protein OS=Strongylocentrotus purpuratus GN=MVP PE=1 SV=1
m.19993,588,4,3,6,2,3,7,-0.464,-1.1739,1,0.913521,1,Rho GTPase-activating protein 44 OS=Homo sapiens GN=ARHGAP44 PE=1 SV=1
m.2,157,10,3,14,10,14,15,-0.012,-0.0487,1,1,0.83447,60S ribosomal protein L14 OS=Lumbricus rubellus GN=RPL14 PE=3 SV=1
m.20,400,0,0,0,0,1,0,-0.422,-0.5005,0.533159,0.976193,0.927023,Carbonic anhydrase OS=Danio rerio GN=cahz PE=1 SV=2
m.200,1142,28,30,66,43,28,45,-0.46,-3.5754,0.022201,0.972461,0.003397,Ankyrin-3 OS=Mus musculus GN=Ank3 PE=1 SV=1
m.20007,369,0,0,5,2,2,6,-0.031,-0.0649,1,1,0.832552,Transcription factor Sox-8 OS=Tetraodon nigroviridis GN=sox8 PE=2 SV=2
m.20009,465,1,0,1,1,0,0,-0.418,-0.5084,0.533628,0.971859,0.930851,"Carnitine O-palmitoyltransferase 2, mitochondrial OS=Homo sapiens GN=CPT2 PE=1 SV=2"
m.2001,580,0,0,0,0,0,0,-0.448,-0.5129,0.53404,0.967618,0.934744,EF-hand domain-containing family member C2 OS=Danio rerio GN=efhc2 PE=2 SV=2
m.20013,565,12,14,50,22,25,15,-0.603,-3.6727,0.015169,0.97091,0.002275,Drebrin-like protein OS=Homo sapiens GN=DBNL PE=1 SV=1
m.20024,272,5,6,8,3,18,7,-0.032,-0.1106,0.987412,1,0.827396,Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2
m.20030,173,0,0,0,0,0,0,-0.487,-0.5424,0.539284,0.945923,0.957297,Low affinity immunoglobulin epsilon Fc receptor OS=Homo sapiens GN=FCER2 PE=1 SV=1
m.20034,99,0,0,0,0,0,0,-0.452,-0.5134,0.534091,0.967617,0.934745,m.20034
m.20041,230,88,40,145,57,140,235,0.064,0.825,1,0.684818,0.971746,m.20041
m.20048,384,5,12,3,5,2,6,-0.837,-2.4759,0.54993,0.995463,0.13716,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens GN=SVEP1 PE=1 SV=3"
m.20062,124,2,0,3,8,1,0,0.144,0.2715,1,1,0.898588,hypothetical protein LOTGIDRAFT_165383 [Lottia gigantea]
m.20078,335,0,0,0,0,0,0,-0.413,-0.4575,0.536177,1,0.898911,"Choline dehydrogenase, mitochondrial OS=Rattus norvegicus GN=Chdh PE=1 SV=1"
m.20081,531,1,0,1,3,0,0,0.205,0.2627,1,1,0.896299,Ankyrin-2 OS=Mus musculus GN=Ank2 PE=1 SV=2
m.20090,294,0,0,0,0,0,0,-0.44,-0.4988,0.533103,0.978394,0.925135,Retinoid-inducible serine carboxypeptidase OS=Rattus norvegicus GN=Scpep1 PE=2 SV=1
m.20093,192,0,0,3,0,0,0,-1.006,-1.2286,1,0.924189,1,Coiled-coil domain-containing protein 180 OS=Homo sapiens GN=CCDC180 PE=2 SV=2
m.2011,367,0,0,0,0,0,0,-0.479,-0.5253,0.535698,0.959406,0.942728,mRNA export factor OS=Sus scrofa GN=RAE1 PE=3 SV=1
m.20118,478,0,0,0,0,0,0,-0.492,-0.546,0.540237,0.944087,0.95944,Tektin-1 OS=Canis familiaris GN=TEKT1 PE=2 SV=1
m.2012,191,0,0,0,1,0,0,-0.459,-0.529,0.536349,0.955441,0.946814,Predicted protein OS=Nematostella vectensis GN=v1g205949 PE=4 SV=1
m.20145,264,0,0,0,0,0,0,-0.419,-0.4611,0.535559,1,0.902176,Alpha-taxilin OS=Mus musculus GN=Txlna PE=2 SV=1
m.20152,312,0,0,0,0,0,0,-0.48,-0.5748,0.55028,0.926987,0.981601,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5 OS=Homo sapiens GN=NDUFAF5 PE=1 SV=1
m.20175,165,0,0,2,7,1,0,0.42,0.6728,1,0.850657,0.959501,m.20175
m.20194,487,0,0,0,0,0,0,-0.51,-0.6017,0.563709,0.91213,1,Ubiquinone biosynthesis monooxygenase COQ6 OS=Danio rerio GN=coq6 PE=2 SV=1
m.20195,410,2,0,2,1,0,0,-0.992,-1.2868,1,0.935445,1,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_117227 PE=4 SV=1
m.202,101,0,0,1,1,0,0,-0.387,-0.4289,0.54345,1,0.883692,m.202
m.20203,325,0,0,0,0,0,0,-0.439,-0.516,0.534382,0.965531,0.936716,MAM domain-containing glycosylphosphatidylinositol anchor protein 2 OS=Homo sapiens GN=MDGA2 PE=1 SV=2
m.20217,150,0,0,0,0,0,0,-0.366,-0.4522,0.537202,1,0.895719,Probable trafficking protein particle complex subunit 2 OS=Nematostella vectensis GN=v1g94938 PE=3 SV=1
m.2022,539,1,0,8,15,5,1,0.339,0.8491,1,0.661316,0.973147,Prolyl 4-hydroxylase subunit alpha-2 OS=Homo sapiens GN=P4HA2 PE=1 SV=1
m.20248,122,2,0,2,4,6,1,0.416,0.7263,1,0.791047,0.964399,Predicted protein OS=Nematostella vectensis GN=v1g207332 PE=4 SV=1
m.20253,281,4,6,1,2,1,0,-1.482,-2.4948,0.53254,0.995109,0.131424,CUB and sushi domain-containing protein 3 OS=Homo sapiens GN=CSMD3 PE=2 SV=3
m.20256,148,0,7,0,1,0,0,-1.625,-2.285,0.746037,0.999004,0.215241,m.20256
m.2026,290,5,7,3,2,1,4,-1.186,-2.5096,0.519064,0.994752,0.125871,Putative glutamine amidotransferase YLR126C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLR126C PE=1 SV=1
m.2027,646,0,0,0,0,0,0,-0.498,-0.5874,0.55607,0.919283,0.993137,StAR-related lipid transfer protein 9 OS=Homo sapiens GN=STARD9 PE=1 SV=3
m.20280,131,0,0,0,0,0,0,-0.331,-0.3779,0.5673,1,0.860957,"PREDICTED: collagen alpha-4(VI) chain-like, partial [Hydra vulgaris]"
m.20282,2215,0,0,0,1,0,0,-0.512,-0.6133,0.570755,0.906799,1,m.20282
m.20293,399,0,0,0,0,0,0,-0.377,-0.4602,0.53571,1,0.900534,THO complex subunit 1 OS=Homo sapiens GN=THOC1 PE=1 SV=1
m.2030,436,1,1,3,2,1,0,-0.693,-0.9541,1,0.872146,1,"Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens GN=WARS PE=1 SV=2"
m.20317,123,0,0,1,0,0,0,-0.457,-0.5427,0.539363,0.945923,0.957298,m.20317
m.2032,373,5,9,31,43,40,26,0.503,2.8003,0.013032,0.001593,0.9675,4-hydroxybutyrate coenzyme A transferase OS=Clostridium kluyveri (strain ATCC 8527 / DSM 555 / NCIMB 10680) GN=cat2 PE=3 SV=3
m.20323,347,0,1,0,0,0,0,-0.369,-0.4027,0.553912,1,0.871578,Otoancorin OS=Mus musculus GN=Otoa PE=2 SV=1
m.20351,444,0,0,0,0,0,0,-0.354,-0.4201,0.546552,1,0.879487,Probable ATP-dependent RNA helicase DDX49 OS=Homo sapiens GN=DDX49 PE=1 SV=1
m.20370,1024,1,0,3,0,0,0,-1.003,-1.1994,1,0.918616,1,E3 ubiquitin-protein ligase MIB2 OS=Gallus gallus GN=MIB2 PE=2 SV=1
m.20374,285,4,3,6,6,4,8,-0.065,-0.1719,0.838178,1,0.824563,m.20374
m.204,881,0,0,0,0,0,0,-0.542,-0.614,0.571205,0.906798,1,Deleted in malignant brain tumors 1 protein OS=Sus scrofa GN=DMBT1 PE=2 SV=1
m.20421,351,0,0,0,0,0,0,-0.371,-0.4172,0.547665,1,0.878122,ELKS/Rab6-interacting/CAST family member 1 OS=Homo sapiens GN=ERC1 PE=1 SV=1
m.20423,419,0,0,1,0,0,0,-0.368,-0.4099,0.550666,1,0.874138,Predicted protein OS=Nematostella vectensis GN=v1g238693 PE=4 SV=1
m.2043,302,0,0,1,0,0,0,-0.436,-0.4719,0.534115,1,0.907207,Exonuclease 3_-5_ domain-containing protein 1 OS=Mus musculus GN=Exd1 PE=2 SV=1
m.2044,223,0,0,0,0,0,0,-0.333,-0.3461,0.589681,1,0.849977,Probable serine incorporator OS=Nematostella vectensis GN=serinc PE=3 SV=1
m.20468,481,0,0,4,1,0,2,-0.927,-1.3829,1,0.951921,0.937368,Eukaryotic translation initiation factor 3 subunit D OS=Nematostella vectensis GN=v1g235689 PE=3 SV=1
m.20474,180,0,0,0,1,0,0,-0.347,-0.4099,0.550666,1,0.874138,Inositol polyphosphate 1-phosphatase OS=Mus musculus GN=Inpp1 PE=1 SV=2
m.20478,183,0,0,0,0,0,0,-0.443,-0.5275,0.536078,0.957412,0.944764,Angiopoietin-1 receptor OS=Mus musculus GN=Tek PE=1 SV=2
m.20487,290,0,3,4,2,0,2,-0.954,-1.5342,1,0.972767,0.785692,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_63866 PE=4 SV=1
