Protein,Len,HS1,HS2,HS3,HD1,HD2,HD3,LogFldChng-K34-K36vsK37-K39,Zstat-K34-K36vsK37-K39,fdr-K34-K36vsK37-K39,FDRup-K34-K36vsK37-K39,FDRdown-K34-K36vsK37-K39,DEFLINE
m.16446,276,4,9,3,9,2,7,0.123,0.3646,1,1,0.857824,Omega-amidase NIT2 OS=Mus musculus GN=Nit2 PE=1 SV=1
m.16449,935,2,4,6,2,3,1,-0.762,-1.5992,1,0.993735,0.433077,Coatomer subunit beta_ OS=Mus musculus GN=Copb2 PE=2 SV=2
m.16461,147,0,0,1,0,0,0,-0.021,-0.0243,0.530185,0.9752,0.937079,Cofilin OS=Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084) GN=COF1 PE=3 SV=2
m.16465,273,0,5,2,12,6,12,1.298,3.1873,0.008782,0.001102,0.975784,Acidic mammalian chitinase OS=Mus musculus GN=Chia PE=1 SV=2
m.1647,290,0,0,0,0,0,0,-0.09,-0.1099,0.532573,0.911575,1,Oxidoreductase NAD-binding domain-containing protein 1 OS=Danio rerio GN=oxnad1 PE=2 SV=1
m.16496,187,1,1,0,0,2,0,0.3,0.3817,1,1,0.86007,Predicted protein OS=Nematostella vectensis GN=v1g232305 PE=4 SV=1
m.16515,238,0,0,0,0,0,0,-0.054,-0.0575,0.526609,0.950024,0.958353,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens GN=SVEP1 PE=1 SV=3"
m.1652,495,173,166,123,201,157,255,0.271,4.5856,0.000006,0,0.961248,Synaptic vesicle membrane protein VAT-1 homolog OS=Danio rerio GN=vat1 PE=2 SV=1
m.16523,512,0,0,1,0,0,0,0.012,0.0139,0.541519,1,0.912603,Supervillin OS=Bos taurus GN=SVIL PE=1 SV=2
m.16526,293,4,10,24,1,8,16,-0.434,-1.666,1,0.995024,0.380905,Lambda-crystallin homolog OS=Homo sapiens GN=CRYL1 PE=1 SV=3
m.16548,260,0,0,1,1,0,1,-0.102,-0.1087,0.532276,0.913734,0.999172,Sortilin-related receptor OS=Homo sapiens GN=SORL1 PE=1 SV=2
m.1655,411,16,15,23,17,12,17,-0.169,-0.8161,1,0.908347,1,Alpha-N-acetylgalactosaminidase OS=Gallus gallus GN=NAGA PE=1 SV=1
m.16552,236,0,3,1,0,0,0,-0.616,-0.7972,1,0.903949,1,Predicted protein OS=Nematostella vectensis GN=v1g242207 PE=4 SV=1
m.1657,234,0,0,0,0,0,0,-0.032,-0.0385,0.527956,0.963706,0.946227,N-alpha-acetyltransferase 40 OS=Mus musculus GN=Naa40 PE=2 SV=1
m.16570,215,0,0,0,0,1,0,-0.125,-0.1437,0.544074,0.891747,1,Baculoviral IAP repeat-containing protein 1e OS=Mus musculus GN=Naip5 PE=1 SV=2
m.16591,233,4,6,4,2,2,4,-0.584,-1.2753,1,0.977012,0.728955,m.16591
m.16598,409,2,2,2,3,3,2,0.309,0.5572,1,1,0.89332,Lissencephaly-1 homolog OS=Nematostella vectensis GN=v1g242515 PE=3 SV=1
m.166,168,0,1,1,0,0,2,0.307,0.3964,1,1,0.862044,Soma ferritin OS=Lymnaea stagnalis PE=2 SV=2
m.16603,418,0,0,0,0,0,0,-0.138,-0.1574,0.550506,0.884714,1,G-protein coupled receptor 98 OS=Homo sapiens GN=GPR98 PE=1 SV=2
m.16613,231,0,0,0,0,0,0,-0.055,-0.0626,0.526567,0.944769,0.963416,Urocanate hydratase OS=Homo sapiens GN=UROC1 PE=1 SV=1
m.16618,108,0,0,2,0,0,0,-0.341,-0.3915,0.854836,0.833663,1,Predicted protein OS=Nematostella vectensis GN=v1g245366 PE=4 SV=1
m.16619,120,0,0,0,0,0,0,0.044,0.0526,0.561254,1,0.894074,Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1
m.16624,401,0,0,0,0,0,0,-0.093,-0.1064,0.531729,0.913736,0.999169,m.16624
m.1664,421,2,0,6,1,1,0,-1.254,-1.7378,1,0.995741,0.330621,Protein DEK OS=Homo sapiens GN=DEK PE=1 SV=1
m.16651,319,3,13,19,6,12,15,-0.076,-0.3288,0.731563,0.836175,1,"4-hydroxy-2-oxoglutarate aldolase, mitochondrial OS=Xenopus tropicalis GN=hoga1 PE=2 SV=2"
m.16655,429,0,0,0,0,0,0,-0.033,-0.039,0.527899,0.963706,0.946226,Sperm-associated antigen 1 OS=Homo sapiens GN=SPAG1 PE=1 SV=3
m.16670,163,1,0,1,1,0,1,-0.108,-0.1266,0.537489,0.901258,1,m.16670
m.16676,336,0,0,0,0,0,0,-0.126,-0.1491,0.546487,0.889937,1,BTB/POZ domain-containing protein KCTD21 OS=Mus musculus GN=Kctd21 PE=2 SV=1
m.16691,167,0,0,0,0,0,0,-0.003,-0.0033,0.535445,0.996444,0.922256,Cleavage stimulation factor subunit 1 OS=Pongo abelii GN=CSTF1 PE=2 SV=1
m.16692,411,15,47,71,32,55,109,0.38,3.5508,0.001585,0.000193,0.970586,"3-ketoacyl-CoA thiolase, mitochondrial OS=Mus musculus GN=Acaa2 PE=1 SV=3"
m.16699,843,0,0,0,0,0,0,-0.087,-0.0992,0.530193,0.918155,0.993357,"FYVE, RhoGEF and PH domain-containing protein 6 OS=Mus musculus GN=Fgd6 PE=1 SV=2"
m.16736,134,0,0,1,1,0,0,-0.083,-0.1001,0.530375,0.918155,0.993359,m.16736
m.16745,191,0,0,0,0,0,0,-0.08,-0.0924,0.528993,0.922704,0.987656,m.16745
m.16765,214,0,0,0,0,0,0,0.028,0.0332,0.550283,1,0.903727,Predicted protein OS=Nematostella vectensis GN=v1g207953 PE=4 SV=1
m.1680,375,0,0,0,0,0,0,-0.014,-0.0155,0.53211,0.984133,0.930539,Methionine aminopeptidase 1 OS=Danio rerio GN=metap1 PE=2 SV=2
m.16812,336,0,0,0,0,0,0,-0.048,-0.0535,0.52674,0.952698,0.955866,Nuclear distribution protein nudE-like 1-A OS=Xenopus laevis GN=ndel1-a PE=2 SV=1
m.16813,293,0,0,1,0,0,0,-0.11,-0.1201,0.535401,0.905288,1,"33 kDa inner dynein arm light chain, axonemal OS=Strongylocentrotus purpuratus PE=1 SV=1"
m.1682,887,0,0,0,0,0,0,-0.049,-0.0565,0.526636,0.950024,0.958353,Clustered mitochondria protein homolog OS=Xenopus tropicalis GN=cluh PE=2 SV=1
m.16825,240,0,0,0,0,0,0,-0.143,-0.1703,0.55752,0.879764,1,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial OS=Dictyostelium discoideum GN=bkdA PE=3 SV=1"
m.1685,362,2,2,1,3,4,1,0.505,0.9099,1,0.892282,0.960372,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens GN=AIMP1 PE=1 SV=2
m.16852,209,0,0,0,0,0,0,-0.108,-0.1278,0.537904,0.901257,1,Mediator of RNA polymerase II transcription subunit 8 OS=Homo sapiens GN=MED8 PE=1 SV=2
m.16853,182,0,2,1,0,0,0,-0.41,-0.5348,1,0.848239,1,m.16853
m.16859,1199,24,25,34,31,24,16,-0.165,-1.0142,1,0.945426,1,Interactor protein for cytohesin exchange factors 1 OS=Homo sapiens GN=IPCEF1 PE=1 SV=1
m.16864,208,0,0,0,5,0,0,0.875,1.2255,1,0.555939,0.991409,Malignant T-cell-amplified sequence 1 OS=Homo sapiens GN=MCTS1 PE=1 SV=1
m.16877,305,0,0,0,0,0,0,-0.062,-0.07,0.526744,0.939641,0.968598,Tolloid-like protein 2 OS=Mus musculus GN=Tll2 PE=1 SV=1
m.1688,655,0,0,0,0,0,0,0.001,0.0009,0.536782,0.999588,0.920264,Transmembrane 9 superfamily member 2 OS=Rattus norvegicus GN=Tm9sf2 PE=2 SV=1
m.16887,302,0,0,0,0,0,0,-0.024,-0.0273,0.529628,0.975204,0.937075,U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2
m.1689,2742,1,0,0,0,1,0,-0.13,-0.1487,0.546304,0.889938,1,m.1689
m.16901,126,1,0,0,0,0,0,-0.023,-0.0232,0.530409,0.978151,0.934866,Predicted protein OS=Nematostella vectensis GN=v1g243126 PE=4 SV=1
m.16910,2217,0,0,0,1,0,0,-0.017,-0.0207,0.530921,0.98113,0.932686,Collagen alpha-6(VI) chain OS=Homo sapiens GN=COL6A6 PE=1 SV=2
m.16923,260,2,10,11,7,2,12,-0.122,-0.3844,0.839074,0.833602,1,Acyl-protein thioesterase 1 OS=Pongo abelii GN=LYPLA1 PE=2 SV=1
m.16946,393,0,0,0,0,0,0,-0.043,-0.0493,0.526963,0.955404,0.953411,Predicted protein OS=Nematostella vectensis GN=v1g172835 PE=4 SV=1
m.16950,121,0,0,0,0,0,0,0.007,0.0084,0.539403,1,0.916373,m.16950
m.16955,391,0,0,1,2,0,2,0.532,0.6434,1,1,0.911549,Macrophage mannose receptor 1 OS=Homo sapiens GN=MRC1 PE=1 SV=1
m.16966,102,0,0,1,0,0,1,0.008,0.009,0.539624,1,0.916375,Leucine-rich repeat-containing protein 73 OS=Homo sapiens GN=LRRC73 PE=2 SV=1
m.16972,413,0,0,0,0,0,0,-0.022,-0.0274,0.52961,0.975204,0.937075,ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens GN=ARFGAP1 PE=1 SV=2
m.16991,125,0,0,0,0,0,0,-0.021,-0.0243,0.530185,0.9752,0.937079,m.16991
m.16992,369,0,0,0,0,0,3,0.61,0.829,1,0.988519,0.947603,FH protein interacting protein FIP2 OS=Arabidopsis thaliana GN=FIP2 PE=1 SV=1
m.16994,221,15,40,0,16,0,0,-1.156,-4.0269,0.000636,0.963182,0.000066,Glutathione S-transferase OS=Blattella germanica PE=1 SV=3
m.16997,579,0,6,12,7,3,1,-0.596,-1.6002,1,0.993736,0.433076,Lamin-L(I) OS=Xenopus laevis PE=2 SV=1
m.17001,417,1,0,0,0,0,0,-0.146,-0.1727,0.558937,0.878183,1,Intraflagellar transport protein 57 homolog OS=Bos taurus GN=IFT57 PE=1 SV=1
m.17002,969,0,2,1,1,0,1,-0.269,-0.3376,0.746755,0.835294,1,Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3
m.17007,211,0,1,0,0,0,0,0.005,0.0061,0.538561,1,0.918307,Predicted protein OS=Nematostella vectensis GN=v1g208975 PE=4 SV=1
m.17032,119,0,3,2,2,0,1,-0.448,-0.6673,1,0.875106,1,Mitochondrial import inner membrane translocase subunit Tim13-A OS=Xenopus laevis GN=timm13-a PE=3 SV=2
m.1706,388,0,1,1,1,0,0,-0.093,-0.1159,0.534165,0.909443,1,Testin OS=Canis familiaris GN=TES PE=3 SV=1
m.17069,284,0,0,0,0,0,0,-0.076,-0.0806,0.527487,0.932189,0.976593,Growth arrest-specific protein 2 OS=Mus musculus GN=Gas2 PE=1 SV=1
m.17083,106,0,0,0,0,0,0,-0.031,-0.0388,0.527922,0.963706,0.946226,Protocadherin Fat 4 OS=Mus musculus GN=Fat4 PE=1 SV=2
m.17099,205,0,3,5,0,1,3,-0.654,-1.0947,1,0.957391,0.916486,4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens GN=ALDH9A1 PE=1 SV=3
m.171,2522,0,0,0,1,1,0,0.054,0.0625,0.567712,1,0.889654,Golgin subfamily A member 4 OS=Mus musculus GN=Golga4 PE=1 SV=2
m.17101,439,0,4,5,2,3,3,-0.244,-0.4997,1,0.842395,1,AP-2 complex subunit mu OS=Gallus gallus GN=AP2M1 PE=2 SV=1
m.17110,253,0,7,0,0,0,0,-1.222,-1.759,1,0.995838,0.317117,Rhamnosyl O-methyltransferase OS=Mycobacterium tuberculosis GN=Rv2959c PE=1 SV=1
m.17128,1219,0,0,0,0,0,0,-0.072,-0.0815,0.527573,0.932188,0.976593,Protein transport protein Sec31A OS=Homo sapiens GN=SEC31A PE=1 SV=3
m.17132,99,0,0,0,0,0,1,-0.041,-0.0481,0.527037,0.955403,0.953412,m.17132
m.1714,264,16,7,5,14,11,12,0.266,1.0536,1,0.729745,0.977923,N-acetylgalactosamine kinase OS=Rattus norvegicus GN=Galk2 PE=2 SV=1
m.17144,187,2,20,1,0,4,7,-0.669,-1.987,0.688804,0.994347,0.192004,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g79796 PE=4 SV=1
m.17162,436,0,0,1,0,0,0,-0.077,-0.0902,0.528663,0.925026,0.984849,Radial spoke head protein 3 homolog OS=Homo sapiens GN=RSPH3 PE=2 SV=1
m.17166,360,0,0,0,0,0,0,-0.075,-0.0845,0.527906,0.929769,0.979317,WD repeat domain phosphoinositide-interacting protein 2 OS=Gallus gallus GN=WIPI2 PE=2 SV=1
m.17170,501,0,0,0,1,0,0,-0.052,-0.0574,0.526612,0.950024,0.958353,Cytochrome P450 3A28 OS=Bos taurus GN=CYP3A28 PE=2 SV=1
m.17178,533,0,0,0,0,0,0,-0.096,-0.116,0.534193,0.907351,1,Predicted protein OS=Nematostella vectensis GN=v1g202754 PE=4 SV=1
m.17196,197,0,0,0,0,0,0,-0.081,-0.0912,0.528811,0.925026,0.984849,m.17196
m.17211,338,0,0,1,0,0,0,-0.019,-0.0229,0.530471,0.97815,0.934866,5-hydroxyisourate hydrolase OS=Danio rerio GN=urah PE=1 SV=1
m.17235,261,0,0,0,0,0,0,0.011,0.0137,0.541438,1,0.912603,m.17235
m.17237,424,0,0,0,1,0,0,-0.082,-0.094,0.52926,0.922703,0.987658,Engulfment and cell motility protein 1 OS=Homo sapiens GN=ELMO1 PE=1 SV=2
m.17244,319,0,0,1,0,0,0,-0.015,-0.0169,0.531774,0.984136,0.930538,tRNA selenocysteine 1-associated protein 1 OS=Homo sapiens GN=TRNAU1AP PE=1 SV=1
m.1725,355,0,2,3,0,0,0,-0.831,-1.0627,1,0.952653,0.952556,Transcription initiation factor IIA subunit 1 OS=Drosophila melanogaster GN=TfIIA-L PE=1 SV=2
m.17255,116,0,0,0,0,0,0,-0.015,-0.0188,0.531343,0.981126,0.932688,Tumor protein p63-regulated gene 1-like protein OS=Bos taurus GN=TPRG1L PE=2 SV=1
m.17283,268,0,0,0,1,1,0,-0.098,-0.1098,0.532548,0.911575,1,Unconventional myosin-Ic OS=Gallus gallus GN=MYO1C PE=2 SV=1
m.17289,101,0,0,0,0,0,0,-0.041,-0.0471,0.527116,0.958141,0.950985,m.17289
m.1729,398,0,1,1,0,0,1,0.001,0.001,0.536815,0.999587,0.920264,RNA-binding protein Musashi homolog 2 OS=Homo sapiens GN=MSI2 PE=1 SV=1
m.17297,163,0,0,0,0,0,0,-0.09,-0.1079,0.532086,0.913735,0.999171,UDP-glucose:glycoprotein glucosyltransferase 1 OS=Mus musculus GN=Uggt1 PE=1 SV=4
m.173,389,1380,2166,3048,2629,2371,2714,0.143,7.7073,0,0,0.954879,m.173
m.17323,421,12,91,70,67,73,79,0.225,2.1956,0.323217,0.056055,0.991113,Predicted protein OS=Nematostella vectensis GN=v1g220800 PE=3 SV=1
m.17326,319,0,0,0,0,0,0,-0.138,-0.1463,0.545213,0.891741,1,m.17326
m.1733,1264,0,2,0,1,0,0,-0.424,-0.5279,1,0.847097,1,Hemicentin-2 OS=Mus musculus GN=Hmcn2 PE=2 SV=1
m.17333,372,0,0,1,0,0,0,-0.006,-0.0069,0.534375,0.993326,0.92428,Structural maintenance of chromosomes protein 1A OS=Mus musculus GN=Smc1a PE=1 SV=4
m.17346,797,0,1,2,0,0,0,-0.375,-0.4645,1,0.83817,1,Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens GN=NUP98 PE=1 SV=4
m.1736,553,0,0,0,0,0,3,0.4,0.5553,1,1,0.892592,m.1736
m.17361,189,0,0,0,0,0,0,-0.045,-0.0551,0.526673,0.950024,0.958353,TP53-regulating kinase OS=Homo sapiens GN=TP53RK PE=1 SV=2
m.17386,142,0,0,0,0,0,0,0.02,0.0223,0.545078,1,0.908961,Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1
m.17388,136,0,0,0,0,0,0,-0.091,-0.0972,0.529821,0.920413,0.990495,Uncharacterized protein OS=Strongylocentrotus purpuratus PE=4 SV=1
m.1739,564,0,1,1,1,0,2,0.301,0.3679,1,1,0.858252,5_-AMP-activated protein kinase catalytic subunit alpha-2 OS=Mus musculus GN=Prkaa2 PE=1 SV=3
m.17390,576,0,0,0,0,0,0,0.01,0.0112,0.540461,1,0.914472,Proteasome activator complex subunit 4 OS=Xenopus laevis GN=psme4 PE=2 SV=1
m.17399,274,0,0,0,0,0,0,-0.069,-0.0833,0.527769,0.929769,0.979316,Nucleoporin SEH1 OS=Homo sapiens GN=SEH1L PE=1 SV=3
m.17401,143,0,0,0,8,0,0,1.188,1.7253,0.77873,0.202027,0.999522,Predicted protein OS=Nematostella vectensis GN=v1g245074 PE=4 SV=1
m.17418,331,0,1,0,0,0,1,-0.096,-0.105,0.531411,0.915927,0.996252,Tetratricopeptide repeat protein 4 OS=Bos taurus GN=TTC4 PE=2 SV=2
m.17423,295,0,0,0,0,0,0,-0.071,-0.0833,0.527769,0.929769,0.979316,Parkin coregulated gene protein homolog OS=Mus musculus GN=Pacrg PE=1 SV=1
m.17427,215,0,0,0,0,0,0,-0.088,-0.1064,0.531729,0.913736,0.999169,Putative DMBT1-like protein OS=Mus musculus PE=2 SV=2
m.17435,484,13,16,41,13,26,37,0.077,0.4516,1,1,0.871847,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Rattus norvegicus GN=Ppp3ca PE=1 SV=1
m.17440,279,0,0,0,0,1,0,-0.018,-0.0213,0.530796,0.978149,0.934868,Predicted protein OS=Nematostella vectensis GN=v1g208025 PE=4 SV=1
m.17452,658,6,3,7,1,0,1,-1.863,-2.6578,0.139857,0.979267,0.02941,Sodium-dependent neutral amino acid transporter B(0)AT3 OS=Rattus norvegicus GN=Slc6a18 PE=2 SV=1
m.17455,543,0,0,1,1,0,2,0.29,0.3385,1,1,0.854805,Atlastin-2 OS=Mus musculus GN=Atl2 PE=1 SV=1
m.17459,283,0,0,0,0,0,0,0.019,0.0214,0.54468,1,0.908959,Laminin subunit alpha-1 OS=Mus musculus GN=Lama1 PE=1 SV=1
m.17466,666,21,68,56,32,49,44,-0.164,-1.3215,1,0.980546,0.684699,Protein disulfide-isomerase A4 OS=Homo sapiens GN=PDIA4 PE=1 SV=2
m.17469,174,0,0,0,0,0,0,0.003,0.0033,0.537583,1,0.918302,Predicted protein OS=Nematostella vectensis GN=v1g242847 PE=4 SV=1
m.17472,403,0,1,1,0,0,0,-0.038,-0.0445,0.527325,0.96091,0.94859,D-inositol 3-phosphate glycosyltransferase OS=Rhodococcus sp. (strain RHA1) GN=mshA PE=3 SV=1
m.17473,414,1,0,0,0,0,0,-0.058,-0.0598,0.526576,0.947381,0.960869,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_88391 PE=4 SV=1
m.17476,386,0,0,0,0,0,0,0.026,0.0281,0.547767,1,0.905437,Protein arginine N-methyltransferase 1 OS=Xenopus tropicalis GN=prmt1 PE=2 SV=1
m.17491,193,0,0,1,0,0,0,-0.038,-0.0428,0.52749,0.960908,0.94859,DNA-binding protein HEXBP OS=Leishmania major GN=HEXBP PE=4 SV=1
m.17496,405,1,10,13,3,5,11,-0.28,-0.9584,1,0.936315,1,Golgi reassembly-stacking protein 2 OS=Mus musculus GN=Gorasp2 PE=1 SV=3
m.17509,429,5,10,9,6,5,6,-0.363,-1.16,1,0.965455,0.848286,Beta-arrestin-1 OS=Macaca fascicularis GN=ARRB1 PE=2 SV=1
m.1751,317,0,0,1,0,0,0,-0.126,-0.1495,0.546669,0.889936,1,DNA-(apurinic or apyrimidinic site) lyase OS=Danio rerio GN=apex1 PE=1 SV=1
m.17514,369,2,2,2,3,0,1,-0.242,-0.3797,0.828896,0.833609,1,Synapse-associated protein 1 OS=Mus musculus GN=Syap1 PE=1 SV=1
m.17521,185,116,154,256,127,122,120,-0.366,-5.724,0,0.957112,0,"Peroxiredoxin-5, mitochondrial OS=Chlorocebus aethiops GN=PRDX5 PE=2 SV=1"
m.17527,348,0,2,10,0,0,1,-1.689,-2.464,0.225799,0.9837,0.053943,cAMP-dependent protein kinase catalytic subunit alpha OS=Mus musculus GN=Prkaca PE=1 SV=3
m.17538,642,0,0,0,4,0,0,0.781,1.039,1,0.744681,0.976509,Nematoblast-specific protein nb035-sv2 OS=Hydra vulgaris GN=nb035 PE=2 SV=1
m.17547,505,9,14,14,14,8,16,0.007,0.0308,0.549081,1,0.903721,Uncharacterized protein MJ1187 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) GN=MJ1187 PE=1 SV=1
m.17553,123,1,0,3,0,0,0,-0.633,-0.8208,1,0.909072,1,m.17553
m.17555,114,0,0,1,0,0,0,-0.038,-0.0456,0.527235,0.95814,0.950986,"Cytochrome b-c1 complex subunit 6, mitochondrial OS=Homo sapiens GN=UQCRH PE=1 SV=2"
m.17560,348,0,1,6,0,0,0,-1.075,-1.5088,1,0.991048,0.506811,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Canis familiaris GN=DDOST PE=1 SV=1
m.17562,293,6,4,8,3,2,6,-0.535,-1.313,1,0.980031,0.691452,Predicted protein OS=Nematostella vectensis GN=v1g231988 PE=4 SV=1
m.17572,133,18,15,25,11,21,14,-0.252,-1.297,1,0.978701,0.708415,Transcription elongation factor B polypeptide 2 OS=Homo sapiens GN=TCEB2 PE=1 SV=1
m.17573,293,0,5,6,0,0,5,-0.583,-1.1975,1,0.969582,0.809207,Chymotrypsin-like elastase family member 1 OS=Homo sapiens GN=CELA1 PE=1 SV=2
m.17577,207,4,0,0,0,0,0,-0.796,-1.1175,1,0.96007,0.894872,Collagen triple helix repeat-containing protein 1 OS=Rattus norvegicus GN=Cthrc1 PE=1 SV=1
m.17582,562,0,0,0,0,0,0,-0.09,-0.1033,0.531037,0.915929,0.99625,Collagen alpha-4(VI) chain OS=Mus musculus GN=Col6a4 PE=1 SV=2
m.17587,233,0,1,0,0,0,0,-0.054,-0.0649,0.526585,0.944769,0.963416,Septin-2 OS=Gallus gallus GN=SEPT2 PE=2 SV=1
m.17588,743,0,1,0,0,0,0,-0.127,-0.1548,0.549208,0.886423,1,Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2
m.17595,424,13,22,19,27,26,17,0.252,1.38,1,0.420062,0.997932,Phosphatidylinositol-binding clathrin assembly protein OS=Rattus norvegicus GN=Picalm PE=1 SV=1
m.17598,232,1,1,0,0,0,1,-0.033,-0.0361,0.528263,0.966535,0.943892,Calumenin-A OS=Salmo salar GN=calua PE=2 SV=1
m.17599,105,4,4,3,4,0,4,-0.216,-0.4684,1,0.838539,1,Calumenin-B OS=Danio rerio GN=calub PE=2 SV=1
m.17609,155,0,0,0,0,0,0,-0.019,-0.0233,0.530389,0.978151,0.934866,Cysteine and glycine-rich protein 2 OS=Homo sapiens GN=CSRP2 PE=1 SV=3
m.1761,2437,0,7,12,4,2,5,-0.651,-1.5888,1,0.993486,0.441253,Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus GN=Dync1h1 PE=1 SV=2
m.17615,183,9,4,0,4,3,2,-0.479,-1.1505,1,0.964262,0.859002,Egg protein OS=Galaxea fascicularis GN=GfEP-4 PE=2 SV=1
m.17616,127,0,0,0,0,0,0,-0.039,-0.0439,0.527383,0.960909,0.94859,m.17616
m.17617,269,0,0,0,0,0,0,-0.126,-0.1431,0.543812,0.893579,1,Uncharacterized methyltransferase Mb3374 OS=Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) GN=Mb3374 PE=3 SV=1
m.17619,306,5,11,11,5,5,6,-0.539,-1.6429,1,0.994644,0.398696,Collagen alpha-5(VI) chain OS=Homo sapiens GN=COL6A5 PE=1 SV=1
m.1763,638,0,0,0,0,0,0,-0.098,-0.1183,0.534863,0.907349,1,FAD-dependent oxidoreductase domain-containing protein 2 OS=Homo sapiens GN=FOXRED2 PE=1 SV=1
m.17634,303,0,0,0,0,0,1,-0.11,-0.1294,0.538457,0.901253,1,Transcription elongation factor A protein 2 OS=Homo sapiens GN=TCEA2 PE=1 SV=1
m.17637,101,0,0,0,1,0,0,-0.035,-0.0381,0.528002,0.963706,0.946227,m.17637
m.17642,405,6,12,10,6,8,8,-0.272,-0.98,1,0.939838,1,"Enoyl-CoA delta isomerase 2, mitochondrial OS=Mus musculus GN=Eci2 PE=1 SV=2"
m.17646,144,0,0,0,0,0,0,0.052,0.0566,0.56379,1,0.892573,Unconventional myosin-VI OS=Gallus gallus GN=MYO6 PE=1 SV=1
m.17653,215,8,9,6,6,11,6,-0.008,-0.0261,0.529852,0.975202,0.937076,Charged multivesicular body protein 4b OS=Xenopus tropicalis GN=chmp4b PE=2 SV=1
m.17655,964,0,5,0,0,1,0,-1.002,-1.3825,1,0.98471,0.625061,L-tyrosine decarboxylase OS=Methanococcus aeolicus (strain Nankai-3 / ATCC BAA-1280) GN=mfnA PE=3 SV=1
m.17659,157,0,0,0,0,0,0,-0.074,-0.0829,0.527724,0.92977,0.979316,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g215491 PE=4 SV=1
m.17662,137,6,2,0,5,0,2,-0.118,-0.2224,0.595881,0.858065,1,Predicted protein OS=Nematostella vectensis GN=v1g206837 PE=4 SV=1
m.17663,669,0,0,0,0,0,1,-0.006,-0.0064,0.534523,0.993325,0.92428,A disintegrin and metalloproteinase with thrombospondin motifs 6 OS=Homo sapiens GN=ADAMTS6 PE=2 SV=2
m.17682,122,1,1,3,3,3,2,0.477,0.7733,1,1,0.937378,Transcription elongation factor B polypeptide 1 OS=Rattus norvegicus GN=Tceb1 PE=1 SV=1
m.17683,465,0,1,0,0,0,0,-0.032,-0.0354,0.528355,0.966534,0.943893,Protein DDI1 homolog 2 OS=Homo sapiens GN=DDI2 PE=1 SV=1
m.17685,206,0,0,0,0,0,0,-0.041,-0.046,0.527204,0.95814,0.950985,Hemagglutinin/amebocyte aggregation factor OS=Limulus polyphemus PE=1 SV=1
m.17686,418,1,2,25,3,1,0,-1.817,-3.7008,0.002736,0.96589,0.000358,Peroxidasin homolog OS=Mus musculus GN=Pxdn PE=2 SV=2
m.17700,509,0,0,0,0,0,0,0,-0.0005,0.536319,0.999593,0.920263,Pleiotropic regulator 1 OS=Mus musculus GN=Plrg1 PE=2 SV=1
m.17702,169,0,0,0,0,0,0,-0.024,-0.0271,0.529666,0.975203,0.937076,m.17702
m.17710,151,0,0,0,0,0,0,0.02,0.024,0.545845,1,0.907181,Myosin-2 essential light chain OS=Drosophila melanogaster GN=Mlc-c PE=1 SV=1
m.17718,670,18,31,29,37,34,12,0.061,0.3734,1,1,0.859139,"Acetyl-coenzyme A synthetase, cytoplasmic OS=Mus musculus GN=Acss2 PE=1 SV=2"
m.17724,264,0,0,0,0,0,0,-0.071,-0.0854,0.528007,0.929768,0.979317,UvrABC system protein B OS=Bifidobacterium longum (strain NCC 2705) GN=uvrB PE=3 SV=1
m.17728,354,1,0,1,0,4,1,0.688,0.9883,1,0.80185,0.97073,Guanine nucleotide-binding protein G(o) subunit alpha OS=Bos taurus GN=GNAO1 PE=1 SV=4
m.17738,499,0,0,1,0,0,0,-0.012,-0.0146,0.532325,0.984132,0.930541,"Lon protease homolog, mitochondrial OS=Rattus norvegicus GN=Lonp1 PE=2 SV=1"
m.17739,255,0,1,2,0,0,0,-0.406,-0.5087,1,0.843879,1,Peroxiredoxin-4 OS=Mus musculus GN=Prdx4 PE=1 SV=1
