PROTID,DEFLINE,PN1,PO1,WN31,WO31,OO1,ON2,ON3,ON1,OO2,OO3,OO2,WO31,OO1,ON2,ON3,PN1,PO1,WN31,WO31,OO1,ON2,ON3,PN1,PO1,WN31,OO2,ON1,OO3
symbB1.EST_k37c20_57176|m.95446,symbB1.EST_k37c20_57176 g.95446  ORF symbB1.EST_k37c20_57176 g.95446 symbB1.EST_k37c20_57176 m.95446 type:5prime_partial len:360 (+) symbB1.EST_k37c20_57176:1-1080(+),0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
symbB1.EST_k37c20_5771|m.13757,symbB1.EST_k37c20_5771 g.13757  ORF symbB1.EST_k37c20_5771 g.13757 symbB1.EST_k37c20_5771 m.13757 type:complete len:265 (-) symbB1.EST_k37c20_5771:52-846(-),2,2,2,2,4,3,4,1,4,3,3,4,2,4,6,3,2,3,3,3,4,5,2,3,3,5,1,4
symbB1.EST_k37c20_6130|m.14576,symbB1.EST_k37c20_6130 g.14576  ORF symbB1.EST_k37c20_6130 g.14576 symbB1.EST_k37c20_6130 m.14576 type:complete len:559 (+) symbB1.EST_k37c20_6130:66-1742(+),3,2,2,0,3,5,6,2,2,3,4,0,2,3,6,4,3,2,0,1,3,5,3,2,2,3,3,3
symbB1.EST_k37c20_6169|m.14671,symbB1.EST_k37c20_6169 g.14671  ORF symbB1.EST_k37c20_6169 g.14671 symbB1.EST_k37c20_6169 m.14671 type:complete len:436 (+) symbB1.EST_k37c20_6169:48-1355(+),1,1,0,1,1,1,1,0,1,1,1,1,1,1,2,1,1,0,1,0,1,1,1,0,0,1,1,0
symbB1.EST_k37c20_6258|m.14822,symbB1.EST_k37c20_6258 g.14822  ORF symbB1.EST_k37c20_6258 g.14822 symbB1.EST_k37c20_6258 m.14822 type:5prime_partial len:332 (-) symbB1.EST_k37c20_6258:82-1077(-),0,0,2,0,1,2,0,0,0,0,1,0,0,1,2,0,0,1,0,0,2,1,0,0,1,2,0,1
symbB1.EST_k37c20_6575|m.15589,symbB1.EST_k37c20_6575 g.15589  ORF symbB1.EST_k37c20_6575 g.15589 symbB1.EST_k37c20_6575 m.15589 type:5prime_partial len:213 (-) symbB1.EST_k37c20_6575:64-702(-),1,1,2,1,1,2,3,3,4,2,4,0,2,5,3,2,0,1,1,1,3,1,2,2,2,4,2,1
symbB1.EST_k37c20_679|m.1487,symbB1.EST_k37c20_679 g.1487  ORF symbB1.EST_k37c20_679 g.1487 symbB1.EST_k37c20_679 m.1487 type:complete len:246 (+) symbB1.EST_k37c20_679:1228-1965(+),3,3,2,2,2,4,3,2,3,4,4,2,2,4,2,3,4,2,1,3,5,3,4,1,2,3,3,4
symbB1.EST_k37c20_6866|m.16214,symbB1.EST_k37c20_6866 g.16214  ORF symbB1.EST_k37c20_6866 g.16214 symbB1.EST_k37c20_6866 m.16214 type:5prime_partial len:439 (+) symbB1.EST_k37c20_6866:2-1318(+),1,1,1,1,2,2,2,0,1,1,1,0,1,2,2,2,1,2,1,2,2,2,1,1,2,2,0,1
m.12999,DnaJ homolog subfamily C member 3 OS=Homo sapiens GN=DNAJC3 PE=1 SV=1,2,0,0,1,0,2,1,0,1,1,2,0,1,2,1,2,0,1,0,0,1,1,1,1,0,3,2,1
symbB1.EST_k37c20_7183|m.16913,symbB1.EST_k37c20_7183 g.16913  ORF symbB1.EST_k37c20_7183 g.16913 symbB1.EST_k37c20_7183 m.16913 type:complete len:688 (-) symbB1.EST_k37c20_7183:165-2228(-),3,0,0,0,1,6,0,0,1,0,1,0,0,4,0,2,0,0,0,0,2,2,2,0,0,1,2,1
symbB1.EST_k37c20_753|m.1636,symbB1.EST_k37c20_753 g.1636  ORF symbB1.EST_k37c20_753 g.1636 symbB1.EST_k37c20_753 m.1636 type:5prime_partial len:362 (-) symbB1.EST_k37c20_753:44-1129(-),2,1,0,2,1,1,2,0,3,3,2,2,4,2,4,4,1,1,2,2,3,4,2,2,1,4,2,3
symbB1.EST_k37c20_7975|m.18657,symbB1.EST_k37c20_7975 g.18657  ORF symbB1.EST_k37c20_7975 g.18657 symbB1.EST_k37c20_7975 m.18657 type:5prime_partial len:473 (-) symbB1.EST_k37c20_7975:113-1531(-),1,0,1,0,1,2,2,1,1,1,0,0,0,2,2,1,0,0,0,0,1,1,1,1,0,1,0,1
symbB1.EST_k37c20_8896|m.20721,symbB1.EST_k37c20_8896 g.20721  ORF symbB1.EST_k37c20_8896 g.20721 symbB1.EST_k37c20_8896 m.20721 type:complete len:588 (+) symbB1.EST_k37c20_8896:86-1849(+),3,2,1,1,1,4,4,5,4,3,4,0,2,4,5,2,1,2,1,2,3,5,3,3,2,3,2,4
symbB1.EST_k37c20_9128|m.21252,symbB1.EST_k37c20_9128 g.21252  ORF symbB1.EST_k37c20_9128 g.21252 symbB1.EST_k37c20_9128 m.21252 type:complete len:672 (+) symbB1.EST_k37c20_9128:88-2103(+),2,1,0,2,1,2,3,1,1,3,2,1,1,2,4,1,1,0,0,0,2,2,1,0,0,1,1,4
symbB1.EST_k37c20_9275|m.21620,symbB1.EST_k37c20_9275 g.21620  ORF symbB1.EST_k37c20_9275 g.21620 symbB1.EST_k37c20_9275 m.21620 type:3prime_partial len:2121 (+) symbB1.EST_k37c20_9275:201-6560(+),2,0,1,0,1,2,1,1,2,1,1,0,3,0,2,2,0,0,0,1,2,2,1,0,0,2,1,2
symbB1.EST_k37c20_9362|m.21825,symbB1.EST_k37c20_9362 g.21825  ORF symbB1.EST_k37c20_9362 g.21825 symbB1.EST_k37c20_9362 m.21825 type:complete len:318 (-) symbB1.EST_k37c20_9362:223-1176(-),7,2,2,3,4,5,8,4,8,8,6,4,3,6,6,5,2,1,3,3,6,7,5,4,3,6,4,7
gi|15559584|gb|AAH14152.1|,(CONTAMINANT) Keratin 6A [Homo sapiens],3,3,5,5,3,2,7,2,6,3,3,6,5,3,8,0,5,6,7,3,3,8,3,7,4,7,1,4
gi|18999435|gb|AAH24292.1|,(CONTAMINANT) Keratin 5 [Homo sapiens],2,5,8,7,4,2,7,2,4,3,4,9,5,1,8,0,6,8,7,5,2,8,2,7,8,8,4,5
gi|46854613|gb|AAH69546.1|,"(CONTAMINANT) Keratin, hair, basic, 3 [Homo sapiens]",0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,1,0,0
gi|39795269|gb|AAH63648.1|,(CONTAMINANT) Keratin 6L [Homo sapiens],2,2,4,3,2,1,3,1,2,1,2,3,2,1,5,0,2,3,4,3,1,4,2,4,3,5,1,2
gi|21961605|gb|AAH34697.1|,(CONTAMINANT) Keratin 10 [Homo sapiens],16,24,25,30,16,18,27,22,27,19,24,32,17,17,28,8,25,26,26,19,22,28,12,23,26,27,18,21
gi|17512236|gb|AAH19097.1|,(CONTAMINANT) Keratin 14 [Homo sapiens],6,9,11,14,7,7,13,8,10,9,10,12,5,6,12,1,8,10,12,6,8,13,5,8,8,9,6,8
gi|24659602|gb|AAH39169.1|,(CONTAMINANT) Keratin 16 [Homo sapiens],6,7,8,11,6,6,11,6,8,7,7,9,5,6,9,0,6,8,10,6,7,10,4,7,6,7,6,7
gi|14602965|gb|AAH09971.1|,(CONTAMINANT) Type I hair keratin 3B [Homo sapiens],0,0,0,1,0,0,3,0,1,0,2,1,0,1,2,0,0,0,2,1,1,2,1,1,0,2,1,1
gi|39794653|gb|AAH63697.1|,(CONTAMINANT) Keratin 1 [Homo sapiens],21,28,32,46,25,23,34,29,33,32,35,42,26,19,28,19,36,35,45,26,26,31,22,32,35,31,24,26
m.10289,General vesicular transport factor p115 OS=Bos taurus GN=USO1 PE=1 SV=1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,2,1,0,0,1,2,0,1,0,0,1,1,1,1
m.1301,Protein DJ-1 OS=Bos taurus GN=PARK7 PE=2 SV=1,8,4,2,4,4,6,9,9,8,8,7,4,5,5,7,10,7,2,4,5,4,9,8,4,2,7,8,4
m.10199,Ras-related protein Rab-2 OS=Lymnaea stagnalis GN=RAB2 PE=2 SV=1,5,3,5,5,5,4,5,7,4,5,5,5,6,7,3,6,3,3,6,6,3,7,6,5,6,7,7,6
m.10560,PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1,5,2,4,3,6,10,9,7,3,6,5,3,6,7,10,7,2,1,4,4,7,9,7,6,2,2,6,3
m.10605,Peptidyl-glycine alpha-amidating monooxygenase A OS=Xenopus laevis GN=pam-a PE=1 SV=3,2,0,0,0,2,1,2,2,1,1,1,0,1,2,1,1,0,1,0,2,1,4,2,0,0,1,0,1
m.10713,Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3,11,10,9,8,10,13,10,12,10,10,9,8,9,11,10,9,8,8,12,11,11,10,14,10,9,7,11,9
m.12813,Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3,8,2,2,2,3,4,4,5,3,3,2,3,2,5,3,1,1,3,4,3,4,2,9,2,3,1,3,4
m.13409,Ras-related protein Rab-11A OS=Gallus gallus GN=RAB11A PE=2 SV=1,4,3,3,1,3,4,2,4,3,3,2,2,3,3,4,0,3,3,3,3,4,3,5,3,3,2,3,2
m.11115,Techylectin-5B OS=Tachypleus tridentatus PE=1 SV=1,0,0,2,1,0,0,0,3,0,2,0,1,1,0,1,0,0,1,1,2,0,0,0,1,1,0,2,0
m.2713,Fibrinogen C domain-containing protein 1 OS=Xenopus tropicalis GN=fibcd1 PE=2 SV=1,0,0,1,1,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
m.13540,Ficolin-2 OS=Mus musculus GN=Fcn2 PE=2 SV=2,0,0,1,1,0,0,0,1,0,2,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
m.21828,Tenascin-R OS=Mus musculus GN=Tnr PE=1 SV=2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
m.113,m.113,30,24,13,14,14,37,23,30,41,29,33,17,17,40,25,10,22,12,13,16,37,24,30,23,11,37,27,27
symbB1.EST_k37c20_41902|m.82682,symbB1.EST_k37c20_41902 g.82682  ORF symbB1.EST_k37c20_41902 g.82682 symbB1.EST_k37c20_41902 m.82682 type:3prime_partial len:469 (+) symbB1.EST_k37c20_41902:112-1515(+),8,7,2,2,4,11,7,9,9,8,8,2,4,11,8,0,5,2,2,2,9,6,9,5,2,10,7,6
m.11458,Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3,3,3,1,0,2,3,2,3,4,4,2,0,2,3,3,4,2,1,0,1,1,3,2,2,1,3,3,5
m.11683,purine or other phosphorylase 1 [Streptomyces acidiscabies],0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
m.11995,Protein turtle OS=Drosophila melanogaster GN=tutl PE=1 SV=2,3,4,2,1,5,4,3,5,3,3,2,1,4,3,1,1,5,5,1,5,4,3,3,3,2,3,2,1
m.31539,Protein turtle OS=Drosophila melanogaster GN=tutl PE=1 SV=2,3,2,1,4,5,3,4,6,5,5,3,3,3,5,5,3,3,4,2,6,4,6,6,3,4,6,2,5
m.5696,predicted protein [Nematostella vectensis],4,5,3,3,4,4,4,5,5,4,4,3,4,4,4,3,3,3,3,5,4,3,4,4,3,5,3,3
m.12129,m.12129,51,42,31,36,36,55,61,50,73,57,72,40,30,55,54,39,43,36,35,38,47,64,55,43,32,71,45,53
m.29835,Tubulin beta chain OS=Paracentrotus lividus PE=2 SV=1,50,42,31,36,36,50,59,48,68,54,66,40,30,54,53,0,42,36,35,38,46,62,54,41,32,66,44,50
m.30405,m.30405,26,19,13,13,20,33,32,26,44,31,43,16,15,26,29,0,19,16,14,20,26,34,29,18,15,44,24,29
symbB1.EST_k37c20_21161|m.47412,symbB1.EST_k37c20_21161 g.47412  ORF symbB1.EST_k37c20_21161 g.47412 symbB1.EST_k37c20_21161 m.47412 type:5prime_partial len:417 (+) symbB1.EST_k37c20_21161:1-1251(+),14,8,3,4,7,12,17,9,17,15,17,4,7,10,15,1,7,5,3,8,11,20,15,6,6,15,9,13
m.13026,Solute carrier family 26 member 6 OS=Mus musculus GN=Slc26a6 PE=1 SV=2,2,1,1,1,2,0,2,0,1,0,0,1,1,0,1,2,0,0,2,1,1,2,2,0,1,0,1,1
m.1245,Ras-related protein Rab-1A OS=Rattus norvegicus GN=Rab1A PE=1 SV=3,20,13,13,12,13,13,18,14,16,17,16,15,13,13,15,14,13,15,13,14,12,15,19,12,16,13,12,15
m.9299,Ras-related protein Rab-7a OS=Canis familiaris GN=RAB7A PE=2 SV=1,14,4,2,3,1,9,8,11,7,6,9,2,2,6,9,14,5,2,1,2,7,7,11,4,1,5,8,8
m.15067,Ras-related protein Rab-8A OS=Rattus norvegicus GN=Rab8a PE=1 SV=2,7,6,4,3,5,7,8,5,8,7,8,4,5,7,8,7,7,5,5,7,7,7,8,4,5,7,6,5
m.10914,Ras-related protein Rab-14 OS=Pongo abelii GN=RAB14 PE=2 SV=3,6,4,4,3,5,4,4,3,4,3,4,2,4,3,2,3,4,3,3,4,4,3,7,4,3,2,5,2
m.12699,Ras-related protein Rab-10 OS=Canis familiaris GN=RAB10 PE=1 SV=1,8,4,4,4,4,6,7,5,5,5,7,4,5,5,5,2,5,6,4,6,8,5,8,4,5,6,7,4
m.17885,Ras-related protein Rab6 OS=Drosophila melanogaster GN=Rab6 PE=1 SV=1,6,3,2,3,3,4,5,2,4,3,3,3,3,3,4,2,3,5,2,4,3,4,4,4,4,3,3,2
m.18748,Ras-related protein Rab-35 OS=Rattus norvegicus GN=Rab35 PE=1 SV=1,6,4,4,4,4,4,6,5,4,4,5,4,5,5,5,1,4,6,4,6,5,5,6,4,6,4,5,4
m.1509,Ras-related protein Rab-3 OS=Drosophila melanogaster GN=Rab3 PE=1 SV=1,5,4,4,4,4,3,4,2,4,3,4,4,4,3,5,0,3,4,5,5,4,4,5,3,6,4,3,4
m.14255,Ras-related protein Rab-4B OS=Danio rerio GN=rab4b PE=2 SV=1,5,2,2,2,2,3,3,2,2,2,2,2,2,3,3,0,2,3,2,3,2,2,3,2,3,3,3,1
m.18898,Ras-related protein ORAB-1 OS=Diplobatis ommata PE=2 SV=1,9,6,5,6,6,5,8,6,7,6,8,7,7,6,8,0,6,8,6,8,7,8,8,6,7,7,6,6
m.22444,Ras-related protein Rab-18-B OS=Danio rerio GN=rab18b PE=2 SV=1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
symbB1.EST_k37c20_10467|m.24205,symbB1.EST_k37c20_10467 g.24205  ORF symbB1.EST_k37c20_10467 g.24205 symbB1.EST_k37c20_10467 m.24205 type:complete len:242 (+) symbB1.EST_k37c20_10467:77-802(+),3,2,2,2,2,2,3,2,2,2,2,2,3,2,3,0,2,3,2,3,3,3,3,2,3,2,3,1
m.12693,Complement C3 OS=Mus musculus GN=C3 PE=1 SV=3,11,2,11,1,10,8,9,8,6,14,6,0,5,6,8,11,2,10,0,8,6,9,12,3,13,5,6,8
m.12709,T-complex protein 1 subunit beta OS=Bos taurus GN=CCT2 PE=1 SV=3,11,8,8,5,8,9,11,9,10,10,9,9,6,7,7,12,8,7,10,9,10,8,10,7,7,11,6,6
m.12711,Xaa-Pro aminopeptidase 1 OS=Homo sapiens GN=XPNPEP1 PE=1 SV=3,4,1,0,0,1,2,0,2,2,2,3,0,1,3,1,4,0,0,0,1,3,1,4,0,0,3,0,2
m.1286,Uncharacterized protein OS=Stylophora pistillata PE=4 SV=1,207,187,169,151,157,242,217,237,258,227,257,158,167,241,215,218,201,171,157,167,247,211,218,190,166,256,229,207
m.12890,U2 small nuclear ribonucleoprotein B__ OS=Mus musculus GN=Snrpb2 PE=2 SV=1,1,0,1,0,1,0,2,1,1,1,1,1,1,0,3,1,1,1,0,0,0,2,2,0,0,0,1,1
m.13119,60 kDa SS-A/Ro ribonucleoprotein OS=Xenopus laevis GN=trove2 PE=1 SV=1,5,4,3,6,5,7,4,1,7,6,6,6,5,2,3,4,4,3,5,4,4,5,5,4,4,5,1,4
m.13287,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_89366 PE=4 SV=1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
m.1334,m.1334,1,0,0,0,0,2,1,1,1,1,1,0,0,1,2,1,2,0,0,1,1,1,2,0,0,1,1,1
m.13075,"Putative ATP-dependent Clp protease proteolytic subunit, mitochondrial OS=Mus musculus GN=Clpp PE=1 SV=1",4,0,0,0,2,2,2,2,2,1,3,2,2,1,1,2,1,1,1,2,2,2,1,1,2,1,0,1
m.134,60S ribosomal protein L11 OS=Drosophila melanogaster GN=RpL11 PE=1 SV=2,2,2,2,1,1,2,2,2,2,1,1,1,1,3,1,2,0,4,2,2,2,2,3,2,2,1,2,1
m.13436,Beta-galactosidase OS=Mus musculus GN=Glb1 PE=2 SV=1,4,2,3,6,4,3,4,3,3,3,3,5,5,3,5,3,3,3,5,4,2,4,3,3,3,4,1,3
m.13574,Tyrosine-protein kinase STK OS=Hydra vulgaris GN=STK PE=2 SV=1,3,0,1,1,2,4,2,4,3,1,3,2,2,3,2,3,1,2,1,2,3,2,3,1,2,3,3,2
m.1396,Tyrosine-protein kinase Btk29A OS=Drosophila melanogaster GN=Btk29A PE=2 SV=2,1,0,0,0,1,1,1,1,1,0,1,2,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1
m.13842,Allene oxide synthase-lipoxygenase protein OS=Plexaura homomalla PE=1 SV=1,13,5,4,4,9,4,10,10,13,10,12,3,8,4,10,7,5,5,4,8,5,10,11,7,5,15,9,10
m.13869,Predicted protein OS=Nematostella vectensis GN=v1g222210 PE=4 SV=1,0,1,0,0,0,1,1,2,1,0,2,0,0,1,2,0,0,0,0,0,2,2,1,0,0,1,1,1
m.145,V-type proton ATPase subunit H OS=Drosophila melanogaster GN=VhaSFD PE=2 SV=2,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
m.1493,m.1493,6,3,4,5,2,5,5,7,4,6,6,3,4,6,5,6,4,3,5,3,5,5,4,1,5,4,6,3
m.15139,m.15139,28,30,21,20,21,30,25,34,31,29,31,26,19,34,28,30,30,19,24,22,32,26,28,28,21,32,32,27
symbB1.EST_k37c20_47982|m.88280,symbB1.EST_k37c20_47982 g.88280  ORF symbB1.EST_k37c20_47982 g.88280 symbB1.EST_k37c20_47982 m.88280 type:complete len:348 (-) symbB1.EST_k37c20_47982:168-1211(-),8,3,5,1,8,10,7,5,7,8,6,4,6,8,8,2,4,3,4,6,8,8,11,4,4,8,5,10
symbB1.EST_k37c20_2900|m.6850,symbB1.EST_k37c20_2900 g.6850  ORF symbB1.EST_k37c20_2900 g.6850 symbB1.EST_k37c20_2900 m.6850 type:complete len:320 (-) symbB1.EST_k37c20_2900:437-1396(-),5,4,2,3,5,6,5,3,8,6,7,3,4,7,7,3,4,2,1,4,5,5,5,6,4,8,3,5
symbB1.EST_k37c20_3326|m.7935,symbB1.EST_k37c20_3326 g.7935  ORF symbB1.EST_k37c20_3326 g.7935 symbB1.EST_k37c20_3326 m.7935 type:internal len:317 (-) symbB1.EST_k37c20_3326:3-950(-),5,3,3,2,6,6,7,3,5,6,3,3,4,5,5,1,3,2,1,4,5,6,9,3,3,5,4,7
symbB1.EST_k37c20_4866|m.11610,symbB1.EST_k37c20_4866 g.11610  ORF symbB1.EST_k37c20_4866 g.11610 symbB1.EST_k37c20_4866 m.11610 type:complete len:391 (-) symbB1.EST_k37c20_4866:177-1349(-),3,3,2,3,4,6,6,3,6,3,3,2,3,6,5,1,2,1,2,4,4,3,4,3,3,3,2,3
symbB1.EST_k37c20_18007|m.40947,symbB1.EST_k37c20_18007 g.40947  ORF symbB1.EST_k37c20_18007 g.40947 symbB1.EST_k37c20_18007 m.40947 type:internal len:263 (-) symbB1.EST_k37c20_18007:3-788(-),4,1,2,0,2,3,5,1,1,3,1,1,2,3,3,1,2,0,1,2,2,5,5,1,1,3,3,5
symbB1.EST_k37c20_1952|m.4632,symbB1.EST_k37c20_1952 g.4632  ORF symbB1.EST_k37c20_1952 g.4632 symbB1.EST_k37c20_1952 m.4632 type:5prime_partial len:728 (+) symbB1.EST_k37c20_1952:1-2184(+),2,1,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0
symbB1.EST_k37c20_18355|m.41682,symbB1.EST_k37c20_18355 g.41682  ORF symbB1.EST_k37c20_18355 g.41682 symbB1.EST_k37c20_18355 m.41682 type:complete len:107 (-) symbB1.EST_k37c20_18355:112-432(-),0,0,0,0,0,1,1,0,2,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
symbB1.EST_k37c20_26730|m.58389,symbB1.EST_k37c20_26730 g.58389  ORF symbB1.EST_k37c20_26730 g.58389 symbB1.EST_k37c20_26730 m.58389 type:5prime_partial len:993 (-) symbB1.EST_k37c20_26730:45-3023(-),3,1,0,0,1,1,0,0,3,0,3,0,1,1,1,1,0,0,0,1,1,1,1,1,0,2,2,1
symbB1.EST_k37c20_16542|m.37703,symbB1.EST_k37c20_16542 g.37703  ORF symbB1.EST_k37c20_16542 g.37703 symbB1.EST_k37c20_16542 m.37703 type:5prime_partial len:876 (+) symbB1.EST_k37c20_16542:3-2630(+),6,4,2,3,4,3,4,4,6,4,8,3,4,5,4,0,4,2,1,4,3,4,3,5,4,7,4,4
m.15220,Catalase OS=Drosophila melanogaster GN=Cat PE=1 SV=2,10,4,3,3,3,9,5,10,5,11,7,3,3,9,4,1,3,3,3,2,9,7,11,4,4,8,7,8
m.15281,Cathepsin L OS=Sarcophaga peregrina PE=1 SV=1,1,0,1,0,3,1,1,0,1,0,1,1,1,0,0,0,0,1,3,1,0,0,0,0,1,2,0,0
m.13082,Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2,2,0,0,0,1,0,0,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1
m.15426,Optineurin OS=Danio rerio GN=optn PE=2 SV=2,3,4,1,2,4,3,6,4,4,7,6,0,3,3,5,6,3,5,1,4,4,6,5,3,4,4,4,4
m.15462,"Persulfide dioxygenase ETHE1 homolog, mitochondrial OS=Arabidopsis thaliana GN=GLY3 PE=1 SV=3",2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,3,1,2,2,2,3,2,2,3,2,3,2
m.16449,Coatomer subunit beta_ OS=Mus musculus GN=Copb2 PE=2 SV=2,5,6,5,7,8,5,8,3,9,8,7,8,6,5,6,6,8,5,8,4,4,9,8,7,7,6,3,5
m.173,m.173,114,105,76,70,86,144,110,130,126,124,115,73,85,138,101,29,101,75,69,89,132,112,124,101,72,123,104,108
m.184,m.184,105,99,81,71,86,142,109,126,122,117,113,73,85,143,109,26,101,83,68,89,137,110,121,101,75,121,104,101
m.278,m.278,82,72,61,55,66,104,86,95,88,83,80,58,67,101,82,0,74,60,55,69,98,86,94,72,55,86,76,80
m.26952,m.26952,32,33,26,21,24,36,33,34,35,36,31,23,27,37,33,3,32,29,21,26,34,31,33,35,25,31,30,34
symbB1.EST_k37c20_3028|m.7191,symbB1.EST_k37c20_3028 g.7191  ORF symbB1.EST_k37c20_3028 g.7191 symbB1.EST_k37c20_3028 m.7191 type:5prime_partial len:391 (+) symbB1.EST_k37c20_3028:2-1174(+),6,8,9,7,9,8,7,8,7,7,6,9,9,9,8,3,8,11,7,8,7,7,8,8,9,8,7,6
m.1736,m.1736,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
m.17547,Uncharacterized protein MJ1187 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) GN=MJ1187 PE=1 SV=1,6,4,7,5,6,6,7,5,5,6,6,4,6,5,7,5,6,8,4,7,4,6,4,5,6,7,3,6
m.1761,Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus GN=Dync1h1 PE=1 SV=2,9,0,1,0,0,2,8,2,5,6,2,2,2,2,10,7,1,4,0,4,2,12,10,3,1,2,4,2
m.17615,Egg protein OS=Galaxea fascicularis GN=GfEP-4 PE=2 SV=1,0,0,0,0,1,1,1,1,2,1,3,0,2,1,2,1,0,0,0,2,2,1,0,0,0,1,0,1
m.17769,Spermatogenesis-associated protein 20 OS=Homo sapiens GN=SPATA20 PE=2 SV=3,1,0,1,0,0,2,1,2,3,1,1,0,0,2,1,3,0,0,1,0,4,3,3,0,0,2,2,3
m.13085,Basigin OS=Oryctolagus cuniculus GN=BSG PE=2 SV=1,4,3,3,3,2,3,3,3,3,2,3,3,2,3,2,4,2,2,2,3,3,3,3,2,3,4,2,3
m.17967,ADP-ribosylation factor 6 OS=Gallus gallus GN=ARF6 PE=2 SV=3,3,1,1,2,2,1,2,2,1,3,1,1,1,2,2,3,1,1,2,1,2,1,3,1,1,2,1,1
m.1806,5-oxoprolinase OS=Homo sapiens GN=OPLAH PE=1 SV=3,3,0,0,0,1,2,1,0,1,1,1,0,0,1,2,1,0,0,0,0,2,2,1,0,0,1,0,0
m.18373,Predicted protein OS=Nematostella vectensis GN=v1g237935 PE=4 SV=1,0,0,0,0,2,1,1,0,0,4,0,0,2,1,0,1,0,0,0,3,2,0,2,0,0,0,1,2
m.18406,UMP-CMP kinase OS=Gallus gallus GN=CMPK PE=2 SV=1,2,0,1,0,2,2,2,1,1,3,1,0,2,3,1,2,0,0,0,1,3,3,2,0,0,0,2,2
m.18614,Katanin p60 ATPase-containing subunit A-like 1 OS=Danio rerio GN=katnal1 PE=2 SV=1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0
m.1884,ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3,4,1,1,2,2,2,4,1,2,1,3,3,3,1,3,5,0,2,3,3,2,5,4,0,1,1,3,1
m.9051,40S ribosomal protein S9 OS=Rattus norvegicus GN=Rps9 PE=1 SV=4,5,1,1,1,5,6,5,6,4,3,2,0,4,5,6,7,2,3,1,4,5,5,6,1,3,4,7,3
m.1911,m.1911,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0
symbB1.EST_k37c20_10761|m.24906,symbB1.EST_k37c20_10761 g.24906  ORF symbB1.EST_k37c20_10761 g.24906 symbB1.EST_k37c20_10761 m.24906 type:3prime_partial len:1400 (-) symbB1.EST_k37c20_10761:2-4198(-),0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0
m.19242,"Threonine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Tars PE=1 SV=2",9,6,6,5,8,9,10,6,4,7,5,6,9,9,8,10,7,6,4,8,7,10,11,7,6,3,5,6
m.19535,AP-2 complex subunit sigma OS=Rattus norvegicus GN=Ap2s1 PE=2 SV=1,1,0,1,1,2,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
m.19661,L-lactate dehydrogenase OS=Drosophila melanogaster GN=ImpL3 PE=2 SV=1,11,4,7,7,9,10,8,9,8,7,8,4,8,10,8,11,6,7,5,9,9,11,11,7,7,8,8,9
