"","Protein","Len","S0","S0.1","S0.2","S1","S1.1","S1.2","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"806","m.18998",315,0,0,0,1,2,0,-0.289,-0.2567,1,0.372754,0.796237,"Q1LZF8","Chloride channel CLIC-like protein 1 OS=Bos taurus GN=CLCC1 PE=2 SV=1                  "
"807","m.190",135,1,1,1,0,2,0,-0.282,-0.2732,1,0.379959,0.786859,"Q8VE97","Serine/arginine-rich splicing factor 4 OS=Mus musculus GN=Srsf4 PE=2 SV=1                   "
"808","m.19020",385,0,0,0,2,0,0,0.217,0.2521,0.724236,0.08382,0.888714,"P47857","6-phosphofructokinase muscle type OS=Mus musculus GN=Pfkm PE=1 SV=3                           "
"809","m.1903",378,8,7,5,10,9,8,0.756,1.4151,7e-06,0,0.581752,"O19072","Ornithine carbamoyltransferase mitochondrial (Fragment) OS=Sus scrofa GN=OTC PE=2 SV=1                           "
"810","m.19033",252,44,58,34,55,55,30,0.523,2.605,0,0,0.48832,"Q7T356","14-3-3 protein beta/alpha-B OS=Danio rerio GN=ywhabb PE=2 SV=1                    "
"811","m.19068",541,0,0,1,0,0,0,-0.282,-0.2929,1,0.388148,0.774782,"Q8C5H1","Anoctamin-4 OS=Mus musculus GN=Ano4 PE=2 SV=2                      "
"812","m.19079",424,1,2,2,4,5,0,0.728,0.9037,0.005989,0.000422,0.693586,"Q6P2U9","COP9 signalosome complex subunit 3 OS=Danio rerio GN=cops3 PE=2 SV=1                  "
"813","m.19080",266,3,3,1,0,2,3,0.09,0.0973,0.953565,0.165357,0.892783,"Q9D733","Pancreatic secretory granule membrane major glycoprotein GP2 OS=Mus musculus GN=Gp2 PE=2 SV=3                "
"814","m.19105",387,0,1,0,2,0,1,0.467,0.5117,0.201088,0.016317,0.823082,"A5PK45","Procollagen galactosyltransferase 1 OS=Bos taurus GN=COLGALT1 PE=2 SV=1                    "
"815","m.19106",321,1,1,1,2,5,1,0.432,0.4679,0.266541,0.022463,0.837449,NA,NA
"816","m.1911",462,2,0,0,0,2,1,-0.031,-0.031,0.998757,0.246724,0.87524,NA,NA
"817","m.19148",194,0,0,0,0,1,1,-0.334,-0.3148,1,0.396724,0.760154,"Q6UW02","Cytochrome P450 20A1 OS=Homo sapiens GN=CYP20A1 PE=2 SV=1                    "
"818","m.19151",186,7,23,11,19,17,10,0.571,1.5079,1e-06,0,0.568254,"Q9XZP2","Calmodulin-2 OS=Branchiostoma floridae GN=CAM2 PE=2 SV=4                      "
"819","m.19166",267,0,0,1,2,2,0,0.334,0.3315,0.544456,0.054276,0.87503,"3266329","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g196670 PE=4 SV=1                    "
"820","m.19195",126,3,4,3,6,4,3,0.588,0.8554,0.010061,0.000716,0.708078,"Q93104","Enhancer of rudimentary homolog OS=Aedes aegypti PE=3 SV=1                    "
"821","m.19225",469,14,19,6,13,10,5,0.82,1.6559,0,0,0.549682,"P09327","Villin-1 OS=Homo sapiens GN=VIL1 PE=1 SV=4                      "
"822","m.19242",719,25,12,13,25,28,11,0.713,2.0413,0,0,0.514787,"Q9D0R2","Threonine--tRNA ligase cytoplasmic OS=Mus musculus GN=Tars PE=1 SV=2                           "
"823","m.1925",184,0,0,0,0,0,1,-0.187,-0.1845,1,0.337595,0.830336,"Q5M9P8","ADP-ribosylation factor-like protein 6 OS=Danio rerio GN=arl6 PE=2 SV=1                   "
"824","m.19271",554,0,0,1,1,2,0,-0.03,-0.0278,0.99851,0.244681,0.875882,"Q8VBT9","Tether containing UBX domain for GLUT4 OS=Mus musculus GN=Aspscr1 PE=1 SV=1                 "
"825","m.19281",105,0,1,0,0,2,0,-0.1,-0.0958,1,0.287164,0.859921,NA,NA
"826","m.1931",256,0,0,0,0,1,0,-0.192,-0.178,1,0.334151,0.832916,"Q8L7W2","Nudix hydrolase 8 OS=Arabidopsis thaliana GN=NUDT8 PE=2 SV=2                    "
"827","m.1936",223,7,7,2,5,4,1,0.857,1.1684,0.000243,1.6e-05,0.626587,"Q3T168","Calcyclin-binding protein OS=Bos taurus GN=CACYBP PE=2 SV=1                     "
"828","m.19360",173,10,10,5,14,10,10,1.091,2.1104,0,0,0.510209,NA,NA
"829","m.19365",277,13,11,10,14,18,10,0.388,1.0491,0.001114,7.5e-05,0.654115,"P05631","ATP synthase subunit gamma mitochondrial OS=Bos taurus GN=ATP5C1 PE=1 SV=3                           "
"830","m.19391",189,0,1,1,0,0,1,-0.385,-0.3481,1,0.40871,0.735288,"P43308","Translocon-associated protein subunit beta OS=Homo sapiens GN=SSR2 PE=1 SV=1                   "
"831","m.19416",143,7,8,8,20,11,8,0.954,2.4321,0,0,0.494174,"Q9CQM5","Thioredoxin domain-containing protein 17 OS=Mus musculus GN=Txndc17 PE=1 SV=1                   "
"832","m.19419",213,0,0,0,0,1,0,-0.25,-0.2632,1,0.37563,0.79262,"Q54RA4","Probable iron/ascorbate oxidoreductase DDB_G0283291 OS=Dictyostelium discoideum GN=DDB_G0283291 PE=3 SV=1                   "
"833","m.19423",152,2,4,1,4,0,3,0.926,1.1395,0.000356,2.3e-05,0.632866,"A7RLE5","Putative 2'-deoxynucleoside 5'-phosphate N-hydrolase 1 OS=Nematostella vectensis GN=v1g160099 PE=3 SV=1                  "
"834","m.19446",282,6,3,4,6,10,3,0.481,0.7515,0.028543,0.002068,0.74122,NA,NA
"835","m.19454",152,5,6,5,5,5,4,0.064,0.1113,0.941998,0.156919,0.893628,"42011228","Uncharacterized protein OS=Acaryochloris marina (strain MBIC 11017) GN=AM1_C0121 PE=4 SV=1                  "
"836","m.19455",354,1,0,0,0,0,1,-0.203,-0.1883,1,0.339588,0.828793,"Q8YTC2","Uncharacterized WD repeat-containing protein alr2800 OS=Nostoc sp. (strain PCC 7120 / UTEX 2576) GN=alr2800 PE=4 SV=1            "
"837","m.19460",144,16,14,8,17,16,10,0.806,2.1265,0,0,0.509205,"P11352","Glutathione peroxidase 1 OS=Mus musculus GN=Gpx1 PE=1 SV=2                    "
"838","m.19461",242,0,0,0,2,0,1,0.409,0.4304,0.332785,0.029122,0.849087,"Q8N6F8","Williams-Beuren syndrome chromosomal region 27 protein OS=Homo sapiens GN=WBSCR27 PE=2 SV=2                 "
"839","m.19463",429,0,0,0,1,0,0,-0.178,-0.1505,1,0.31911,0.843055,"P19338","Nucleolin OS=Homo sapiens GN=NCL PE=1 SV=3                      "
"840","m.19469",629,1,1,2,3,1,1,0.267,0.368,0.461627,0.043588,0.866431,"Q8C6G8","WD repeat-containing protein 26 OS=Mus musculus GN=Wdr26 PE=2 SV=3                   "
"841","m.19483",336,5,1,0,0,3,1,-0.397,-0.3593,1,0.41246,0.726168,"Q26636","Cathepsin L OS=Sarcophaga peregrina PE=1 SV=1                      "
"842","m.19487",501,5,7,5,4,5,2,-0.135,-0.2277,1,0.359332,0.811213,"P49024","Paxillin OS=Gallus gallus GN=PXN PE=1 SV=1                      "
"843","m.19494",241,4,5,2,2,4,2,0.016,0.018,0.991453,0.215276,0.88394,"A7SKE9","Eukaryotic translation initiation factor 3 subunit G OS=Nematostella vectensis GN=v1g171563 PE=3 SV=1                "
"844","m.19495",508,26,22,17,28,25,10,0.545,1.7661,0,0,0.53789,NA,NA
"845","m.19496",684,2,0,2,0,0,1,-0.592,-0.5898,0.90861,0.461793,0.454365,"Q55GQ5","Superoxide dismutase [Cu-Zn] 1 OS=Dictyostelium discoideum GN=sodA PE=2 SV=1                   "
"846","m.195",212,0,1,3,1,2,0,-0.895,-0.9125,0.33885,0.47256,0.096641,"Q6NXD2","Charged multivesicular body protein 2b OS=Danio rerio GN=chmp2b PE=2 SV=1                  "
"847","m.1950",311,9,11,7,5,11,6,-0.248,-0.4462,1,0.436999,0.641219,"Q9D1M0","Protein SEC13 homolog OS=Mus musculus GN=Sec13 PE=2 SV=3                    "
"848","m.19503",183,1,0,1,3,3,2,0.798,0.8412,0.011672,0.000833,0.712457,"3278559","Predicted protein OS=Nematostella vectensis GN=v1g245101 PE=4 SV=1                     "
"849","m.19510",516,39,38,29,32,45,26,0.108,0.4293,0.334865,0.029339,0.849417,"P94598","Glutamate dehydrogenase OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482) GN=gdhA PE=3 SV=2        "
"850","m.19514",1648,13,6,4,10,12,4,0.957,1.6215,0,0,0.553704,"Q8WZ42","Titin OS=Homo sapiens GN=TTN PE=1 SV=4                      "
"851","m.19531",314,0,0,0,0,1,0,-0.238,-0.2149,1,0.353105,0.817255,"Q6P6Y1","LisH domain and HEAT repeat-containing protein KIAA1468 homolog OS=Danio rerio GN=zgc:66014 PE=2 SV=1               "
"852","m.19534",303,2,0,0,0,0,0,-0.237,-0.2213,1,0.356241,0.814276,"Q58DT4","Pyrroline-5-carboxylate reductase 1 mitochondrial OS=Bos taurus GN=PYCR1 PE=2 SV=1                           "
"853","m.19535",181,3,0,2,2,2,2,-0.036,-0.045,0.999585,0.255626,0.872309,"P62744","AP-2 complex subunit sigma OS=Rattus norvegicus GN=Ap2s1 PE=2 SV=1                   "
"854","m.19543",104,0,3,2,3,0,1,0.279,0.3183,0.574994,0.058579,0.877806,NA,NA
"855","m.19558",268,3,5,6,8,3,4,0.319,0.6126,0.096102,0.007302,0.788472,"Q9D1J1","Adaptin ear-binding coat-associated protein 2 OS=Mus musculus GN=Necap2 PE=1 SV=1                  "
"856","m.19561",251,6,5,0,0,3,0,-0.113,-0.1164,1,0.299483,0.854042,NA,NA
"857","m.19580",222,0,2,0,1,0,2,-0.189,-0.1841,1,0.337384,0.830497,NA,NA
"858","m.19587",374,0,0,0,0,1,0,-0.148,-0.131,1,0.30801,0.849539,"Q6GQ82","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 OS=Xenopus laevis GN=smarcb1 PE=2 SV=1             "
"859","m.19593",255,1,0,0,0,0,0,-0.304,-0.2798,1,0.382753,0.782923,"Q9Z1N4","3'(2')5'-bisphosphate nucleotidase 1 OS=Rattus norvegicus GN=Bpnt1 PE=1 SV=1                           "
"860","m.19597",531,28,33,19,25,28,15,0.324,1.043,0.0012,8.1e-05,0.655639,"Q5ZJ54","T-complex protein 1 subunit zeta OS=Gallus gallus GN=CCT6 PE=1 SV=3                  "
"861","m.19598",1537,4,3,3,3,5,2,0.029,0.0368,0.986026,0.203228,0.886635,"Q9QZQ1","Afadin OS=Mus musculus GN=Mllt4 PE=1 SV=3                      "
"862","m.196",258,6,9,9,7,6,4,-0.174,-0.3791,1,0.418751,0.709063,"3272153","Predicted protein OS=Nematostella vectensis GN=v1g241439 PE=4 SV=1                     "
"863","m.19610",677,9,12,8,5,10,3,-0.328,-0.5983,0.898536,0.462725,0.442465,"Q96AC1","Fermitin family homolog 2 OS=Homo sapiens GN=FERMT2 PE=1 SV=1                   "
"864","m.19621",362,3,13,11,0,0,8,-1.72,-2.4551,0,0.461459,0,NA,NA
"865","m.19647",482,3,3,2,1,3,0,-0.452,-0.429,1,0.432756,0.660103,"Q5M7G4","Adenylate kinase 8 OS=Xenopus laevis GN=ak8 PE=2 SV=1                    "
"866","m.19657",547,5,4,4,7,5,3,0.653,1.0653,0.000913,6.1e-05,0.650123,"Q91YT7","YTH domain-containing family protein 2 OS=Mus musculus GN=Ythdf2 PE=2 SV=1                  "
"867","m.19661",333,26,24,16,29,27,17,0.674,2.1862,0,0,0.505683,"Q95028","L-lactate dehydrogenase OS=Drosophila melanogaster GN=ImpL3 PE=2 SV=1                     "
"868","m.19674",317,15,15,14,12,16,9,-0.061,-0.1617,1,0.325326,0.839072,"Q3URF8","BTB/POZ domain-containing protein KCTD21 OS=Mus musculus GN=Kctd21 PE=2 SV=1                   "
"869","m.19685",242,2,8,3,4,6,0,0.408,0.5573,0.146254,0.011479,0.807582,"Q5ZID6","Cytosolic 5'-nucleotidase 3A OS=Gallus gallus GN=NT5C3A PE=1 SV=3                    "
"870","m.19688",311,0,2,0,2,2,1,0.349,0.3645,0.469404,0.044538,0.867311,"P56192","Methionine--tRNA ligase cytoplasmic OS=Homo sapiens GN=MARS PE=1 SV=2                           "
"871","m.19695",105,0,0,0,0,0,1,-0.221,-0.2181,1,0.354679,0.815776,"3266411","Predicted protein OS=Nematostella vectensis GN=v1g196762 PE=4 SV=1                     "
"872","m.19700",101,4,1,2,1,1,2,-0.512,-0.5224,0.970258,0.452412,0.546834,"Q0V8T3","Contactin-associated protein like 4-May OS=Rattus norvegicus GN=Cntnap5d PE=2 SV=1                   "
"873","m.19704",127,2,5,4,7,5,0,0.546,0.9398,0.004011,0.000281,0.683186,"Q9NUQ9","Protein FAM49B OS=Homo sapiens GN=FAM49B PE=1 SV=1                     "
"874","m.19708",361,9,16,6,22,14,11,1.361,3.246,0,0,0.474056,"P70618","Mitogen-activated protein kinase 14 OS=Rattus norvegicus GN=Mapk14 PE=2 SV=3                   "
"875","m.19722",109,4,3,1,0,0,0,-0.335,-0.3091,1,0.394545,0.764088,"Q5PQ71","Isochorismatase domain-containing protein 2 mitochondrial OS=Xenopus laevis GN=isoc2 PE=2 SV=1                           "
"876","m.19726",448,0,2,2,0,1,1,-0.474,-0.4692,0.99752,0.44223,0.614364,"Q3SWY2","Integrin-linked protein kinase OS=Bos taurus GN=ILK PE=2 SV=1                    "
"877","m.1973",357,0,0,0,0,0,1,-0.258,-0.2461,1,0.36796,0.801927,"Q9WYX8","Uncharacterized protein TM_0508 OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) GN=TM_0508 PE=4 SV=1         "
"878","m.19748",107,1,1,0,0,0,0,-0.25,-0.2296,1,0.360241,0.810288,NA,NA
"879","m.19751",156,0,0,0,1,2,0,-0.101,-0.0957,1,0.287103,0.859948,"Q96L93","Kinesin-like protein KIF16B OS=Homo sapiens GN=KIF16B PE=1 SV=2                    "
"880","m.19764",354,9,13,9,14,10,9,0.491,1.1973,0.000165,1.1e-05,0.620546,"Q3URF8","BTB/POZ domain-containing protein KCTD21 OS=Mus musculus GN=Kctd21 PE=2 SV=1                   "
"881","m.19768",178,4,7,3,7,4,5,0.793,1.2143,0.000131,8e-06,0.6171,"P16152","Carbonyl reductase [NADPH] 1 OS=Homo sapiens GN=CBR1 PE=1 SV=3                   "
"882","m.19801",196,0,0,1,0,0,1,-0.292,-0.2496,1,0.369557,0.800076,"Q00277","Glutathione peroxidase OS=Schistosoma mansoni GN=GPX1 PE=1 SV=2                     "
"883","m.19802",135,0,0,0,0,0,1,-0.285,-0.2541,1,0.37159,0.797657,"P35329","B-cell receptor CD22 OS=Mus musculus GN=Cd22 PE=1 SV=1                    "
"884","m.19805",110,13,11,9,14,14,10,0.478,1.1269,0.000419,2.8e-05,0.635679,NA,NA
"885","m.19807",203,0,0,0,0,0,2,-0.235,-0.2196,1,0.355412,0.815075,"Q4QQM4","Tumor protein p53-inducible protein 11 OS=Mus musculus GN=Trp53i11 PE=2 SV=1                  "
"886","m.1983",176,0,0,0,1,0,0,-0.158,-0.1535,1,0.320787,0.842008,"Q5R9K8","ADP-ribosylation factor-like protein 2-binding protein OS=Pongo abelii GN=ARL2BP PE=2 SV=1                  "
"887","m.19866",117,0,3,1,1,1,0,-0.365,-0.3516,1,0.409897,0.73248,"3274680","Predicted protein OS=Nematostella vectensis GN=v1g242938 PE=4 SV=1                     "
"888","m.19870",153,5,0,1,3,3,1,0.788,0.9198,0.005015,0.000353,0.688901,"Q94521","Dopamine N-acetyltransferase OS=Drosophila melanogaster GN=Dat PE=1 SV=1                     "
"889","m.19899",782,8,4,7,7,5,0,0.08,0.1541,0.895384,0.132226,0.894771,"Q1KKW7","Src kinase-associated phosphoprotein 1 OS=Takifugu rubripes GN=skap1 PE=3 SV=1                   "
"890","m.19914",123,0,2,1,3,2,1,0.757,0.8836,0.00745,0.000528,0.699539,"Q9DCG9","tRNA methyltransferase 112 homolog OS=Mus musculus GN=Trmt112 PE=2 SV=1                   "
"891","m.19922",158,0,0,1,0,1,1,-0.186,-0.178,1,0.334151,0.832916,"A4IF63","Tripartite motif-containing protein 2 OS=Bos taurus GN=TRIM2 PE=2 SV=1                   "
"892","m.19923",914,0,2,1,0,1,0,-0.07,-0.0673,1,0.269643,0.867217,"O00267","Transcription elongation factor SPT5 OS=Homo sapiens GN=SUPT5H PE=1 SV=1                   "
"893","m.19927",386,2,10,4,6,6,2,0.454,0.7234,0.037138,0.002708,0.75057,"P52632","Signal transducer and activator of transcription 5B OS=Rattus norvegicus GN=Stat5b PE=2 SV=1                "
"894","m.19936",369,0,0,1,0,3,0,0.116,0.1038,0.94841,0.16142,0.893204,"O16025","Allene oxide synthase-lipoxygenase protein OS=Plexaura homomalla PE=1 SV=1                    "
"895","m.19949",302,0,1,1,2,4,2,0.4,0.399,0.395046,0.035834,0.858183,"Q640U7","Coiled-coil domain-containing protein 93 OS=Xenopus tropicalis GN=ccdc93 PE=2 SV=1                   "
"896","m.1996",868,30,35,15,19,38,10,0.346,1.082,0.000742,5e-05,0.646092,"Q60HE9","Lysosomal alpha-mannosidase OS=Macaca fascicularis GN=MAN2B1 PE=2 SV=1                     "
"897","m.19966",302,17,21,11,22,10,14,0.771,2.2347,0,0,0.503045,"A7RIT9","3-hydroxyanthranilate 34-dioxygenase OS=Nematostella vectensis GN=v1g178517 PE=3 SV=1                           "
"898","m.19978",746,12,13,8,13,11,7,0.494,1.1541,0.000294,1.9e-05,0.629664,"Q7ZYC4","Long-chain-fatty-acid--CoA ligase ACSBG2 OS=Xenopus laevis GN=acsbg2 PE=2 SV=1                    "
"899","m.19983",183,8,7,5,8,8,7,0.492,0.902,0.006101,0.00043,0.694085,"P23175","GTPase HRas OS=Murine sarcoma virus NS.C58 GN=H-RAS PE=3 SV=1                   "
"900","m.19991",861,33,21,26,13,23,25,-0.64,-1.8767,1.1e-05,0.462451,2e-06,"Q5EAJ7","Major vault protein OS=Strongylocentrotus purpuratus GN=MVP PE=1 SV=1                    "
"901","m.19993",588,4,2,2,7,9,3,1.103,1.7535,0,0,0.539158,"Q17R89","Rho GTPase-activating protein 44 OS=Homo sapiens GN=ARHGAP44 PE=1 SV=1                   "
"902","m.2",157,14,11,8,17,16,9,0.787,1.896,0,0,0.525944,"O46160","60S ribosomal protein L14 OS=Lumbricus rubellus GN=RPL14 PE=3 SV=1                   "
"903","m.20",400,0,0,0,1,0,0,-0.35,-0.3385,1,0.405384,0.742796,"Q92051","Carbonic anhydrase OS=Danio rerio GN=cahz PE=1 SV=2                     "
"904","m.200",1142,63,65,46,68,68,42,0.417,2.1276,0,0,0.509138,"G5E8K5","Ankyrin-3 OS=Mus musculus GN=Ank3 PE=1 SV=1                      "
"905","m.20009",465,0,0,0,1,2,0,-0.081,-0.0816,1,0.278497,0.863672,"P23786","Carnitine O-palmitoyltransferase 2 mitochondrial OS=Homo sapiens GN=CPT2 PE=1 SV=2                           "
"906","m.20013",565,19,32,22,27,30,16,0.244,0.8388,0.011967,0.000854,0.713202,"Q9UJU6","Drebrin-like protein OS=Homo sapiens GN=DBNL PE=1 SV=1                     "
"907","m.20041",230,28,46,32,56,51,34,0.585,2.5385,0,0,0.49041,NA,NA
"908","m.20062",124,6,0,5,8,3,0,0.469,0.8271,0.013503,0.000965,0.716856,"ESO88599","hypothetical protein LOTGIDRAFT_165383 [Lottia gigantea]                       "
"909","m.20081",531,2,8,4,11,5,6,0.937,1.7591,0,0,0.538592,"Q8C8R3","Ankyrin-2 OS=Mus musculus GN=Ank2 PE=1 SV=2                      "
"910","m.2011",367,1,0,0,0,4,1,-0.028,-0.0259,0.998339,0.243467,0.876258,"A5GFN6","mRNA export factor OS=Sus scrofa GN=RAE1 PE=3 SV=1                    "
"911","m.20145",264,2,1,1,0,2,0,-0.272,-0.2393,1,0.364816,0.805444,"Q6PAM1","Alpha-taxilin OS=Mus musculus GN=Txlna PE=2 SV=1                      "
"912","m.20155",114,0,1,0,0,0,0,-0.294,-0.2757,1,0.381023,0.785381,NA,NA
"913","m.20175",165,4,4,2,8,9,4,1.194,1.7753,0,0,0.536978,NA,NA
"914","m.202",101,4,3,4,5,3,3,0.291,0.4726,0.258899,0.021724,0.835942,NA,NA
"915","m.2022",539,3,8,6,7,18,6,0.235,0.458,0.283125,0.024087,0.840591,"O15460","Prolyl 4-hydroxylase subunit alpha-2 OS=Homo sapiens GN=P4HA2 PE=1 SV=1                   "
"916","m.20248",122,0,0,1,1,3,4,-0.299,-0.3026,1,0.392015,0.768464,"3274977","Predicted protein OS=Nematostella vectensis GN=v1g207332 PE=4 SV=1                     "
"917","m.20249",222,1,0,0,1,0,0,-0.092,-0.0884,1,0.282664,0.861905,"P48416","Cytochrome P450 10 OS=Lymnaea stagnalis GN=CYP10 PE=2 SV=1                    "
"918","m.20253",281,8,4,4,6,7,2,0.458,0.7336,0.033787,0.002458,0.74716,"Q7Z407","CUB and sushi domain-containing protein 3 OS=Homo sapiens GN=CSMD3 PE=2 SV=3                 "
"919","m.20256",148,1,0,0,1,1,0,-0.308,-0.2864,1,0.385496,0.778876,NA,NA
"920","m.2026",290,0,2,0,0,0,0,-0.062,-0.0549,0.999932,0.261877,0.870113,"Q12288","Putative glutamine amidotransferase YLR126C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLR126C PE=1 SV=1              "
"921","m.20279",200,0,1,0,1,0,0,-0.024,-0.0249,0.998256,0.242827,0.876455,"3285395","Predicted protein OS=Nematostella vectensis GN=v1g220800 PE=3 SV=1                     "
"922","m.2030",436,1,11,0,5,4,4,1.287,1.62,0,0,0.553883,"P23381","Tryptophan--tRNA ligase cytoplasmic OS=Homo sapiens GN=WARS PE=1 SV=2                           "
"923","m.20317",123,1,3,3,2,5,1,-0.205,-0.2558,1,0.372352,0.79673,NA,NA
"924","m.2032",373,11,8,14,16,20,14,0.221,0.6185,0.091691,0.006946,0.786429,"P38942","4-hydroxybutyrate coenzyme A transferase OS=Clostridium kluyveri (strain ATCC 8527 / DSM 555 / NCIMB 10680) GN=cat2 PE=3 SV=3          "
"925","m.20374",285,12,11,9,11,15,1,0.244,0.5628,0.140504,0.010988,0.80569,NA,NA
"926","m.20468",481,0,1,1,0,1,0,-0.193,-0.1759,1,0.333029,0.833734,"A7SMR1","Eukaryotic translation initiation factor 3 subunit D OS=Nematostella vectensis GN=v1g235689 PE=3 SV=1                "
"927","m.20487",290,2,0,1,4,2,0,0.73,0.9335,0.004305,0.000302,0.684973,"3663535","Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_63866 PE=4 SV=1                    "
"928","m.2050",233,0,8,2,4,6,5,0.594,0.7654,0.02498,0.001805,0.736649,"O76387","Probable peptidyl-tRNA hydrolase 2 OS=Caenorhabditis elegans GN=C24G6.8 PE=3 SV=1                   "
"929","m.20506",179,6,7,3,7,6,3,0.874,1.3524,1.8e-05,1e-06,0.591812,"3302536","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g226089 PE=4 SV=1                    "
"930","m.20509",361,4,8,4,5,6,2,0.297,0.4803,0.246701,0.020556,0.833453,"Q6AY65","Arfaptin-2 OS=Rattus norvegicus GN=Arfip2 PE=2 SV=1                      "
"931","m.20530",217,0,0,0,0,1,0,-0.21,-0.2015,1,0.346391,0.823234,"P01123","GTP-binding protein YPT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPT1 PE=1 SV=2               "
"932","m.20599",102,0,0,0,1,1,3,-0.073,-0.0682,1,0.270204,0.867,"Q7ZWS2","7-methylguanosine phosphate-specific 5'-nucleotidase A OS=Xenopus laevis GN=Nt5c3b-a PE=2 SV=2                   "
"933","m.20617",373,1,2,4,3,2,2,-0.145,-0.1936,1,0.342342,0.826599,"Q63663","Interferon-induced guanylate-binding protein 2 OS=Rattus norvegicus GN=Gbp2 PE=1 SV=2                   "
"934","m.20656",236,14,2,5,3,5,6,-0.355,-0.4806,0.993089,0.444634,0.600469,"Q8L7C9","Glutathione S-transferase U20 OS=Arabidopsis thaliana GN=GSTU20 PE=1 SV=1                    "
"935","m.2066",222,0,0,0,1,1,0,-0.238,-0.224,1,0.357551,0.812994,"Q9GZQ3","COMM domain-containing protein 5 OS=Homo sapiens GN=COMMD5 PE=1 SV=1                   "
"936","m.20660",110,0,0,0,0,1,0,-0.246,-0.227,1,0.358996,0.811552,"Q9LK58","Pentatricopeptide repeat-containing protein At3g13150 OS=Arabidopsis thaliana GN=At3g13150 PE=2 SV=1                   "
"937","m.2067",217,0,12,4,13,2,4,1.154,2.2076,0,0,0.504494,"Q2HJ98","Acylpyruvase FAHD1 mitochondrial OS=Bos taurus GN=FAHD1 PE=2 SV=1                           "
"938","m.20683",314,1,0,0,0,2,1,-0.216,-0.1975,1,0.344349,0.824952,"Q5ZID0","NmrA-like family domain-containing protein 1 OS=Gallus gallus GN=NMRAL1 PE=2 SV=1                  "
"939","m.20684",130,0,0,2,0,1,2,-0.535,-0.5399,0.957329,0.455205,0.523348,NA,NA
"940","m.207",457,1,2,2,0,2,2,-0.582,-0.5826,0.916748,0.460962,0.46443,"A7S4N4","Probable serine incorporator OS=Nematostella vectensis GN=serinc PE=3 SV=1                    "
