"","Protein","Len","S0","S0.1","S0.2","S1","S1.1","S1.2","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"718","m.18729",206,1,1,1,0,0,0,-0.279,-0.2483,1,0.73308,0.782059,"3269818","Predicted protein OS=Nematostella vectensis GN=v1g200879 PE=4 SV=1                     "
"719","m.1874",125,0,0,1,0,0,0,-0.275,-0.2562,1,0.738856,0.77962,"5730860","Uncharacterized protein OS=Lottia gigantea GN=LOTGIDRAFT_113739 PE=4 SV=1                     "
"720","m.18748",201,6,1,6,4,4,4,-0.324,-0.52,0.999626,0.852958,0.631905,"Q5U316","Ras-related protein Rab-35 OS=Rattus norvegicus GN=Rab35 PE=1 SV=1                    "
"721","m.18767",961,5,7,5,1,0,3,-1.273,-1.5864,0.003764,0.7871,0.000664,NA,NA
"722","m.1881",292,17,7,21,8,12,7,-0.845,-2.1002,2e-06,0.771205,0,NA,NA
"723","m.18818",131,1,1,0,0,0,0,-0.379,-0.3507,1,0.795175,0.74309,NA,NA
"724","m.18819",1444,23,18,18,15,13,12,-0.103,-0.2941,1,0.764138,0.766687,NA,NA
"725","m.18825",839,25,22,22,28,23,21,0.273,1.0322,0.000481,8.6e-05,0.770785,NA,NA
"726","m.18832",554,1,1,2,0,0,0,-0.778,-0.8329,0.74053,0.874244,0.275163,NA,NA
"727","m.18834",354,5,1,4,3,2,2,-0.232,-0.3316,1,0.785524,0.751677,"Q8AXV0","Endophilin-A2 OS=Gallus gallus GN=SH3GL1 PE=1 SV=1                      "
"728","m.1884",645,4,5,4,1,0,0,-1.205,-1.2919,0.061668,0.812449,0.013986,"O00571","ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3                   "
"729","m.18862",137,5,3,5,0,1,0,-1.443,-1.6845,0.001204,0.782295,0.000194,"P17702","60S ribosomal protein L28 OS=Rattus norvegicus GN=Rpl28 PE=1 SV=4                   "
"730","m.1889",383,1,2,1,0,0,0,-0.345,-0.381,0.999992,0.808938,0.728031,NA,NA
"731","m.18898",207,9,0,8,6,6,6,-0.159,-0.3043,1,0.770293,0.762835,NA,NA
"732","m.18940",324,0,0,1,0,0,0,-0.372,-0.3791,0.999999,0.808127,0.72903,NA,NA
"733","m.18969",102,2,3,2,0,1,0,-0.743,-0.7846,0.821454,0.876877,0.332321,NA,NA
"734","m.1897",265,2,1,2,0,0,1,-0.701,-0.7022,0.923228,0.876789,0.434224,NA,NA
"735","m.190",135,0,0,1,1,0,0,-0.242,-0.2231,1,0.713404,0.789297,"Q8VE97","Serine/arginine-rich splicing factor 4 OS=Mus musculus GN=Srsf4 PE=2 SV=1                   "
"736","m.1903",378,3,3,3,1,1,2,-0.946,-1.0577,0.304797,0.84582,0.083286,"O19072","Ornithine carbamoyltransferase"
"737","m.19033",252,20,6,19,14,18,16,-0.207,-0.6176,0.978984,0.869947,0.534437,"Q7T356","14-3-3 protein beta/alpha-B OS=Danio rerio GN=ywhabb PE=2 SV=1                    "
"738","m.19068",541,1,1,0,0,0,0,-0.397,-0.373,1,0.805479,0.732186,"Q8C5H1","Anoctamin-4 OS=Mus musculus GN=Ano4 PE=2 SV=2                      "
"739","m.19079",424,1,1,1,1,2,1,-0.234,-0.2352,1,0.723093,0.785922,"Q6P2U9","COP9 signalosome complex subunit 3 OS=Danio rerio GN=cops3 PE=2 SV=1                  "
"740","m.19080",266,1,1,1,1,0,0,-0.247,-0.2306,1,0.719463,0.787226,"Q9D733","Pancreatic secretory granule membrane major glycoprotein GP2 OS=Mus musculus GN=Gp2 PE=2 SV=3                "
"741","m.19105",387,1,1,0,0,0,1,-0.437,-0.4291,1,0.827353,0.700131,"A5PK45","Procollagen galactosyltransferase 1 OS=Bos taurus GN=COLGALT1 PE=2 SV=1                    "
"742","m.19106",321,1,0,1,0,0,0,-0.327,-0.305,1,0.770706,0.762564,NA,NA
"743","m.1911",462,0,0,1,0,0,0,-0.448,-0.4301,1,0.827696,0.699495,NA,NA
"744","m.19151",186,4,4,3,3,6,5,0.034,0.0475,0.890698,0.383575,0.828165,NA,NA
"745","m.19195",126,3,1,1,2,2,2,0.231,0.2406,0.475764,0.153446,0.821242,NA,NA
"746","m.19225",469,5,5,5,3,3,3,-0.38,-0.5888,0.988778,0.865975,0.565639,NA,NA
"747","m.19242",719,9,10,11,6,7,7,-0.526,-1.0605,0.300166,0.845388,0.08179,NA,NA
"748","m.1925",184,1,1,0,0,0,0,-0.326,-0.2981,1,0.766583,0.765196,"Q5M9P8","ADP-ribosylation factor-like protein 6 OS=Danio rerio GN=arl6 PE=2 SV=1                   "
"749","m.19267",130,1,0,0,0,0,0,-0.357,-0.3539,1,0.796715,0.741584,NA,NA
"750","m.1931",256,1,0,0,0,0,0,-0.312,-0.3159,1,0.776981,0.758248,"Q8L7W2","Nudix hydrolase 8 OS=Arabidopsis thaliana GN=NUDT8 PE=2 SV=2                    "
"751","m.1936",223,2,3,4,2,2,2,-0.646,-0.8649,0.680275,0.87157,0.239612,"Q3T168","Calcyclin-binding protein OS=Bos taurus GN=CACYBP PE=2 SV=1                     "
"752","m.19360",173,4,1,3,2,3,3,-0.336,-0.4153,1,0.822465,0.708669,NA,NA
"753","m.19365",277,7,5,7,5,3,4,-0.239,-0.4308,1,0.827935,0.699048,"P05631","ATP synthase subunit gamma"
"754","m.19391",189,1,1,1,0,0,0,-0.34,-0.3517,1,0.795658,0.742621,NA,NA
"755","m.19416",143,3,2,4,5,5,4,0.274,0.4482,0.13135,0.038928,0.800316,NA,NA
"756","m.19423",152,1,2,1,1,1,0,-0.297,-0.2774,1,0.753479,0.772646,NA,NA
"757","m.19446",282,2,3,1,2,0,3,0.325,0.3602,0.239909,0.072744,0.809459,NA,NA
"758","m.19454",152,1,1,2,1,1,2,-0.648,-0.6652,0.953186,0.87467,0.479276,NA,NA
"759","m.19455",354,1,0,1,0,0,0,-0.382,-0.3966,1,0.815344,0.719544,NA,NA
"760","m.19460",144,4,4,4,3,3,2,-0.282,-0.4055,1,0.818807,0.714466,NA,NA
"761","m.19463",429,0,1,0,0,0,0,-0.356,-0.3431,1,0.791429,0.746587,NA,NA
"762","m.19469",629,1,1,0,0,1,1,-0.413,-0.3951,1,0.814747,0.720383,NA,NA
"763","m.19483",336,0,1,1,0,0,0,-0.406,-0.3652,1,0.801987,0.736111,NA,NA
"764","m.19487",501,2,2,1,3,3,3,0.643,0.7883,0.007508,0.001784,0.776897,NA,NA
"765","m.19494",241,1,1,1,1,1,2,-0.272,-0.2585,1,0.740504,0.778894,NA,NA
"766","m.19495",508,9,8,9,6,6,8,-0.256,-0.4938,1,0.846631,0.653817,NA,NA
"767","m.19496",684,0,0,1,0,0,0,-0.248,-0.2484,1,0.733154,0.782028,NA,NA
"768","m.195",212,0,1,1,1,1,1,-0.583,-0.5662,0.993999,0.862257,0.588756,NA,NA
"769","m.1950",311,2,4,2,1,1,1,-0.757,-0.7812,0.826609,0.876992,0.336462,NA,NA
"770","m.19503",183,0,1,0,0,0,0,-0.44,-0.421,1,0.82452,0.705197,NA,NA
"771","m.19510",516,14,4,13,11,15,17,-0.094,-0.2385,1,0.725658,0.78497,NA,NA
"772","m.19514",1648,3,3,4,5,4,3,0.272,0.4307,0.148834,0.044305,0.802087,NA,NA
"773","m.19535",181,1,1,1,0,0,0,-0.464,-0.4539,1,0.835414,0.683639,NA,NA
"774","m.19543",104,1,1,1,0,1,1,-0.522,-0.5027,1,0.848867,0.646585,NA,NA
"775","m.19558",268,4,3,5,2,1,1,-0.878,-1.1753,0.147498,0.827994,0.036386,NA,NA
"776","m.19561",251,2,1,1,3,3,4,0.905,1.0299,0.000496,8.9e-05,0.770821,NA,NA
"777","m.19580",222,1,2,1,0,0,0,-0.299,-0.2831,1,0.7572,0.770659,NA,NA
"778","m.19587",374,0,0,0,0,1,0,-0.481,-0.4396,1,0.830876,0.693332,NA,NA
"779","m.19597",531,13,11,9,10,9,9,0.157,0.3668,0.22987,0.069564,0.808763,"Q5ZJ54","T-complex protein 1 subunit zeta OS=Gallus gallus GN=CCT6 PE=1 SV=3                  "
"780","m.19598",1537,1,1,1,1,3,2,-0.098,-0.1028,1,0.590592,0.814382,"Q9QZQ1","Afadin OS=Mus musculus GN=Mllt4 PE=1 SV=3                      "
"781","m.196",258,3,3,4,4,4,3,0.077,0.1178,0.763456,0.287636,0.828309,"3272153","Predicted protein OS=Nematostella vectensis GN=v1g241439 PE=4 SV=1                     "
"782","m.19610",677,3,3,2,2,2,3,0.008,0.0094,0.939049,0.438044,0.826488,"Q96AC1","Fermitin family homolog 2 OS=Homo sapiens GN=FERMT2 PE=1 SV=1                   "
"783","m.19647",482,0,0,0,0,1,0,-0.417,-0.436,1,0.829687,0.695693,"Q5M7G4","Adenylate kinase 8 OS=Xenopus laevis GN=ak8 PE=2 SV=1                    "
"784","m.19657",547,2,2,2,3,1,2,0.212,0.2625,0.425841,0.135095,0.8193,"Q91YT7","YTH domain-containing family protein 2 OS=Mus musculus GN=Ythdf2 PE=2 SV=1                  "
"785","m.19661",333,11,11,11,4,6,7,-0.868,-1.757,0.000478,0.779497,7.3e-05,"Q95028","L-lactate dehydrogenase OS=Drosophila melanogaster GN=ImpL3 PE=2 SV=1                     "
"786","m.19674",317,7,2,4,4,3,3,-0.021,-0.0303,0.974126,0.494425,0.82345,"Q3URF8","BTB/POZ domain-containing protein KCTD21 OS=Mus musculus GN=Kctd21 PE=2 SV=1                   "
"787","m.19685",242,3,2,4,1,0,1,-1.263,-1.4795,0.01147,0.794128,0.002241,"Q5ZID6","Cytosolic 5'-nucleotidase 3A OS=Gallus gallus GN=NT5C3A PE=1 SV=3                    "
"788","m.19688",311,2,2,1,0,0,0,-0.463,-0.4557,1,0.835965,0.682383,NA,NA
"789","m.19700",101,1,1,1,1,1,1,-0.379,-0.3993,1,0.816409,0.718022,"Q0V8T3","Contactin-associated protein like 4-May OS=Rattus norvegicus GN=Cntnap5d PE=2 SV=1                   "
"790","m.19704",127,1,1,2,1,1,0,-0.762,-0.7564,0.861771,0.877535,0.366961,"Q9NUQ9","Protein FAM49B OS=Homo sapiens GN=FAM49B PE=1 SV=1                     "
"791","m.19708",361,4,3,7,5,2,3,-0.312,-0.5506,0.996564,0.859376,0.603957,"P70618","Mitogen-activated protein kinase 14 OS=Rattus norvegicus GN=Mapk14 PE=2 SV=3                   "
"792","m.19722",109,0,0,0,1,1,1,-0.448,-0.4404,1,0.831137,0.692804,"Q5PQ71","Isochorismatase domain-containing protein 2"
"793","m.19726",448,1,1,1,1,1,1,-0.298,-0.2884,1,0.760582,0.768769,"Q3SWY2","Integrin-linked protein kinase OS=Bos taurus GN=ILK PE=2 SV=1                    "
"794","m.1973",357,1,0,0,0,1,0,-0.318,-0.2904,1,0.761839,0.768044,"Q9WYX8","Uncharacterized protein TM_0508 OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) GN=TM_0508 PE=4 SV=1         "
"795","m.19751",156,0,0,1,0,0,0,-0.374,-0.3796,1,0.808341,0.728768,"Q96L93","Kinesin-like protein KIF16B OS=Homo sapiens GN=KIF16B PE=1 SV=2                    "
"796","m.19764",354,4,1,3,3,3,3,-0.022,-0.0291,0.973276,0.492744,0.823562,"Q3URF8","BTB/POZ domain-containing protein KCTD21 OS=Mus musculus GN=Kctd21 PE=2 SV=1                   "
"797","m.19768",178,1,3,2,1,2,1,-0.623,-0.6536,0.96071,0.873728,0.493067,"P16152","Carbonyl reductase [NADPH] 1 OS=Homo sapiens GN=CBR1 PE=1 SV=3                   "
"798","m.19801",196,1,1,1,0,1,0,-0.505,-0.4485,1,0.833735,0.687359,"Q00277","Glutathione peroxidase OS=Schistosoma mansoni GN=GPX1 PE=1 SV=2                     "
"799","m.19805",110,4,4,4,5,5,5,0.257,0.4194,0.161136,0.048102,0.803248,NA,NA
"800","m.19807",203,1,0,1,0,0,0,-0.347,-0.309,1,0.773042,0.761003,"Q4QQM4","Tumor protein p53-inducible protein 11 OS=Mus musculus GN=Trp53i11 PE=2 SV=1                  "
"801","m.19866",117,1,0,0,0,0,0,-0.513,-0.4946,1,0.846836,0.653176,"3274680","Predicted protein OS=Nematostella vectensis GN=v1g242938 PE=4 SV=1                     "
"802","m.19870",153,0,0,2,0,0,1,-0.707,-0.7911,0.811393,0.87663,0.32444,"Q94521","Dopamine N-acetyltransferase OS=Drosophila melanogaster GN=Dat PE=1 SV=1                     "
"803","m.19899",782,2,2,2,1,1,2,-0.772,-0.8375,0.732145,0.873902,0.269921,NA,NA
"804","m.19914",123,1,1,1,0,0,0,-0.163,-0.1556,1,0.6506,0.805081,NA,NA
"805","m.19922",158,0,0,0,0,1,0,-0.381,-0.3591,1,0.799173,0.739096,NA,NA
"806","m.19927",386,3,2,0,0,1,0,-0.483,-0.4667,1,0.839236,0.674525,NA,NA
"807","m.19949",302,0,0,0,0,0,1,-0.258,-0.2686,1,0.747562,0.775618,"Q640U7","Coiled-coil domain-containing protein 93 OS=Xenopus tropicalis GN=ccdc93 PE=2 SV=1                   "
"808","m.1996",868,17,14,13,8,5,7,-0.398,-0.9339,0.540805,0.863797,0.1715,"Q60HE9","Lysosomal alpha-mannosidase OS=Macaca fascicularis GN=MAN2B1 PE=2 SV=1                     "
"809","m.19966",302,3,5,5,6,6,6,0.255,0.4545,0.125501,0.037133,0.799688,NA,NA
"810","m.19978",746,6,6,6,6,4,6,0.077,0.1443,0.70497,0.254454,0.827473,"Q7ZYC4","Long-chain-fatty-acid--CoA ligase ACSBG2 OS=Xenopus laevis GN=acsbg2 PE=2 SV=1                    "
"811","m.19983",183,2,4,4,3,2,2,-0.233,-0.3452,1,0.792476,0.745631,"P23175","GTPase HRas OS=Murine sarcoma virus NS.C58 GN=H-RAS PE=3 SV=1                   "
"812","m.19991",861,9,8,9,8,6,5,-0.016,-0.0364,0.978258,0.502939,0.822863,"Q5EAJ7","Major vault protein OS=Strongylocentrotus purpuratus GN=MVP PE=1 SV=1                    "
"813","m.19993",588,4,3,2,2,3,2,0.013,0.0146,0.933327,0.430592,0.826787,"Q17R89","Rho GTPase-activating protein 44 OS=Homo sapiens GN=ARHGAP44 PE=1 SV=1                   "
"814","m.2",157,5,5,5,4,6,3,-0.122,-0.1924,1,0.686727,0.797081,"O46160","60S ribosomal protein L14 OS=Lumbricus rubellus GN=RPL14 PE=3 SV=1                   "
"815","m.20",400,2,0,2,0,1,0,-0.748,-0.7956,0.804269,0.876438,0.319012,"Q92051","Carbonic anhydrase OS=Danio rerio GN=cahz PE=1 SV=2                     "
"816","m.200",1142,24,25,25,22,20,18,-0.057,-0.2038,1,0.696992,0.794316,"G5E8K5","Ankyrin-3 OS=Mus musculus GN=Ank3 PE=1 SV=1                      "
"817","m.20013",565,10,7,10,6,8,10,-0.371,-0.804,0.790624,0.876038,0.308951,NA,NA
"818","m.20041",230,17,4,19,9,12,6,-0.67,-1.7859,0.000324,0.778523,4.8e-05,NA,NA
"819","m.20062",124,0,0,1,0,0,1,-0.263,-0.2639,1,0.744313,0.77716,NA,NA
"820","m.20081",531,2,3,3,2,3,4,-0.314,-0.3991,1,0.816331,0.718135,NA,NA
"821","m.20093",192,0,0,1,0,0,0,-0.469,-0.4482,1,0.83364,0.687564,NA,NA
"822","m.2011",367,1,1,0,0,0,0,-0.27,-0.2855,1,0.758741,0.769809,NA,NA
"823","m.20145",264,2,1,1,1,0,0,-0.342,-0.3271,1,0.783134,0.753605,"Q6PAM1","Alpha-taxilin OS=Mus musculus GN=Txlna PE=2 SV=1                      "
"824","m.20175",165,3,3,2,2,1,1,-0.255,-0.3189,1,0.778657,0.757026,NA,NA
"825","m.202",101,2,2,2,1,1,2,-0.639,-0.6224,0.976961,0.870527,0.529062,NA,NA
"826","m.2022",539,1,3,3,2,1,2,-0.449,-0.5621,0.994751,0.861525,0.592812,NA,NA
"827","m.20248",122,0,0,1,0,1,1,-0.444,-0.4407,1,0.831235,0.692605,NA,NA
"828","m.20249",222,0,0,1,0,0,0,-0.379,-0.3453,1,0.792526,0.745586,NA,NA
"829","m.20253",281,3,1,3,2,2,2,-0.333,-0.4165,1,0.822902,0.707944,NA,NA
"830","m.2030",436,3,0,4,2,1,1,-0.633,-0.8356,0.735621,0.874045,0.272081,"P23381","Tryptophan--tRNA ligase"
"831","m.20317",123,2,0,0,0,0,0,-0.276,-0.2636,1,0.744104,0.777258,NA,NA
"832","m.2032",373,5,6,7,5,5,4,-0.265,-0.4938,1,0.846631,0.653817,NA,NA
"833","m.20374",285,5,5,4,4,5,5,0.108,0.1667,0.652687,0.228089,0.826434,NA,NA
"834","m.20468",481,0,0,1,0,0,0,-0.458,-0.4418,1,0.831593,0.691874,"A7SMR1","Eukaryotic translation initiation factor 3 subunit D OS=Nematostella vectensis GN=v1g235689 PE=3 SV=1                "
"835","m.2050",233,2,2,2,1,0,0,-0.693,-0.7492,0.87116,0.877591,0.375886,"O76387","Probable peptidyl-tRNA hydrolase 2 OS=Caenorhabditis elegans GN=C24G6.8 PE=3 SV=1                   "
"836","m.20506",179,2,2,2,2,2,2,-0.128,-0.1539,1,0.648818,0.805419,"3302536","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g226089 PE=4 SV=1                    "
"837","m.20509",361,2,2,3,2,2,3,-0.336,-0.4163,1,0.822829,0.708065,"Q6AY65","Arfaptin-2 OS=Rattus norvegicus GN=Arfip2 PE=2 SV=1                      "
"838","m.20599",102,1,0,1,0,0,1,-0.278,-0.2983,1,0.766704,0.765121,"Q7ZWS2","7-methylguanosine phosphate-specific 5'-nucleotidase A OS=Xenopus laevis GN=Nt5c3b-a PE=2 SV=2                   "
"839","m.20617",373,1,1,1,0,1,0,-0.351,-0.3357,1,0.787663,0.74989,"Q63663","Interferon-induced guanylate-binding protein 2 OS=Rattus norvegicus GN=Gbp2 PE=1 SV=2                   "
"840","m.20656",236,1,0,1,2,0,2,0.306,0.3637,0.234545,0.071043,0.80909,"Q8L7C9","Glutathione S-transferase U20 OS=Arabidopsis thaliana GN=GSTU20 PE=1 SV=1                    "
"841","m.20660",110,1,0,0,0,0,0,-0.387,-0.384,0.999988,0.810204,0.726439,"Q9LK58","Pentatricopeptide repeat-containing protein At3g13150 OS=Arabidopsis thaliana GN=At3g13150 PE=2 SV=1                   "
"842","m.2067",217,5,4,3,1,2,1,-0.933,-1.0401,0.334818,0.848526,0.093168,"Q2HJ98","Acylpyruvase FAHD1"
"843","m.20683",314,1,1,2,0,0,0,-0.644,-0.656,0.959222,0.873934,0.490229,"Q5ZID0","NmrA-like family domain-containing protein 1 OS=Gallus gallus GN=NMRAL1 PE=2 SV=1                  "
"844","m.207",457,0,1,1,0,0,1,-0.443,-0.4054,1,0.818768,0.714524,"A7S4N4","Probable serine incorporator OS=Nematostella vectensis GN=serinc PE=3 SV=1                    "
"845","m.20784",421,1,1,1,0,0,0,-0.411,-0.4224,1,0.825017,0.704332,"Q96B97","SH3 domain-containing kinase-binding protein 1 OS=Homo sapiens GN=SH3KBP1 PE=1 SV=2                  "
"846","m.20818",279,1,1,1,0,0,0,-0.471,-0.486,1,0.844595,0.659978,"4191201","Putative uncharacterized protein OS=Salpingoeca rosetta (strain ATCC 50818 / BSB-021) GN=PTSG_01084 PE=4 SV=1               "
"847","m.20823",136,1,0,0,1,1,1,-0.375,-0.3531,1,0.796332,0.741963,"P13944","Collagen alpha-1(XII) chain OS=Gallus gallus GN=COL12A1 PE=1 SV=3                    "
"848","m.20828",231,3,4,3,0,2,1,-0.893,-1.0233,0.364852,0.851086,0.103393,"Q9P000","COMM domain-containing protein 9 OS=Homo sapiens GN=COMMD9 PE=1 SV=2                   "
"849","m.20898",435,3,5,5,1,1,3,-1.162,-1.4349,0.017637,0.797739,0.003583,"P11179","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex"
"850","m.20912",285,0,1,0,0,1,0,-0.536,-0.5379,0.998115,0.856837,0.615861,"3275652","Predicted protein OS=Nematostella vectensis GN=v1g243470 PE=4 SV=1                     "
"851","m.20916",317,8,9,10,6,6,7,-0.431,-0.8747,0.661047,0.87062,0.229185,NA,NA
"852","m.20918",315,2,3,3,1,1,3,-0.81,-0.8357,0.735439,0.874038,0.271967,"Q29RI9","Methionine adenosyltransferase 2 subunit beta OS=Bos taurus GN=MAT2B PE=2 SV=1                  "
"853","m.20924",380,3,3,5,2,2,2,-0.743,-1.0075,0.394213,0.853463,0.113736,"Q5REL1","cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Pongo abelii GN=PRKAR1A PE=2 SV=2                "
"854","m.20930",647,28,16,31,25,24,23,-0.174,-0.6842,0.93897,0.875925,0.456311,"P63018","Heat shock cognate 71 kDa protein OS=Rattus norvegicus GN=Hspa8 PE=1 SV=1                 "
"855","m.20941",628,4,8,8,3,4,1,-0.906,-1.4554,0.014507,0.796025,0.002895,"Q3SZH7","Leukotriene A-4 hydrolase OS=Bos taurus GN=LTA4H PE=2 SV=3                    "
"856","m.20945",770,5,5,6,4,1,3,-0.324,-0.5412,0.99775,0.857514,0.612809,"O00291","Huntingtin-interacting protein 1 OS=Homo sapiens GN=HIP1 PE=1 SV=5                    "
"857","m.20957",639,11,8,12,13,13,10,0.122,0.3341,0.282825,0.086505,0.812199,"Q58A42","Protein DD3-3 OS=Dictyostelium discoideum GN=DD3-3 PE=2 SV=1                     "
"858","m.20959",229,8,6,7,4,4,3,-0.508,-0.9243,0.560517,0.865015,0.180199,"P43487","Ran-specific GTPase-activating protein OS=Homo sapiens GN=RANBP1 PE=1 SV=1                    "
"859","m.20967",304,0,1,0,1,0,1,-0.355,-0.364,1,0.80144,0.736704,"O02467","N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase (Fragment) OS=Spodoptera frugiperda PE=1 SV=1                      "
"860","m.20970",243,1,2,2,0,0,0,-0.587,-0.612,0.981196,0.869241,0.540647,"3279955","Predicted protein OS=Nematostella vectensis GN=v1g245862 PE=4 SV=1                     "
"861","m.20978",138,5,5,5,5,4,5,0.07,0.1144,0.77061,0.292036,0.828383,NA,NA
"862","m.20979",350,0,1,1,0,0,0,-0.451,-0.4294,1,0.827456,0.699941,NA,NA
"863","m.20992",502,1,1,0,1,1,0,-0.337,-0.3195,1,0.77899,0.756779,"P61222","ATP-binding cassette sub-family E member 1 OS=Mus musculus GN=Abce1 PE=2 SV=1                 "
"864","m.21",461,21,24,24,24,25,20,0.053,0.1881,0.601347,0.204475,0.825187,"Q92005","Elongation factor 1-alpha OS=Danio rerio GN=eef1a PE=2 SV=1                    "
"865","m.21000",372,4,3,3,3,4,2,-0.02,-0.0265,0.971393,0.489095,0.823799,"Q6XLQ7","Calumenin OS=Oryctolagus cuniculus GN=CALU PE=1 SV=2                      "
"866","m.21001",182,1,1,0,0,0,0,-0.318,-0.3254,1,0.782218,0.754323,"Q8F7W8","Peptide methionine sulfoxide reductase MsrB OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) GN=msrB PE=3 SV=3            "
"867","m.21002",259,2,2,0,1,1,1,-0.342,-0.3465,1,0.79312,0.745036,"Q4R5B8","Eukaryotic translation initiation factor 3 subunit F OS=Macaca fascicularis GN=EIF3F PE=2 SV=1                "
"868","m.21013",777,2,2,1,1,0,1,-0.444,-0.4247,1,0.825827,0.702902,"B3DMA2","Acyl-CoA dehydrogenase family member 11 OS=Rattus norvegicus GN=Acad11 PE=1 SV=1                  "
"869","m.21018",369,2,0,1,2,2,2,0.406,0.4459,0.133543,0.039602,0.800547,"Q99961","Endophilin-A2 OS=Homo sapiens GN=SH3GL1 PE=1 SV=1                      "
"870","m.21023",149,1,1,1,1,0,0,-0.381,-0.3916,1,0.813338,0.722321,"P55008","Allograft inflammatory factor 1 OS=Homo sapiens GN=AIF1 PE=1 SV=1                   "
"871","m.21024",188,1,2,2,0,1,1,-0.766,-0.7897,0.813587,0.876686,0.326133,"P36972","Adenine phosphoribosyltransferase OS=Rattus norvegicus GN=Aprt PE=1 SV=1                     "
"872","m.21046",141,1,1,2,0,0,1,-0.776,-0.7932,0.808084,0.876543,0.321904,NA,NA
"873","m.21047",294,5,5,4,2,3,3,-0.594,-0.77,0.843019,0.877303,0.350179,"A0PJR5","Enoyl-CoA hydratase domain-containing protein 3"
"874","m.21052",665,1,0,2,2,0,1,-0.114,-0.1398,1,0.633655,0.808115,"Q8T5T1","Midasin OS=Giardia intestinalis GN=MDN1 PE=3 SV=1                      "
"875","m.2107",529,9,7,8,5,6,4,-0.355,-0.6464,0.964962,0.873076,0.501524,"Q28DB5","Alanine aminotransferase 2 OS=Xenopus tropicalis GN=gpt2 PE=2 SV=1                    "
"876","m.21074",449,2,2,2,0,1,1,-0.786,-0.8112,0.778589,0.87565,0.300406,"Q9CY58","Plasminogen activator inhibitor 1 RNA-binding protein OS=Mus musculus GN=Serbp1 PE=1 SV=2                 "
"877","m.21076",409,1,0,0,0,0,0,-0.415,-0.3972,1,0.815582,0.719207,"Q2KIK0","Suppressor of G2 allele of SKP1 homolog OS=Bos taurus GN=SUGT1 PE=2 SV=1                "
"878","m.21131",238,1,1,0,1,0,1,-0.482,-0.5292,0.998941,0.854996,0.623767,"P26652","Metalloproteinase inhibitor 3 OS=Gallus gallus GN=TIMP3 PE=1 SV=2                    "
"879","m.21152",377,2,2,1,2,1,2,0.268,0.2935,0.359656,0.111987,0.816337,"A7SPX9","Eukaryotic translation initiation factor 3 subunit M OS=Nematostella vectensis GN=v1g192238 PE=3 SV=1                "
"880","m.21153",225,2,3,4,2,0,0,-0.593,-0.743,0.878951,0.877603,0.383585,"Q9CZE3","Ras-related protein Rab-32 OS=Mus musculus GN=Rab32 PE=2 SV=3                    "
"881","m.21179",265,10,11,10,8,9,9,-0.184,-0.3879,1,0.811826,0.724341,"Q1L8L9","Adenylate kinase 2"
"882","m.212",347,3,0,2,0,1,2,-0.63,-0.5764,0.991883,0.864001,0.578479,NA,NA
"883","m.21217",277,1,0,0,0,0,0,-0.327,-0.3166,1,0.777374,0.757964,NA,NA
"884","m.21223",127,1,1,1,0,0,0,-0.401,-0.3786,0.999994,0.807913,0.729291,NA,NA
"885","m.21227",279,1,1,1,0,0,0,-0.494,-0.4757,1,0.841794,0.667864,NA,NA
"886","m.21268",784,1,2,3,1,1,2,-0.944,-1.0363,0.341497,0.849107,0.095412,NA,NA
"887","m.21281",322,1,0,1,0,0,0,-0.47,-0.4326,1,0.828546,0.697895,NA,NA
"888","m.21313",552,7,10,7,4,6,5,-0.363,-0.6119,0.981234,0.869228,0.540757,NA,NA
"889","m.21346",340,2,0,2,2,2,3,0.07,0.0871,0.824685,0.328378,0.828691,NA,NA
"890","m.2136",361,1,0,1,1,0,0,-0.345,-0.3134,1,0.775567,0.759256,NA,NA
"891","m.21375",111,0,0,1,0,0,0,-0.331,-0.3298,1,0.784574,0.752453,NA,NA
"892","m.21376",204,0,1,2,0,1,0,-0.761,-0.7448,0.876718,0.877603,0.381349,NA,NA
"893","m.21379",246,8,8,11,8,7,5,-0.214,-0.4964,1,0.847294,0.651727,"P34730","Protein BMH2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BMH2 PE=1 SV=3                "
"894","m.21388",376,1,1,1,0,1,0,-0.449,-0.4109,1,0.820842,0.711299,"Q9Y5B8","Nucleoside diphosphate kinase 7 OS=Homo sapiens GN=NME7 PE=1 SV=1                   "
"895","m.21390",125,7,2,8,8,8,6,0.061,0.1245,0.749093,0.279057,0.82814,NA,NA
"896","m.21416",355,1,1,1,0,1,0,-0.21,-0.2244,1,0.714467,0.788943,"Q9Y2W6","Tudor and KH domain-containing protein OS=Homo sapiens GN=TDRKH PE=1 SV=2                  "
