"Protein","PROTLEN","DEFLINE","PL30-C","PL12-1m","PL12-100b","PL30-100m","PL12-100m","PL30-10m","PL30-100b","PL30-1m","PL12-C","PL12-10m","UniprotID"
"m.23699",552,"Malate synthase OS=Myxococcus xanthus (strain DK 1622) GN=mls PE=3 SV=2",2.5,8.5,2,1.5,6,4.5,4.5,1,4,0,"P95329"
"m.23708",164,"Zinc finger RNA-binding protein OS=Rattus norvegicus GN=Zfr PE=1 SV=2",0,0,0.5,0,0,0,0,0,0.5,0,"Q562A2"
"m.23716",147,"Cytochrome c oxidase subunit 5B, mitochondrial OS=Mus musculus GN=Cox5b PE=1 SV=1",0,0.5,0.5,0,0,0,0,0,0,0,"P19536"
"m.23728",760,"Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1",0,0.5,0,0,0,0,0,0,1,1,"P46940"
"m.23737",412,"Aminoacylase-1 OS=Mus musculus GN=Acy1 PE=1 SV=1",4.5,6,8,4.5,4,12.5,3,9.5,4.5,13.5,"Q99JW2"
"m.23739",905,"Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 OS=Cricetulus griseus GN=GBF1 PE=2 SV=1",0.5,0,0,0,0,0.5,0,0,0,0,"Q9R1D7"
"m.23752",465,"NAD-dependent protein deacetylase sirtuin-2 OS=Homo sapiens GN=SIRT2 PE=1 SV=2",0,0.5,0,0,0,0,0,0,0,0,"Q8IXJ6"
"m.23814",289,"Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Cricetulus griseus GN=AIMP2 PE=2 SV=1",0,1,0.5,0,0,0,0,0,1,0,"Q9WVM7"
"m.23817",738,"ADP-ribosylation factor-binding protein GGA1 OS=Homo sapiens GN=GGA1 PE=1 SV=1",0,0.5,0.5,0,0,0.5,0,0,0.5,0,"Q9UJY5"
"m.23821",306,"Chymotrypsinogen 2 OS=Canis familiaris GN=CTRB1 PE=2 SV=1",20.5,15.5,12.5,16.5,14.5,12.5,14.5,15.5,11,10,"P04813"
"m.23824",188,"S-phase kinase-associated protein 1 OS=Xenopus laevis GN=skp1 PE=1 SV=3",3.5,2.5,1,2,5,2.5,3,2.5,3.5,2.5,"Q71U00"
"m.23859",213,"Protein NipSnap homolog 3A OS=Pongo abelii GN=NIPSNAP3A PE=2 SV=1",1.5,2.5,2,0,0,0,1.5,0,0.5,0,"Q5RAA9"
"m.23867",427,"Acetyl-CoA acetyltransferase, mitochondrial OS=Danio rerio GN=acat1 PE=2 SV=1",0.5,1,1.5,0,0,0.5,0,0,0,0,"Q6AZA0"
"m.23900",193,"UPF0468 protein C16orf80 homolog OS=Danio rerio GN=zgc:73380 PE=2 SV=1",1.5,2,1.5,0.5,0.5,0.5,0.5,0,2.5,0,"Q6PBJ2"
"m.23926",521,"Protein LSM14 homolog A OS=Homo sapiens GN=LSM14A PE=1 SV=3",1,0,1.5,0,0,1,0,0.5,0.5,0,"Q8ND56"
"m.23963",466,"Oncoprotein-induced transcript 3 protein OS=Mus musculus GN=Oit3 PE=2 SV=2",0,0,0,0,0.5,0,0,0.5,0,0,"Q8R4V5"
"m.2398",398,"Peptidase M20 domain-containing protein 2 OS=Mus musculus GN=Pm20d2 PE=2 SV=1",0.5,0.5,1,0.5,1,1,1,0,0,0.5,"A3KG59"
"m.23997",257,"Galactose-1-phosphate uridylyltransferase OS=Mus musculus GN=Galt PE=2 SV=3",0,1.5,2.5,2,2,1.5,0,1,1.5,2,"Q03249"
"m.24011",345,"5_-methylthioadenosine/S-adenosylhomocysteine nucleosidase OS=Haemophilus influenzae (strain 86-028NP) GN=mtnN PE=3 SV=1",0.5,3.5,1.5,0,0,0,0.5,0,3.5,0.5,"Q4QL83"
"m.24029",442,"DEAD-box ATP-dependent RNA helicase 6 OS=Oryza sativa subsp. japonica GN=Os04g0533000 PE=2 SV=1",0,0.5,0.5,0.5,0,0.5,0.5,0,1,0.5,"Q7XMK8"
"m.24081",202,"Proteasome subunit alpha type-6 OS=Mus musculus GN=Psma6 PE=1 SV=1",0,0,6,0,0,0,0,0,0.5,0,"Q9QUM9"
"m.24092",176,"Neudesin OS=Bos taurus GN=NENF PE=2 SV=1",1,0.5,1.5,2.5,1.5,2.5,1,3,1,2.5,"Q1JQA5"
"m.24137",338,"m.24137",0.5,2,4,0,1,0.5,1,0,0.5,0,NA
"m.24183",283,"WD repeat-containing protein 54 OS=Mus musculus GN=Wdr54 PE=2 SV=1",0.5,1.5,0.5,1,0.5,0.5,0,0,0,0,"Q9R0D8"
"m.24221",132,"Sarcoplasmic reticulum histidine-rich calcium-binding protein OS=Oryctolagus cuniculus GN=HRC PE=1 SV=1",0.5,2,0.5,0.5,2.5,1,0.5,0,0.5,0,"P16230"
"m.24266",335,"Predicted protein OS=Nematostella vectensis GN=v1g210155 PE=4 SV=1",0.5,0,0,0.5,1,2,0,1.5,0,1,"3277226"
"m.24308",388,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial OS=Macaca fascicularis GN=IDH3B PE=2 SV=2",0,0,1,0,0.5,0,0,0,0,0,"Q28479"
"m.2433",832,"Nuclear receptor coactivator 5 OS=Mus musculus GN=Ncoa5 PE=1 SV=1",0,1,0,0,0,0,0,0,1,0,"Q91W39"
"m.24351",185,"Amidase OS=Sulfolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) GN=SSO2122 PE=1 SV=1",4.5,7.5,8,7.5,8.5,6,12.5,1,5,2.5,"P95896"
"m.24356",255,"Zinc metalloproteinase nas-15 OS=Caenorhabditis elegans GN=nas-15 PE=2 SV=2",1,0.5,1,0.5,0.5,0.5,0.5,0,1,1,"P55115"
"m.2438",9514,"MAM and LDL-receptor class A domain-containing protein 1 OS=Homo sapiens GN=MALRD1 PE=4 SV=3",0.5,0,3.5,0,0,0,1,0,0,0,"Q5VYJ5"
"m.24423",342,"Sialate O-acetylesterase OS=Pongo abelii GN=SIAE PE=2 SV=1",1,1,1,4,3,3,0.5,0.5,1,2,"Q5RFU0"
"m.24620",241,"Ricin B lectin (Precursor) OS=Leptonema illini DSM 21528 GN=Lepil_4202 PE=4 SV=1",0.5,4,0.5,0.5,1,1.5,2.5,0,4,0,"15860556"
"m.24660",142,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens GN=SVEP1 PE=1 SV=3",0,0,0,0.5,0,0.5,0.5,1,0,1,"Q4LDE5"
"m.24683",223,"m.24683",0,0.5,0.5,0,0,0,0,0,0,0,NA
"m.2473",459,"Phosphonopyruvate decarboxylase OS=Streptomyces hygroscopicus GN=bcpC PE=3 SV=2",0,0.5,0,0,0,0,0.5,0.5,0,0,"Q54271"
"m.24851",900,"AP-2 complex subunit beta OS=Mus musculus GN=Ap2b1 PE=1 SV=1",6,25,11.5,2.5,8,6.5,5.5,3,11,1,"Q9DBG3"
"m.24936",844,"Laminin subunit alpha-2 OS=Homo sapiens GN=LAMA2 PE=1 SV=4",0,2,1.5,0,0,0,0,0,2,0,"P24043"
"m.24947",295,"Prohibitin-2 OS=Rattus norvegicus GN=Phb2 PE=1 SV=1",0.5,2,1.5,0.5,0,0,0,0.5,1,0,"Q5XIH7"
"m.24964",992,"Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens GN=EPRS PE=1 SV=5",6,15,3,0.5,1.5,1.5,7,1,9.5,0,"P07814"
"m.24975",251,"Proteasome subunit alpha type-3 OS=Homo sapiens GN=PSMA3 PE=1 SV=2",1,0.5,5,0,0,0,0,0,0.5,0,"P25788"
"m.25047",221,"m.25047",1,1,8.5,0.5,0.5,0,0,0.5,1.5,0,NA
"m.25076",1066,"Fibroblast growth factor receptor 2 OS=Gallus gallus GN=FGFR2 PE=2 SV=1",0.5,0.5,0.5,0.5,0.5,0,0.5,0,1,0,"P18461"
"m.251",263,"Small cysteine-rich protein 2 OS=Acropora millepora GN=SCRiP2 PE=4 SV=1",0,7,0,0,0.5,0,0,0,0,0,"3642302"
"m.25100",471,"m.25100",0,0,0.5,0,0,0,0.5,0,1,0,NA
"m.25110",269,"Pyrimidine-specific ribonucleoside hydrolase RihA OS=Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696) GN=rihA PE=3 SV=1",0,1,1,0,0,0.5,0.5,0,0.5,0,"A8AJF8"
"m.25121",520,"4-coumarate--CoA ligase OS=Pinus taeda GN=4CL PE=2 SV=1",0,0.5,1,0,0,0,0,0,0,0,"P41636"
"m.25139",549,"m.25139",0,2.5,1.5,1,0,0.5,0,0,1,0.5,NA
"m.25151",247,"Tubulin-folding cofactor B OS=Bos taurus GN=TBCB PE=2 SV=1",0,0.5,2,0.5,2,1.5,0.5,0.5,1,0,"Q5E951"
"m.25176",115,"60S ribosomal protein L13a OS=Bos taurus GN=RPL13A PE=2 SV=3",1,1.5,2.5,0,0,0.5,0.5,0,3,0,"Q3SZ90"
"m.25195",896,"Cytoplasmic aconitate hydratase OS=Homo sapiens GN=ACO1 PE=1 SV=3",0,4.5,2,0.5,2,1.5,0,0.5,3.5,3,"P21399"
"m.2520",559,"Apoptosis inhibitor 5 OS=Gallus gallus GN=API5 PE=2 SV=1",1,7,2,2.5,3,2.5,0.5,1.5,10,2.5,"Q5ZMW3"
"m.25218",280,"3-hydroxybutyryl-CoA dehydratase OS=Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787) GN=crt PE=3 SV=1",7.5,7.5,37,17.5,35.5,18.5,6.5,23,9,19.5,"P52046"
"m.25244",393,"Peptidase M20 domain-containing protein 2 OS=Mus musculus GN=Pm20d2 PE=2 SV=1",0.5,1.5,3,2,3.5,1,0,1.5,1,1.5,"A3KG59"
"m.25258",278,"Predicted protein OS=Nematostella vectensis GN=v1g243995 PE=4 SV=1",1.5,5,3,1,3,1,2,0,3.5,0.5,"3276573"
"m.2531",239,"LIM and SH3 domain protein 1 OS=Pongo abelii GN=LASP1 PE=2 SV=1",2,3.5,4,2.5,4,4,1.5,3,3,1.5,"Q5R5W0"
"m.25323",153,"Uncharacterized protein C05D11.1 OS=Caenorhabditis elegans GN=C05D11.1 PE=1 SV=2",3.5,1.5,0,0.5,1,1.5,2.5,0,1,0,"P48053"
"m.25325",239,"Prostaglandin reductase 2 OS=Pongo abelii GN=PTGR2 PE=2 SV=2",1,0,0.5,0,1,0,0,1.5,0.5,1,"Q5R806"
"m.25352",151,"Calmodulin OS=Xenopus laevis GN=calm1 PE=1 SV=2",1,1.5,0.5,1,1,0,0.5,0,2,0,"P62155"
"m.25379",155,"Uncharacterized oxidoreductase YjmC OS=Bacillus subtilis (strain 168) GN=yjmC PE=2 SV=1",1,2,1,1,1.5,0.5,1.5,1,1.5,1,"O34736"
"m.2539",1354,"Dystrophin OS=Sus scrofa GN=DMD PE=1 SV=1",0,1,0,0,0,1,0,0,2.5,0,"Q5GN48"
"m.25409",132,"m.25409",0,0,1.5,0.5,1,2.5,0,0,0.5,0,NA
"m.25410",350,"Twinfilin-1 OS=Rattus norvegicus GN=Twf1 PE=2 SV=1",1.5,7,5.5,2.5,3.5,4,1.5,1.5,8,0.5,"Q5RJR2"
"m.2542",649,"Guanylate-binding protein 7 OS=Homo sapiens GN=GBP7 PE=2 SV=2",5,13.5,7,2,3.5,4,6,1.5,11.5,0.5,"Q8N8V2"
"m.25428",275,"Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3",0,0,0,1,0.5,0.5,0,0.5,0,0,"P31696"
"m.25457",512,"m.25457",0,0.5,0,0,0,0,0,0,0,0,NA
"m.255",815,"Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens GN=HNRNPUL1 PE=1 SV=2",3.5,8.5,5.5,9,8,5.5,3.5,9,14,5,"Q9BUJ2"
"m.25546",453,"m.25546",4.5,9,8.5,1,2,0.5,4,0.5,10,0,NA
"m.25552",512,"Protein diaphanous homolog 2 OS=Mus musculus GN=Diaph2 PE=1 SV=2",1,2,1,0,0,0,0,0,2,0,"O70566"
"m.25564",220,"Transmembrane emp24 domain-containing protein 4 OS=Mus musculus GN=Tmed4 PE=2 SV=1",0,0,0,0,0,0,0,0,0,0,"Q8R1V4"
"m.25638",115,"m.25638",0,1.5,0,0,0,0,0,0,1.5,0,NA
"m.25678",189,"DAZ-associated protein 1 OS=Xenopus laevis GN=dazap1 PE=1 SV=1",0.5,2.5,0.5,0,0,0,0.5,0,2.5,0,"Q98SJ2"
"m.25703",334,"Collagen alpha-5(VI) chain OS=Homo sapiens GN=COL6A5 PE=1 SV=1",0,0,0.5,0.5,0,0,0.5,0,0,0,"A8TX70"
"m.25801",239,"Hematopoietic prostaglandin D synthase OS=Gallus gallus GN=HPGDS PE=1 SV=3",10,5,23.5,6.5,11,9.5,6,9,5.5,14,"O73888"
"m.25826",146,"Mucin-5AC (Fragments) OS=Homo sapiens GN=MUC5AC PE=1 SV=3",14,16,19,14.5,16,11.5,10,10,4.5,7.5,"P98088"
"m.25835",116,"m.25835",0,4,2.5,1.5,3,1,0.5,0,3,0,NA
"m.25869",277,"Amidase OS=Rhodococcus erythropolis GN=amdA PE=1 SV=2",3,2.5,2.5,0.5,1.5,2.5,3.5,0,1.5,2,"P22984"
"m.25982",154,"60S ribosomal protein L21 OS=Rattus norvegicus GN=Rpl21 PE=1 SV=3",1.5,0.5,0.5,2.5,0,0.5,0.5,0,1.5,2,"P20280"
"m.25985",421,"6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens GN=PGD PE=1 SV=3",25.5,25,27.5,6,8.5,5,22,2,10,6,"P52209"
"m.2600",343,"Chymotrypsinogen B OS=Bos taurus PE=1 SV=1",0.5,0.5,2,0,0.5,0,1.5,0,0,0,"P00767"
"m.26006",448,"Glutamate dehydrogenase OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482) GN=gdhA PE=3 SV=2",56,46.5,39,78.5,72,51,75.5,8,31.5,13,"P94598"
"m.26013",535,"Parafibromin OS=Gallus gallus GN=CDC73 PE=2 SV=1",1,2.5,0,0,0,0,1.5,0,1.5,0,"Q5ZLM0"
"m.26030",262,"Phosphoethanolamine N-methyltransferase 1 OS=Arabidopsis thaliana GN=NMT1 PE=2 SV=1",1.5,0,2,1.5,3,1,1,1,0.5,1,"Q9FR44"
"m.26049",373,"m.26049",2,0.5,3,2,3,3,0.5,3.5,2,3.5,NA
"m.26080",182,"Phosphotriesterase-related protein OS=Nematostella vectensis GN=v1g177083 PE=3 SV=1",2,1,1.5,1.5,1,1.5,1.5,1,1,0.5,"A7RFA1"
"m.26081",187,"Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1",11.5,1,8.5,5.5,4,4.5,10,2,4,3.5,"Q96CG8"
"m.26093",209,"Charged multivesicular body protein 6 OS=Homo sapiens GN=CHMP6 PE=1 SV=3",0,0,0.5,0.5,0,0,0,0,0.5,0,"Q96FZ7"
"m.2611",732,"Equistatin OS=Actinia equina PE=1 SV=1",1,1,0,0.5,0,0,0,0,0,0.5,"P81439"
"m.26158",399,"Golgi resident protein GCP60 OS=Homo sapiens GN=ACBD3 PE=1 SV=4",0.5,0.5,0,0,0,0.5,1,0,0.5,0,"Q9H3P7"
"m.26179",500,"Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3",0,0,0,0,0,0,0.5,0,0,0,"P34897"
"m.26224",229,"m.26224",1.5,0.5,0,1,5,1.5,0,0.5,0.5,0.5,NA
"m.26261",222,"m.26261",1.5,2,3.5,0.5,0.5,0.5,0,0,1.5,0,NA
"m.26278",149,"Predicted protein OS=Nematostella vectensis GN=v1g207416 PE=4 SV=1",4,8.5,23.5,33.5,33,22.5,19.5,10,7,6.5,"3275035"
"m.26302",181,"Myocilin OS=Mus musculus GN=Myoc PE=1 SV=1",2.5,5,0,0,0,0,0,0,2,0,"O70624"
"m.26336",389,"26S proteasome non-ATPase regulatory subunit 13 OS=Gallus gallus GN=PSMD13 PE=1 SV=1",1.5,1.5,2.5,0,0,0,0,0,4,0,"P84169"
"m.26339",197,"Protocadherin alpha-3 OS=Homo sapiens GN=PCDHA3 PE=2 SV=1",0,1.5,1,0.5,1,0,0.5,0,1.5,1,"Q9Y5H8"
"m.26379",171,"Calmodulin OS=Myxine glutinosa PE=2 SV=3",3,0,0.5,0,0.5,0,0,0,1,0.5,"Q9U6D3"
"m.26433",413,"Hephaestin-like protein 1 OS=Homo sapiens GN=HEPHL1 PE=2 SV=2",1.5,3,7,1,3.5,2,1.5,1,1.5,2,"Q6MZM0"
"m.26466",184,"S-methylmethionine--homocysteine S-methyltransferase BHMT2 OS=Homo sapiens GN=BHMT2 PE=1 SV=1",1.5,3,0.5,0,0,0,10.5,0,1,0,"Q9H2M3"
"m.26467",454,"Inhibin beta B chain OS=Sus scrofa GN=INHBB PE=1 SV=2",0,0,0,0.5,0.5,0,0,0,0,0,"P04088"
"m.26522",211,"Protein DD3-3 OS=Dictyostelium discoideum GN=DD3-3 PE=2 SV=1",1,0,2.5,2,3,2.5,0.5,0.5,0,1,"Q58A42"
"m.2655",450,"Elongation factor Tu OS=Granulibacter bethesdensis (strain ATCC BAA-1260 / CGDNIH1) GN=tuf PE=3 SV=1",0,0.5,0.5,0,1,0.5,0,0.5,1.5,0,"Q0BUQ2"
"m.26650",151,"Calmodulin OS=Metridium senile PE=1 SV=3",12,3.5,3.5,7.5,5.5,4,7.5,4,5.5,7,"Q95NR9"
"m.26727",287,"Proliferating cell nuclear antigen OS=Haplochromis burtoni GN=pcna PE=2 SV=1",0,0,0.5,1,1,0,0,0.5,0,3,"Q6B6N4"
"m.26751",180,"Uncharacterized protein OS=Xanthomonas albilineans (strain GPE PC73 / CFBP 7063) GN=XALC_2793 PE=4 SV=1",0,2,0,0,0,0,0.5,0,1.5,0.5,"43773995"
"m.26791",181,"Engulfment and cell motility protein 2 OS=Pongo abelii GN=ELMO2 PE=2 SV=1",1,1.5,0,0,0.5,0.5,0.5,0.5,1.5,0,"Q5RCC1"
"m.26871",106,"m.26871",2,1.5,1,2.5,0.5,2,2.5,1.5,1,0.5,NA
"m.26880",126,"Caspase-2 OS=Gallus gallus GN=CASP2 PE=2 SV=2",2.5,5.5,4.5,5,9,8.5,5,10.5,2.5,5,"Q98943"
"m.26907",311,"Calumenin-B OS=Danio rerio GN=calub PE=2 SV=1",4.5,2.5,5.5,2.5,3.5,4,2,1.5,3.5,2.5,"Q7SXV9"
"m.26926",313,"Protein NipSnap homolog 1 OS=Mus musculus GN=Nipsnap1 PE=1 SV=1",2.5,2,2,0,0.5,1,2.5,0,2.5,0,"O55125"
"m.26933",140,"Coactosin-like protein OS=Bos taurus GN=COTL1 PE=2 SV=3",2.5,4.5,3,3,3.5,2,0.5,4,2.5,4,"Q2HJ57"
"m.26940",335,"Fructose-1,6-bisphosphatase 1 OS=Sus scrofa GN=FBP1 PE=1 SV=4",7,11.5,6.5,4.5,10,3,5,3,5.5,2,"P00636"
"m.26952",376,"m.26952",72,91.5,96,124,224,103,81.5,96,66,102,NA
"m.26956",495,"m.26956",1,3.5,2,0,2.5,0.5,0,0.5,2,1,NA
"m.26970",515,"Splicing factor 1 OS=Homo sapiens GN=SF1 PE=1 SV=4",0,0,0,0,0,0,0,0,0.5,0,"Q15637"
"m.26981",281,"Reticulocalbin-2 OS=Mus musculus GN=Rcn2 PE=2 SV=1",12.5,7.5,7.5,6,10,11,6.5,1,10.5,2.5,"Q8BP92"
"m.27046",195,"m.27046",1,0,0.5,6.5,5,5,2.5,6,0,6,NA
"m.2705",268,"17-beta-hydroxysteroid dehydrogenase 14 OS=Bos taurus GN=HSD17B14 PE=2 SV=1",10,20.5,14,16,19,13.5,12,11,15,6.5,"Q9MYP6"
"m.27078",180,"m.27078",4,6,8.5,2,1,0.5,6.5,1,4,0.5,NA
"m.27080",181,"m.27080",1,0,2.5,0,0,1,0,0,0.5,0,NA
"m.27117",475,"RuvB-like 2 OS=Xenopus laevis GN=ruvbl2 PE=2 SV=1",0,0.5,0.5,0,0,0,0.5,0.5,1,0.5,"Q9DE27"
"m.27125",414,"Lysosomal Pro-X carboxypeptidase OS=Pongo abelii GN=PRCP PE=2 SV=1",0,1,1,0.5,1,1,0,0.5,0.5,0.5,"Q5RBU7"
"m.2715",610,"CUB and sushi domain-containing protein 1 OS=Mus musculus GN=Csmd1 PE=2 SV=2",16,14,20,21.5,25,13,12,6,11.5,13,"Q923L3"
"m.27197",142,"m.27197",0,2,0,0,0,0,0,0,0,0,NA
"m.27204",360,"A disintegrin and metalloproteinase with thrombospondin motifs 6 OS=Homo sapiens GN=ADAMTS6 PE=2 SV=2",1,0.5,0,0.5,0,0.5,0.5,0,0,0,"Q9UKP5"
"m.27220",121,"A disintegrin and metalloproteinase with thrombospondin motifs 7 OS=Mus musculus GN=Adamts7 PE=1 SV=3",0,0.5,1,0,0.5,0.5,0,0,0,0,"Q68SA9"
"m.2723",969,"Unconventional myosin-XVIIIa OS=Homo sapiens GN=MYO18A PE=1 SV=3",0.5,0,0,0,0.5,1,0,0.5,0.5,0.5,"Q92614"
"m.27234",308,"F-actin-capping protein subunit beta OS=Bos taurus GN=CAPZB PE=1 SV=1",6,17.5,15.5,5,10.5,11,16,1.5,12,3,"P79136"
"m.27257",181,"Semaphorin-5A OS=Homo sapiens GN=SEMA5A PE=1 SV=3",0,0.5,0,0,1,0.5,0,0,0,0.5,"Q13591"
"m.27343",272,"m.27343",0,3,0,0,0,0,0,0,1,0,NA
"m.2736",403,"Beta-hexosaminidase subunit beta OS=Homo sapiens GN=HEXB PE=1 SV=3",0.5,0,0,0,0,0,0,0,0,0,"P07686"
"m.2744",660,"Peroxinectin A OS=Dictyostelium discoideum GN=poxA PE=2 SV=1",0,0,0.5,0,0.5,0.5,0,0,0,0,"Q6TMK4"
"m.27474",600,"Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens GN=ACIN1 PE=1 SV=2",0,0,0,0.5,0.5,1,1,0,0,0.5,"Q9UKV3"
"m.2752",168,"Actin-related protein 2/3 complex subunit 4 OS=Mus musculus GN=Arpc4 PE=1 SV=3",15,15,13.5,6.5,30,13,16,4.5,13,0.5,"P59999"
"m.27586",330,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Mus musculus GN=Hadh PE=1 SV=2",2,15,15.5,5.5,30.5,13,1,2.5,9,2.5,"Q61425"
"m.27600",192,"Perlucin-like protein OS=Mytilus galloprovincialis PE=1 SV=1",0,0,0,1,1,0.5,0.5,0,1,0,"P86854"
"m.27603",105,"Predicted protein OS=Nematostella vectensis GN=v1g239513 PE=4 SV=1",0,0,1,0,0,0.5,0,0,0,1,"3268769"
"m.27605",263,"Proteasome subunit beta type-7 OS=Mus musculus GN=Psmb7 PE=1 SV=1",0,0,2,0.5,0.5,0,0,0,1,0,"P70195"
"m.27613",234,"Proteasome subunit alpha type-2 OS=Homo sapiens GN=PSMA2 PE=1 SV=2",0.5,0,3,0,0,0,0,0,1,0.5,"P25787"
"m.27614",142,"Myotrophin OS=Danio rerio GN=mtpn PE=3 SV=1",4,9,8.5,3,9,1,3.5,3,7,3,"Q7T2B9"
"m.2764",1523,"Protein PRRC2A OS=Homo sapiens GN=PRRC2A PE=1 SV=3",0,0,0,0,0,1,0,0.5,0.5,0.5,"P48634"
"m.27646",180,"Marginal zone B- and B1-cell-specific protein OS=Mus musculus GN=Mzb1 PE=1 SV=2",3.5,4,2,1.5,6,2.5,0,0.5,6,0.5,"Q9D8I1"
"m.2765",1329,"Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g224725 PE=4 SV=1",0,0.5,0.5,0,0,0,0,0,0,0,"3288684"
"m.27664",165,"m.27664",0,1.5,2.5,0.5,1,0,0,1,0.5,0,NA
"m.27687",497,"26S proteasome non-ATPase regulatory subunit 3 OS=Bos taurus GN=PSMD3 PE=2 SV=1",0.5,0.5,0,0,0,0,0,0,2,0.5,"Q2KJ46"
"m.27700",104,"Myosin-2 essential light chain OS=Drosophila melanogaster GN=Mlc-c PE=1 SV=1",0.5,4.5,2,2,5.5,1.5,2,1.5,4,4,"P54357"
"m.27757",157,"Aggrecan core protein OS=Bos taurus GN=ACAN PE=1 SV=3",5.5,4,6,0,0.5,1.5,6.5,0,4,0,"P13608"
"m.27772",428,"m.27772",0.5,0,2,1,2,1.5,1.5,1,1,2,NA
"m.27778",204,"Serine-threonine kinase receptor-associated protein OS=Gallus gallus GN=STRAP PE=2 SV=2",0,1,0.5,0,1,0,0,0,1,0,"Q5ZL33"
"m.2778",160,"Acylamino-acid-releasing enzyme OS=Rattus norvegicus GN=Apeh PE=1 SV=1",0,0.5,0,0,1,0.5,0,1,1,1,"P13676"
"m.27791",585,"97 kDa heat shock protein OS=Strongylocentrotus franciscanus GN=HSP110 PE=2 SV=1",6.5,16.5,14.5,10.5,17,12,3.5,9.5,13.5,7,"Q94738"
"m.278",253,"m.278",150,239,261.5,165,252,191,212,130.5,224.5,148,NA
"m.27802",451,"Actin-like protein 6A OS=Homo sapiens GN=ACTL6A PE=1 SV=1",0,0.5,0,0,0,0,0,0,0,0,"O96019"
"m.27813",362,"PDZ domain-containing protein GIPC1 OS=Rattus norvegicus GN=Gipc1 PE=1 SV=2",0.5,1.5,1.5,1,1.5,0,0.5,1,1.5,1,"Q9Z254"
"m.2792",427,"Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens GN=WARS PE=1 SV=2",1.5,26,44.5,8,4,1.5,2,1,19,0.5,"P23381"
"m.2794",658,"Dipeptidyl peptidase family member 6 OS=Caenorhabditis elegans GN=dpf-6 PE=3 SV=2",13.5,53,61.5,45,68.5,43.5,21.5,11,41.5,9.5,"P34422"
"m.28013",833,"Protocadherin Fat 3 OS=Rattus norvegicus GN=Fat3 PE=1 SV=1",2.5,2,4,3,3.5,4,3,0.5,4.5,3.5,"Q8R508"
"m.28137",274,"Peripheral-type benzodiazepine receptor-associated protein 1 OS=Homo sapiens GN=BZRAP1 PE=1 SV=2",0,0.5,0,0.5,1,2.5,1,0.5,3.5,0,"O95153"
"m.28144",117,"PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1",2,1,2,3.5,2.5,3.5,0.5,3,1,2.5,"Q55G75"
"m.2824",459,"Retinoid-inducible serine carboxypeptidase OS=Homo sapiens GN=SCPEP1 PE=1 SV=1",3.5,3.5,4.5,2,11,3,2.5,2.5,2.5,4,"Q9HB40"
"m.28267",221,"Retinol dehydrogenase 8 OS=Homo sapiens GN=RDH8 PE=1 SV=1",0,0.5,0,0.5,0,0.5,0,0,0.5,0,"Q9NYR8"
"m.28278",688,"Long-chain-fatty-acid--CoA ligase 1 OS=Cavia porcellus GN=ACSL1 PE=2 SV=1",0,1,0,0,0,0,0,0.5,0.5,0,"Q9JID6"
"m.28313",382,"Uncharacterized protein OS=Parabacteroides goldsteinii dnLKV18 GN=C803_04595 PE=4 SV=1",0.5,4.5,0,0,1,0,0,0,2.5,1,"32160160"
"m.284",444,"Septin-7 OS=Mus musculus GN=Sept7 PE=1 SV=1",1,2.5,2.5,1,0,1.5,2,1,2,0.5,"O55131"
"m.2841",371,"Dihydroxy-acid dehydratase OS=Chloroflexus aurantiacus (strain ATCC 29364 / DSM 637 / Y-400-fl) GN=ilvD PE=3 SV=1",2.5,0.5,0.5,0,0,1,1.5,0,0.5,0,"B9LM83"
"m.28413",203,"Glycolipid transfer protein OS=Rattus norvegicus GN=GLTP PE=2 SV=1",1.5,2.5,4,1.5,1.5,1,2,3,4,2.5,"B0BNM9"
