ID,PROTLEN,DEFLINE,PD30.100b,PD12.C,PD30.1m,PD30.100m,PD12.10m,PD30.C,PD30-C2,PD12.1m,PD30.100m2,PD12.100m,PD30.10m,PD30.10m2,PD30.1m2,UniprotID
Pocillopora_acuta_HIv1_PredGene_g17700.t1,286,Pocillopora_acuta_HIv1_PredGene_g17700.t1,0.5,3.5,2.5,1,3.5,3,1.5,1.5,0.5,1,7,3,3,Q9VXF9
Pocillopora_acuta_HIv1_PredGene_g17709.t1,379,Pocillopora_acuta_HIv1_PredGene_g17709.t1,1,2,1,1,1,1,0,0,0.5,0.5,0.5,0.5,1,B1AJU0
Pocillopora_acuta_HIv1_PredGene_g17743.t1,882,Pocillopora_acuta_HIv1_PredGene_g17743.t1,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,E9Q4V2
Pocillopora_acuta_HIv1_PredGene_g17780.t1,549,Pocillopora_acuta_HIv1_PredGene_g17780.t1,0.5,5,7,7,3.5,3.5,1,1,2.5,2,12.5,2.5,10,Q5RKM6
Pocillopora_acuta_HIv1_PredGene_g17781.t1,4509,Pocillopora_acuta_HIv1_PredGene_g17781.t1,0.5,0.5,0,0,0.5,1,0,0.5,0,1,0,0.5,0,F1RCP6
Pocillopora_acuta_HIv1_PredGene_g17833.t1,248,Pocillopora_acuta_HIv1_PredGene_g17833.t1,3,13,10.5,14,16,7.5,2.5,6,13.5,19,11,7,7,Q6IS07
Pocillopora_acuta_HIv1_PredGene_g17835.t1,189,Pocillopora_acuta_HIv1_PredGene_g17835.t1,3.5,7.5,7,4,5.5,7,7,1,1.5,7.5,5.5,3.5,5,Q5XJ36
Pocillopora_acuta_HIv1_PredGene_g17846.t1,216,Pocillopora_acuta_HIv1_PredGene_g17846.t1,0,1,0,1,1,1.5,0,0,0,0,0.5,0.5,2,B6UVR4
Pocillopora_acuta_HIv1_PredGene_g17852.t1,295,Pocillopora_acuta_HIv1_PredGene_g17852.t1,0,0.5,0.5,0.5,0.5,1,0,0,0.5,0,0.5,0,0,Q99838
Pocillopora_acuta_HIv1_PredGene_g17867.t1,315,Pocillopora_acuta_HIv1_PredGene_g17867.t1,1,0,1,1,1,0,0,0,0.5,0,0.5,0.5,1,A9J6L6
Pocillopora_acuta_HIv1_PredGene_g17927.t1,313,Pocillopora_acuta_HIv1_PredGene_g17927.t1,2.5,0.5,2.5,2.5,5,3,1.5,1,1.5,1.5,2.5,3,1,D3YU12
Pocillopora_acuta_HIv1_PredGene_g17950.t1,253,Pocillopora_acuta_HIv1_PredGene_g17950.t1,0,0,0,0.5,0.5,0,0.5,0,0.5,0,0,0.5,0,Q542V3
Pocillopora_acuta_HIv1_PredGene_g17951.t1,154,Pocillopora_acuta_HIv1_PredGene_g17951.t1,1.5,1,1.5,1.5,1.5,1.5,2.5,2.5,1.5,2,1,1,2,Q5THU6
Pocillopora_acuta_HIv1_PredGene_g17974.t1,693,Pocillopora_acuta_HIv1_PredGene_g17974.t1,26,38,33.5,28,35.5,20.5,33,16,32,27,28.5,29.5,38,Q53H23
Pocillopora_acuta_HIv1_PredGene_g17978.t1,143,Pocillopora_acuta_HIv1_PredGene_g17978.t1,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,Q3U4G7
Pocillopora_acuta_HIv1_PredGene_g17980.t1,172,Pocillopora_acuta_HIv1_PredGene_g17980.t1,5,19.5,18,16,16.5,14.5,0,6.5,28.5,3.5,13.5,16.5,4,Q5XJB0
Pocillopora_acuta_HIv1_PredGene_g17981.t1,172,Pocillopora_acuta_HIv1_PredGene_g17981.t1,4,6,8,5.5,6,4,2.5,4,7.5,1.5,7,4,2,Q5XJB0
Pocillopora_acuta_HIv1_PredGene_g17991.t1,2139,Pocillopora_acuta_HIv1_PredGene_g17991.t1,0.5,1.5,1.5,5,3.5,2.5,2,1,2.5,1,1.5,5,5,O94884
Pocillopora_acuta_HIv1_PredGene_g18008.t1,877,Pocillopora_acuta_HIv1_PredGene_g18008.t1,0.5,1.5,4.5,2,1.5,0.5,0.5,0.5,0,2,4.5,2.5,5,Q54PR9
Pocillopora_acuta_HIv1_PredGene_g18020.t1,322,Pocillopora_acuta_HIv1_PredGene_g18020.t1,0.5,2,1,0.5,1,1,0.5,1,0.5,1,1,1,1,O16454
Pocillopora_acuta_HIv1_PredGene_g18041.t1,141,Pocillopora_acuta_HIv1_PredGene_g18041.t1,1,1,1,1,2,1.5,2.5,0.5,0,1,2.5,0,1,Q802G9
Pocillopora_acuta_HIv1_PredGene_g18097.t1,185,Pocillopora_acuta_HIv1_PredGene_g18097.t1,1.5,0,1.5,3.5,0,1.5,0,0,0.5,0.5,2.5,4.5,6,Q6IQP4
Pocillopora_acuta_HIv1_PredGene_g18110.t1,979,Pocillopora_acuta_HIv1_PredGene_g18110.t1,0.5,1.5,1,1,2,1,1,0.5,0.5,1,0,0,1,B0UYE9
Pocillopora_acuta_HIv1_PredGene_g18120.t1,361,Pocillopora_acuta_HIv1_PredGene_g18120.t1,1.5,4,3,2.5,2.5,4.5,1,1,2,1,6.5,4,3,Q8BTZ7
Pocillopora_acuta_HIv1_PredGene_g18121.t1,347,Pocillopora_acuta_HIv1_PredGene_g18121.t1,10,10.5,6,8,8.5,7,10,3,7.5,9.5,15,5.5,7,Q80X09
Pocillopora_acuta_HIv1_PredGene_g18122.t1,108,Pocillopora_acuta_HIv1_PredGene_g18122.t1,0.5,0,0.5,2,0,0.5,1.5,0,0,0,0.5,1,3,Q5T9G3
Pocillopora_acuta_HIv1_PredGene_g18132.t1,324,Pocillopora_acuta_HIv1_PredGene_g18132.t1,5.5,8.5,8,6,10,8.5,9,3.5,2.5,8,11,7,7,Q7ZV03
Pocillopora_acuta_HIv1_PredGene_g18152.t1,279,Pocillopora_acuta_HIv1_PredGene_g18152.t1,0.5,0,0.5,1.5,1.5,1,0.5,0.5,1,0.5,1,0.5,1,Q6P104
Pocillopora_acuta_HIv1_PredGene_g18156.t1,381,Pocillopora_acuta_HIv1_PredGene_g18156.t1,0,0.5,0.5,0,0,0,0,0,0,0,0.5,0,0,Q6P3A8
Pocillopora_acuta_HIv1_PredGene_g18173.t1,698,Pocillopora_acuta_HIv1_PredGene_g18173.t1,4,6,6,8.5,7.5,4,4.5,4.5,6,2,11,18,15,Q29R80
Pocillopora_acuta_HIv1_PredGene_g18174.t1,512,Pocillopora_acuta_HIv1_PredGene_g18174.t1,1,0,1,1.5,0.5,1,0,0,0.5,0,1,0,2,Q5U3S1
Pocillopora_acuta_HIv1_PredGene_g18180.t1,171,Pocillopora_acuta_HIv1_PredGene_g18180.t1,0,0,1,0.5,0.5,0,0.5,0,0,0,0,0,0,O00422
Pocillopora_acuta_HIv1_PredGene_g18188.t1,328,Pocillopora_acuta_HIv1_PredGene_g18188.t1,2.5,3,3,0.5,3,2.5,3,2,4,1.5,0.5,1,1,Q7ZVD2
Pocillopora_acuta_HIv1_PredGene_g18199.t1,3856,Pocillopora_acuta_HIv1_PredGene_g18199.t1,28.5,23,46,31,31.5,38.5,45,30,18,40.5,21.5,31,34,Q14169
Pocillopora_acuta_HIv1_PredGene_g18215.t1,236,Pocillopora_acuta_HIv1_PredGene_g18215.t1,1,2.5,2.5,2.5,1.5,2,2,3,3,2,2,1,3,A5PLA1
Pocillopora_acuta_HIv1_PredGene_g18220.t1,949,Pocillopora_acuta_HIv1_PredGene_g18220.t1,0,0,0,0,0,0,0.5,0,0,1,0,0.5,0,B7ZBZ8
Pocillopora_acuta_HIv1_PredGene_g18234.t1,326,Pocillopora_acuta_HIv1_PredGene_g18234.t1,0,1,0,0,0.5,0,0,0.5,0,0,1,0,0,Q6PIY7
Pocillopora_acuta_HIv1_PredGene_g18235.t1,330,Pocillopora_acuta_HIv1_PredGene_g18235.t1,0,0.5,0.5,0.5,3,2.5,0,2.5,0,1,2.5,0,0,Q8CCH5
Pocillopora_acuta_HIv1_PredGene_g18241.t1,240,Pocillopora_acuta_HIv1_PredGene_g18241.t1,23,36,45,54,45,42.5,36.5,16,43,21.5,47,31.5,34,A2CEF5
Pocillopora_acuta_HIv1_PredGene_g1825.t1,564,Pocillopora_acuta_HIv1_PredGene_g1825.t1,0,0,0,0,0,0.5,0.5,0.5,0,0.5,1,0.5,0,Q9I6W8
Pocillopora_acuta_HIv1_PredGene_g18262.t1,472,Pocillopora_acuta_HIv1_PredGene_g18262.t1,2,3.5,2,1,2.5,3,1.5,0.5,4.5,1,1.5,2.5,2,F1QGW6
Pocillopora_acuta_HIv1_PredGene_g18274.t1,202,Pocillopora_acuta_HIv1_PredGene_g18274.t1,4,6,4.5,2,1,4.5,0,0,6,0,2,2,1,A8K505
Pocillopora_acuta_HIv1_PredGene_g18291.t1,1019,Pocillopora_acuta_HIv1_PredGene_g18291.t1,0,1.5,0,0,0.5,0,0,0,0,0,1.5,0.5,1,Q5JRX3
Pocillopora_acuta_HIv1_PredGene_g18295.t1,241,Pocillopora_acuta_HIv1_PredGene_g18295.t1,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,A4IG71
Pocillopora_acuta_HIv1_PredGene_g18298.t1,616,Pocillopora_acuta_HIv1_PredGene_g18298.t1,8,14,17,11.5,17.5,8,11,5.5,13.5,7.5,19.5,9,9,Q68ED6
Pocillopora_acuta_HIv1_PredGene_g18299.t1,707,Pocillopora_acuta_HIv1_PredGene_g18299.t1,10.5,20,21,22,22.5,13.5,12.5,8,13,14.5,15.5,11.5,15,Q53H05
Pocillopora_acuta_HIv1_PredGene_g18303.t1,232,Pocillopora_acuta_HIv1_PredGene_g18303.t1,1,9,1,0,2,3,0.5,2,0.5,1.5,13,1.5,0,Q6DHK5
Pocillopora_acuta_HIv1_PredGene_g18304.t1,239,Pocillopora_acuta_HIv1_PredGene_g18304.t1,0,3.5,0,0,2.5,0.5,0,1,1.5,0,16.5,0,0,V9HWG9
Pocillopora_acuta_HIv1_PredGene_g18307.t1,569,Pocillopora_acuta_HIv1_PredGene_g18307.t1,0,2,1.5,3.5,0.5,1.5,1.5,1,1.5,1,0.5,0,0,B3KSA3
Pocillopora_acuta_HIv1_PredGene_g18316.t1,968,Pocillopora_acuta_HIv1_PredGene_g18316.t1,0,0,1,0,0.5,0,0,0,0.5,0,0,0,0,A6NGE3
Pocillopora_acuta_HIv1_PredGene_g1832.t1,350,Pocillopora_acuta_HIv1_PredGene_g1832.t1,2.5,8.5,6.5,6,9,7,5,3.5,5,8,10,5.5,6,Q6NYA1
Pocillopora_acuta_HIv1_PredGene_g18325.t1,657,Pocillopora_acuta_HIv1_PredGene_g18325.t1,3,4,2,4.5,4.5,3.5,4.5,1,3.5,2.5,10,3,4,Q7ZVU6
Pocillopora_acuta_HIv1_PredGene_g18331.t1,366,Pocillopora_acuta_HIv1_PredGene_g18331.t1,0.5,1,1.5,0,1.5,1,1.5,0.5,0.5,0.5,0.5,0.5,1,Q3UI67
Pocillopora_acuta_HIv1_PredGene_g18333.t1,544,Pocillopora_acuta_HIv1_PredGene_g18333.t1,5.5,9,7.5,5.5,4,4.5,9.5,6.5,8,4,9,5.5,5,Q7ZU96
Pocillopora_acuta_HIv1_PredGene_g18339.t1,4617,Pocillopora_acuta_HIv1_PredGene_g18339.t1,1,0,1,0,0.5,0,0.5,0,0,0,0,0.5,0,K7DY80
Pocillopora_acuta_HIv1_PredGene_g18349.t1,809,Pocillopora_acuta_HIv1_PredGene_g18349.t1,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0,1.5,0,Q8K1J9
Pocillopora_acuta_HIv1_PredGene_g18352.t1,229,Pocillopora_acuta_HIv1_PredGene_g18352.t1,1,2.5,0.5,1,0.5,0.5,0.5,0,1.5,0.5,11,0.5,0,-
Pocillopora_acuta_HIv1_PredGene_g1836.t1,1001,Pocillopora_acuta_HIv1_PredGene_g1836.t1,2.5,2,2,2,3.5,3.5,1,3,0,2,3.5,1,2,Q2VPQ4
Pocillopora_acuta_HIv1_PredGene_g18369.t1,224,Pocillopora_acuta_HIv1_PredGene_g18369.t1,1,0.5,0.5,0,0.5,0,0,0,0,0,1,1,0,I1K7L6
Pocillopora_acuta_HIv1_PredGene_g1837.t1,188,Pocillopora_acuta_HIv1_PredGene_g1837.t1,0,5,0,2,4,0,0,5.5,0,1,8.5,14,0,Q9JIF4
Pocillopora_acuta_HIv1_PredGene_g18373.t1,507,Pocillopora_acuta_HIv1_PredGene_g18373.t1,2.5,6.5,2.5,5,4,3,3.5,1,2.5,2,5.5,5.5,4,Q6NWL5
Pocillopora_acuta_HIv1_PredGene_g18375.t1,739,Pocillopora_acuta_HIv1_PredGene_g18375.t1,1.5,7.5,7,8.5,6.5,9.5,3.5,0.5,4,2.5,13,9,7,Q59H26
Pocillopora_acuta_HIv1_PredGene_g1838.t1,178,Pocillopora_acuta_HIv1_PredGene_g1838.t1,0.5,4.5,0,3,3,0,0,2.5,0.5,1.5,5,11.5,0,Q8IMS5
Pocillopora_acuta_HIv1_PredGene_g18389.t1,402,Pocillopora_acuta_HIv1_PredGene_g18389.t1,1,0,0,2.5,0,0,0,0,0,0,0,0.5,0,C9YL30
Pocillopora_acuta_HIv1_PredGene_g18390.t1,431,Pocillopora_acuta_HIv1_PredGene_g18390.t1,0.5,0,0,0,0,0,0,0,0,0,0,1,0,
Pocillopora_acuta_HIv1_PredGene_g18403.t1,395,Pocillopora_acuta_HIv1_PredGene_g18403.t1,0,1,0,0,1.5,1,0,0.5,1.5,1,1,1,0,A2VD21
Pocillopora_acuta_HIv1_PredGene_g18404.t1,266,Pocillopora_acuta_HIv1_PredGene_g18404.t1,2.5,9,9.5,2,3.5,5.5,0,3.5,8,0,5,7.5,1,Q642H9
Pocillopora_acuta_HIv1_PredGene_g18424.t1,1784,Pocillopora_acuta_HIv1_PredGene_g18424.t1,2.5,2,2,3,1,1,1,0.5,1.5,2,3,0.5,3,Q9R143
Pocillopora_acuta_HIv1_PredGene_g18454.t1,304,Pocillopora_acuta_HIv1_PredGene_g18454.t1,3.5,6.5,15,11.5,9,14.5,9,9,13,9,18,19.5,13,Q9D7T9
Pocillopora_acuta_HIv1_PredGene_g18496.t1,236,Pocillopora_acuta_HIv1_PredGene_g18496.t1,2,1,0.5,5.5,0,0.5,0.5,0,2.5,0.5,3.5,4,4,Q8LA87
Pocillopora_acuta_HIv1_PredGene_g18503.t1,646,Pocillopora_acuta_HIv1_PredGene_g18503.t1,10.5,53.5,11,15,17.5,11,7,10.5,13.5,16,31,12,13,Q9UJD2
Pocillopora_acuta_HIv1_PredGene_g18504.t1,606,Pocillopora_acuta_HIv1_PredGene_g18504.t1,1.5,0.5,0,0.5,0.5,0.5,1,0,0,0.5,0,0.5,1,Q9PT91
Pocillopora_acuta_HIv1_PredGene_g18511.t1,964,Pocillopora_acuta_HIv1_PredGene_g18511.t1,0,0,0,1,0,0,0,0,0,0,0,0,0,Q8BMI9
Pocillopora_acuta_HIv1_PredGene_g18516.t1,306,Pocillopora_acuta_HIv1_PredGene_g18516.t1,0,2,1,0,0,0.5,0,0,0,0,0,0.5,0,Q8WTY4
Pocillopora_acuta_HIv1_PredGene_g18518.t1,399,Pocillopora_acuta_HIv1_PredGene_g18518.t1,0,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0,F1QFU9
Pocillopora_acuta_HIv1_PredGene_g18523.t1,578,Pocillopora_acuta_HIv1_PredGene_g18523.t1,1,0,1,0.5,0.5,1,0,0.5,0.5,0,0.5,0,0,P97390
Pocillopora_acuta_HIv1_PredGene_g186.t1,893,Pocillopora_acuta_HIv1_PredGene_g186.t1,0.5,0,0.5,0.5,2,0.5,0,0,0.5,2,0.5,1.5,2,Q60992
Pocillopora_acuta_HIv1_PredGene_g18620.t1,358,Pocillopora_acuta_HIv1_PredGene_g18620.t1,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,Q8IVL4
Pocillopora_acuta_HIv1_PredGene_g18629.t1,494,Pocillopora_acuta_HIv1_PredGene_g18629.t1,15,16,15.5,14.5,20,12,11,17,20,13.5,25.5,13,12,Q9BTS8
Pocillopora_acuta_HIv1_PredGene_g18634.t1,347,Pocillopora_acuta_HIv1_PredGene_g18634.t1,2.5,2,3,5,2.5,2.5,3,0.5,3,2.5,1,5,6,Q6EZF9
Pocillopora_acuta_HIv1_PredGene_g18639.t1,570,Pocillopora_acuta_HIv1_PredGene_g18639.t1,2.5,2,4,5,3,4,3,0.5,3.5,2.5,1.5,6.5,7,-
Pocillopora_acuta_HIv1_PredGene_g18640.t1,420,Pocillopora_acuta_HIv1_PredGene_g18640.t1,0,1.5,2,0.5,0,1,0.5,0,0,0.5,1.5,0.5,0,I1MYF5
Pocillopora_acuta_HIv1_PredGene_g18646.t1,2545,Pocillopora_acuta_HIv1_PredGene_g18646.t1,1.5,0.5,0,0,0,0,0,0.5,0,0,0,0,0,Q54E42
Pocillopora_acuta_HIv1_PredGene_g18648.t1,339,Pocillopora_acuta_HIv1_PredGene_g18648.t1,7.5,8.5,7.5,8.5,8,4.5,4.5,3.5,5.5,6,8.5,9,9,Q7ZUS9
Pocillopora_acuta_HIv1_PredGene_g18650.t1,815,Pocillopora_acuta_HIv1_PredGene_g18650.t1,2,1.5,1.5,1,1,1.5,1.5,2.5,1.5,0,0,1,0,Q7KUR2
Pocillopora_acuta_HIv1_PredGene_g18657.t1,670,Pocillopora_acuta_HIv1_PredGene_g18657.t1,1.5,1,0,0.5,0,0,0,0,0.5,0,0,0.5,0,Q9CZ63
Pocillopora_acuta_HIv1_PredGene_g18661.t1,359,Pocillopora_acuta_HIv1_PredGene_g18661.t1,1.5,3.5,2.5,3,2,3,1.5,1.5,0,2.5,2.5,1,1,Q1MT71
Pocillopora_acuta_HIv1_PredGene_g187.t1,725,Pocillopora_acuta_HIv1_PredGene_g187.t1,5.5,6.5,6,6.5,8,3.5,7,4,5,5,6.5,6,7,Q55G75
Pocillopora_acuta_HIv1_PredGene_g1870.t1,811,Pocillopora_acuta_HIv1_PredGene_g1870.t1,5,2.5,3,4,2.5,2,3,1.5,3,2,3,4.5,4,Q9VQU8
Pocillopora_acuta_HIv1_PredGene_g18709.t1,334,Pocillopora_acuta_HIv1_PredGene_g18709.t1,2.5,8,3.5,3.5,5.5,3,3.5,0.5,3.5,1.5,17,3.5,4,Q6PFT1
Pocillopora_acuta_HIv1_PredGene_g18710.t1,514,Pocillopora_acuta_HIv1_PredGene_g18710.t1,4.5,5.5,4.5,4,3.5,4,2.5,1.5,1.5,2,10,4.5,3,Q803R9
Pocillopora_acuta_HIv1_PredGene_g18715.t1,195,Pocillopora_acuta_HIv1_PredGene_g18715.t1,6,5,3,4,3.5,3,3,1,4.5,2.5,4,5,5,B7Z681
Pocillopora_acuta_HIv1_PredGene_g18732.t1,622,Pocillopora_acuta_HIv1_PredGene_g18732.t1,1,1.5,0.5,0,1.5,1,0.5,0.5,2.5,1,1.5,0.5,1,Q59ES9
Pocillopora_acuta_HIv1_PredGene_g18747.t1,939,Pocillopora_acuta_HIv1_PredGene_g18747.t1,0,0,0,0,1,0,0.5,0,0,0,0.5,0.5,0,Q8IVX3
Pocillopora_acuta_HIv1_PredGene_g18752.t1,296,Pocillopora_acuta_HIv1_PredGene_g18752.t1,1.5,1.5,1.5,1,2.5,1.5,3,1.5,0.5,4,1,1.5,3,Q9HYH5
Pocillopora_acuta_HIv1_PredGene_g18756.t1,85,Pocillopora_acuta_HIv1_PredGene_g18756.t1,3,5.5,4,3.5,2.5,3.5,2,3.5,7,2,3.5,3.5,4,P63220
Pocillopora_acuta_HIv1_PredGene_g18761.t1,615,Pocillopora_acuta_HIv1_PredGene_g18761.t1,7,2,7.5,5,5.5,6,7,3.5,4.5,3,6,5,5,
Pocillopora_acuta_HIv1_PredGene_g18762.t1,346,Pocillopora_acuta_HIv1_PredGene_g18762.t1,0,2.5,0,0,0.5,0,0,0,0,0,0.5,0,0,Q8R059
Pocillopora_acuta_HIv1_PredGene_g18763.t1,311,Pocillopora_acuta_HIv1_PredGene_g18763.t1,10.5,9,10.5,6.5,11,7.5,7.5,8,10,6,9,5.5,5,Q6GMJ3
Pocillopora_acuta_HIv1_PredGene_g18765.t1,3741,Pocillopora_acuta_HIv1_PredGene_g18765.t1,7.5,7,6.5,6.5,7,3.5,8,2,6.5,6,1.5,6.5,18,Q00174
Pocillopora_acuta_HIv1_PredGene_g18777.t1,424,Pocillopora_acuta_HIv1_PredGene_g18777.t1,3,3,3,5,2.5,3.5,4,0.5,4.5,2,3,4.5,3,Q6AXI7
Pocillopora_acuta_HIv1_PredGene_g18783.t1,271,Pocillopora_acuta_HIv1_PredGene_g18783.t1,2.5,5,4.5,2.5,5,3.5,3,0,5.5,2,4,1,1,Q6PH14
Pocillopora_acuta_HIv1_PredGene_g18784.t1,200,Pocillopora_acuta_HIv1_PredGene_g18784.t1,9.5,7.5,8.5,8,8.5,6,8,8,12.5,6.5,8,7,12,Q5BL99
Pocillopora_acuta_HIv1_PredGene_g18787.t1,330,Pocillopora_acuta_HIv1_PredGene_g18787.t1,5,13.5,10.5,7,16.5,15,2.5,8,8.5,6,16,10.5,4,P48727
Pocillopora_acuta_HIv1_PredGene_g18795.t1,380,Pocillopora_acuta_HIv1_PredGene_g18795.t1,0.5,1.5,0,1,0.5,1,0.5,1.5,0.5,1,5.5,0.5,1,Q8IP80
Pocillopora_acuta_HIv1_PredGene_g18813.t1,426,Pocillopora_acuta_HIv1_PredGene_g18813.t1,2.5,2,0.5,0.5,3,1.5,0.5,1.5,0.5,4,5.5,1.5,1,Q803F9
Pocillopora_acuta_HIv1_PredGene_g1882.t1,531,Pocillopora_acuta_HIv1_PredGene_g1882.t1,1.5,0.5,2,0,1,0,3,3,0,0,0.5,1.5,1,Q9VC62
Pocillopora_acuta_HIv1_PredGene_g1883.t1,262,Pocillopora_acuta_HIv1_PredGene_g1883.t1,1,0.5,0.5,0.5,0.5,1.5,1.5,0.5,0.5,0.5,1,1.5,1,F1QVP3
Pocillopora_acuta_HIv1_PredGene_g18835.t1,608,Pocillopora_acuta_HIv1_PredGene_g18835.t1,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,A2BEG3
Pocillopora_acuta_HIv1_PredGene_g18842.t1,211,Pocillopora_acuta_HIv1_PredGene_g18842.t1,4,5.5,6.5,6.5,5.5,6,4.5,6,5.5,4,6.5,4.5,7,Q15286
Pocillopora_acuta_HIv1_PredGene_g18858.t1,132,Pocillopora_acuta_HIv1_PredGene_g18858.t1,0,4,7.5,3,2.5,4.5,0,1,1.5,0.5,2,3,1,P43331
Pocillopora_acuta_HIv1_PredGene_g18861.t1,350,Pocillopora_acuta_HIv1_PredGene_g18861.t1,25,62,13,18,17,14,7.5,12.5,25.5,35,27.5,20.5,26,-
Pocillopora_acuta_HIv1_PredGene_g18862.t1,71,Pocillopora_acuta_HIv1_PredGene_g18862.t1,2,7.5,3.5,4,2.5,2,1.5,1.5,6.5,6,4.5,2.5,7,Q8IA71
Pocillopora_acuta_HIv1_PredGene_g18878.t1,369,Pocillopora_acuta_HIv1_PredGene_g18878.t1,0,2,2,3,2.5,1,0.5,0,0,0,0,5,0,P54948
Pocillopora_acuta_HIv1_PredGene_g18885.t1,211,Pocillopora_acuta_HIv1_PredGene_g18885.t1,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,O15971
Pocillopora_acuta_HIv1_PredGene_g18887.t1,371,Pocillopora_acuta_HIv1_PredGene_g18887.t1,0,48.5,14,72,67.5,53,11.5,17,39.5,5,6.5,228.5,10,P54948
Pocillopora_acuta_HIv1_PredGene_g18901.t1,371,Pocillopora_acuta_HIv1_PredGene_g18901.t1,0.5,30.5,18,72.5,63.5,56.5,23,1.5,21,7,8,208.5,16,P54948
Pocillopora_acuta_HIv1_PredGene_g18916.t1,478,Pocillopora_acuta_HIv1_PredGene_g18916.t1,1.5,3,4.5,1,2,3,3.5,1,1.5,0,4.5,1,1,F1QRP8
Pocillopora_acuta_HIv1_PredGene_g18950.t1,243,Pocillopora_acuta_HIv1_PredGene_g18950.t1,4.5,24.5,6.5,6,10,6.5,3,3.5,6.5,2.5,8,11.5,12,Q5XJN2
Pocillopora_acuta_HIv1_PredGene_g18960.t1,130,Pocillopora_acuta_HIv1_PredGene_g18960.t1,0.5,4.5,5,5.5,3,5,6.5,1.5,0,6.5,4,5,5,Q564F6
Pocillopora_acuta_HIv1_PredGene_g18978.t1,149,Pocillopora_acuta_HIv1_PredGene_g18978.t1,4,2.5,5.5,4,4.5,4.5,3,5.5,5,4,6,3,3,M9NEW1
Pocillopora_acuta_HIv1_PredGene_g18979.t1,148,Pocillopora_acuta_HIv1_PredGene_g18979.t1,0,1.5,1.5,0,2,1,1,0.5,0.5,1,3,1,1,C1C594
Pocillopora_acuta_HIv1_PredGene_g18985.t1,800,Pocillopora_acuta_HIv1_PredGene_g18985.t1,7.5,17,12,13.5,19,14,10,6.5,10,6.5,22,14,10,Q6ZM34
Pocillopora_acuta_HIv1_PredGene_g19004.t1,449,Pocillopora_acuta_HIv1_PredGene_g19004.t1,41,99,64.5,65,61.5,53,69.5,46,56,35,146,95.5,68,A2BFA2
Pocillopora_acuta_HIv1_PredGene_g19011.t1,2310,Pocillopora_acuta_HIv1_PredGene_g19011.t1,0.5,0.5,1,1,1,1,0,0,1.5,0,0.5,0.5,1,F6P055
Pocillopora_acuta_HIv1_PredGene_g19021.t1,217,Pocillopora_acuta_HIv1_PredGene_g19021.t1,2,5,4,0.5,3.5,3,0,7,5,1.5,2,1.5,0,P62906
Pocillopora_acuta_HIv1_PredGene_g19070.t1,502,Pocillopora_acuta_HIv1_PredGene_g19070.t1,0,0.5,1,0,0,0,0,0.5,0,0,0,0,0,Q1LUX9
Pocillopora_acuta_HIv1_PredGene_g19078.t1,480,Pocillopora_acuta_HIv1_PredGene_g19078.t1,1,5,4,1.5,2.5,3,1,2.5,1.5,2.5,5,4,8,Q9V495
Pocillopora_acuta_HIv1_PredGene_g19083.t1,415,Pocillopora_acuta_HIv1_PredGene_g19083.t1,0,2,1,0,0,0,0,0,0,0,1,0,0,Q8BMD5
Pocillopora_acuta_HIv1_PredGene_g19113.t1,163,Pocillopora_acuta_HIv1_PredGene_g19113.t1,0,0,0.5,0.5,0,0.5,0,0,2,0,0.5,0.5,0,Q9HT23
Pocillopora_acuta_HIv1_PredGene_g19114.t1,158,Pocillopora_acuta_HIv1_PredGene_g19114.t1,6,6.5,9,4.5,7,5.5,4,3.5,5,2,6,5,3,P06737
Pocillopora_acuta_HIv1_PredGene_g19115.t1,964,Pocillopora_acuta_HIv1_PredGene_g19115.t1,6,2,4,12,5,9.5,1.5,2,5,4.5,3,25.5,8,Q55CE1
Pocillopora_acuta_HIv1_PredGene_g19116.t1,964,Pocillopora_acuta_HIv1_PredGene_g19116.t1,5.5,2,4,11.5,5,9.5,1.5,2,4.5,4.5,3,21.5,7,Q55CE1
Pocillopora_acuta_HIv1_PredGene_g19117.t1,972,Pocillopora_acuta_HIv1_PredGene_g19117.t1,34.5,18,34.5,50.5,39.5,54,40.5,33,27,28.5,52.5,39,54,Q55CE1
Pocillopora_acuta_HIv1_PredGene_g19119.t1,969,Pocillopora_acuta_HIv1_PredGene_g19119.t1,14,0,2,7,7.5,4.5,0,2.5,9.5,2.5,0,15,12,Q55CE1
Pocillopora_acuta_HIv1_PredGene_g19127.t1,309,Pocillopora_acuta_HIv1_PredGene_g19127.t1,1,0,0.5,0,1.5,0,0,0,0.5,0,0.5,0,0,Q99LB6
Pocillopora_acuta_HIv1_PredGene_g19131.t1,131,Pocillopora_acuta_HIv1_PredGene_g19131.t1,3,1.5,2.5,2.5,3,2,2,2.5,3,2,1.5,2.5,3,Q922D5
